DateTime,SPPC,CFE,PACW,DWR-N,NCPA_Bay,NCPA_Valley,PG&E,SVP,WALC,PAUT,AESO,NEVP,TH_Mead,IPFE,IPMV,IPTV,PAID,AVA,CHPD,DOPD,GCPD,PGE,PSEI,SCL,TPWR,APS,TH_PV,BURB,GLEN,LDWP,IID,PAWY,WACM,PSCO,TID,NWMT,WAUW,TEPC,BPA,MID,RDNG,SMUD,WAPA_BANC,WAPA_Valley,SDGE,SRP,ANHM,DWR-S,MWD,PASA,RVSD,SCE,VEA,VERN,BCHA,EPE,PNM
2030-01-01T00:00,1154,1607,2523,11718,11718,11718,11718,11718,880,3175,11164,1924,1924,456,456,456,456,286,286,286,286,286,286,286,286,4643,4643,2644,2644,2644,227,3774,3774,5996,239,1585,1585,1809,7744,1350,1350,1350,1350,1350,2287,3725,10615,10615,10615,10615,10615,10615,10615,10615,8607,1607,1607
2030-01-01T01:00,1139,1530,2465,10884,10884,10884,10884,10884,1096,3101,10988,1896,1896,449,449,449,449,295,295,295,295,295,295,295,295,4548,4548,2551,2551,2551,224,3694,3694,5735,234,1555,1555,1763,7574,1308,1308,1308,1308,1308,2124,3573,9915,9915,9915,9915,9915,9915,9915,9915,8085,1438,1438
2030-01-01T02:00,1131,1467,2449,10252,10252,10252,10252,10252,1099,3062,10808,1889,1889,455,455,455,455,307,307,307,307,307,307,307,307,4518,4518,2498,2498,2498,226,3672,3672,5644,233,1533,1533,1732,7543,1304,1304,1304,1304,1304,2005,3523,9360,9360,9360,9360,9360,9360,9360,9360,7793,1366,1366
2030-01-01T03:00,1134,1402,2496,9849,9849,9849,9849,9849,1088,3059,10647,1890,1890,454,454,454,454,328,328,328,328,328,328,328,328,4514,4514,2513,2513,2513,240,3612,3612,5602,239,1528,1528,1734,7786,1361,1361,1361,1361,1361,1938,3517,9011,9011,9011,9011,9011,9011,9011,9011,7580,1351,1351
2030-01-01T04:00,1147,1460,2650,9871,9871,9871,9871,9871,1074,3066,10599,1908,1908,456,456,456,456,366,366,366,366,366,366,366,366,4556,4556,2639,2639,2639,253,3573,3573,5626,250,1535,1535,1756,8235,1498,1498,1498,1498,1498,1932,3551,9031,9031,9031,9031,9031,9031,9031,9031,7556,1360,1360
2030-01-01T05:00,1171,1565,2916,10165,10165,10165,10165,10165,1080,3134,10690,2004,2004,458,458,458,458,414,414,414,414,414,414,414,414,4655,4655,2877,2877,2877,285,3594,3594,5732,273,1551,1551,1809,9148,1749,1749,1749,1749,1749,2029,3703,9375,9375,9375,9375,9375,9375,9375,9375,7815,1402,1402
2030-01-01T06:00,1245,1649,3352,10808,10808,10808,10808,10808,1114,3261,10886,2210,2210,475,475,475,475,461,461,461,461,461,461,461,461,4811,4811,3060,3060,3060,303,3661,3661,6047,289,1586,1586,1893,10405,1964,1964,1964,1964,1964,2256,4031,9961,9961,9961,9961,9961,9961,9961,9961,8275,1575,1575
2030-01-01T07:00,1301,1758,3733,11429,11429,11429,11429,11429,1167,3394,11158,2226,2226,494,494,494,494,490,490,490,490,490,490,490,490,5178,5178,3232,3232,3232,313,3769,3769,6517,293,1687,1687,2010,11527,2004,2004,2004,2004,2004,2249,4826,9920,9920,9920,9920,9920,9920,9920,9920,9061,1845,1845
2030-01-01T08:00,1328,1832,3760,11096,11096,11096,11096,11096,1219,3500,11578,2218,2218,494,494,494,494,485,485,485,485,485,485,485,485,5509,5509,3375,3375,3375,320,3881,3881,6790,295,1813,1813,2133,11586,2018,2018,2018,2018,2018,1904,5110,9221,9221,9221,9221,9221,9221,9221,9221,10172,1967,1967
2030-01-01T09:00,1330,1901,3715,10373,10373,10373,10373,10373,1052,3558,11891,2190,2190,505,505,505,505,461,461,461,461,461,461,461,461,5288,5288,3455,3455,3455,314,3908,3908,6864,297,1820,1820,2027,11128,2016,2016,2016,2016,2016,1562,4765,8225,8225,8225,8225,8225,8225,8225,8225,10766,1953,1953
2030-01-01T10:00,1322,1968,3577,9638,9638,9638,9638,9638,1017,3590,11914,2136,2136,490,490,490,490,439,439,439,439,439,439,439,439,4900,4900,3502,3502,3502,317,3946,3946,6877,295,1819,1819,1921,10564,1984,1984,1984,1984,1984,1274,4358,7471,7471,7471,7471,7471,7471,7471,7471,10908,1891,1891
2030-01-01T11:00,1296,2005,3430,8874,8874,8874,8874,8874,953,3588,11972,2099,2099,475,475,475,475,418,418,418,418,418,418,418,418,4715,4715,3503,3503,3503,316,3950,3950,6854,292,1807,1807,1862,10137,1929,1929,1929,1929,1929,1101,4063,7059,7059,7059,7059,7059,7059,7059,7059,10913,1818,1818
2030-01-01T12:00,1263,1997,3338,8431,8431,8431,8431,8431,908,3570,11987,2028,2028,489,489,489,489,399,399,399,399,399,399,399,399,4551,4551,3497,3497,3497,308,3902,3902,6823,289,1781,1781,1799,9837,1870,1870,1870,1870,1870,1046,3825,6928,6928,6928,6928,6928,6928,6928,6928,10792,1748,1748
2030-01-01T13:00,1251,2009,3258,8560,8560,8560,8560,8560,893,3553,11950,2005,2005,487,487,487,487,389,389,389,389,389,389,389,389,4422,4422,3456,3456,3456,304,3861,3861,6739,288,1750,1750,1755,9651,1796,1796,1796,1796,1796,1177,3667,7222,7222,7222,7222,7222,7222,7222,7222,10683,1688,1688
2030-01-01T14:00,1238,1993,3175,9278,9278,9278,9278,9278,885,3541,11902,1994,1994,479,479,479,479,390,390,390,390,390,390,390,390,4312,4312,3414,3414,3414,293,3792,3792,6677,286,1741,1741,1738,9601,1780,1780,1780,1780,1780,1452,3545,7962,7962,7962,7962,7962,7962,7962,7962,10483,1648,1648
2030-01-01T15:00,1270,1971,3224,10373,10373,10373,10373,10373,813,3519,11886,2047,2047,483,483,483,483,400,400,400,400,400,400,400,400,4288,4288,3439,3439,3439,304,3759,3759,6597,289,1724,1724,1721,9691,1877,1877,1877,1877,1877,1912,3485,9162,9162,9162,9162,9162,9162,9162,9162,10312,1626,1626
2030-01-01T16:00,1344,1992,3412,11753,11753,11753,11753,11753,799,3563,11953,2328,2328,492,492,492,492,433,433,433,433,433,433,433,433,4352,4352,3752,3752,3752,359,3727,3727,6690,316,1730,1730,1732,10434,2188,2188,2188,2188,2188,2504,3459,10396,10396,10396,10396,10396,10396,10396,10396,10458,1669,1669
2030-01-01T17:00,1449,2149,3752,13380,13380,13380,13380,13380,862,3701,12290,2776,2776,505,505,505,505,443,443,443,443,443,443,443,443,4497,4497,3844,3844,3844,375,3779,3779,7044,326,1793,1793,1793,11723,2284,2284,2284,2284,2284,2938,3549,11853,11853,11853,11853,11853,11853,11853,11853,11324,1774,1774
2030-01-01T18:00,1464,2164,3742,13912,13912,13912,13912,13912,897,3809,12747,2810,2810,518,518,518,518,434,434,434,434,434,434,434,434,4765,4765,3792,3792,3792,373,4000,4000,7675,324,1897,1897,1916,11628,2265,2265,2265,2265,2265,3036,3904,12396,12396,12396,12396,12396,12396,12396,12396,11937,2174,2174
2030-01-01T19:00,1430,2163,3621,13654,13654,13654,13654,13654,956,3843,12608,2787,2787,522,522,522,522,425,425,425,425,425,425,425,425,4999,4999,3698,3698,3698,360,4278,4278,7702,319,1904,1904,2045,11222,2205,2205,2205,2205,2205,2993,4489,12285,12285,12285,12285,12285,12285,12285,12285,11614,2289,2289
2030-01-01T20:00,1423,2146,3453,13278,13278,13278,13278,13278,992,3763,12434,2722,2722,504,504,504,504,408,408,408,408,408,408,408,408,5025,5025,3531,3531,3531,333,4261,4261,7536,306,1872,1872,2033,10583,2069,2069,2069,2069,2069,2893,4501,12078,12078,12078,12078,12078,12078,12078,12078,11347,2310,2310
2030-01-01T21:00,1375,2070,3235,12916,12916,12916,12916,12916,973,3645,12235,2577,2577,471,471,471,471,381,381,381,381,381,381,381,381,5009,5009,3284,3284,3284,290,4248,4248,7317,284,1843,1843,1994,9762,1819,1819,1819,1819,1819,2729,4349,11953,11953,11953,11953,11953,11953,11953,11953,10965,2276,2276
2030-01-01T22:00,1285,1930,2935,12019,12019,12019,12019,12019,950,3508,11962,2308,2308,454,454,454,454,337,337,337,337,337,337,337,337,4898,4898,3018,3018,3018,258,4164,4164,6954,266,1759,1759,1934,8783,1577,1577,1577,1577,1577,2494,4174,11168,11168,11168,11168,11168,11168,11168,11168,10368,2119,2119
2030-01-01T23:00,1191,1776,2723,11675,11675,11675,11675,11675,923,3328,11512,2120,2120,424,424,424,424,307,307,307,307,307,307,307,307,4745,4745,2759,2759,2759,239,3980,3980,6416,251,1651,1651,1850,8085,1440,1440,1440,1440,1440,2353,3871,10777,10777,10777,10777,10777,10777,10777,10777,9333,1848,1848
2030-01-02T00:00,1164,1634,2635,11587,11587,11587,11587,11587,923,3185,11138,1970,1970,404,404,404,404,304,304,304,304,304,304,304,304,4593,4593,2596,2596,2596,225,3761,3761,5969,243,1573,1573,1774,7782,1360,1360,1360,1360,1360,2241,3589,10556,10556,10556,10556,10556,10556,10556,10556,8474,1510,1510
2030-01-02T01:00,1154,1557,2570,11001,11001,11001,11001,11001,987,3133,10977,1930,1930,404,404,404,404,302,302,302,302,302,302,302,302,4525,4525,2501,2501,2501,221,3713,3713,5741,240,1547,1547,1713,7655,1321,1321,1321,1321,1321,2096,3483,9953,9953,9953,9953,9953,9953,9953,9953,8042,1403,1403
2030-01-02T02:00,1147,1487,2564,10484,10484,10484,10484,10484,1103,3074,10818,1907,1907,421,421,421,421,318,318,318,318,318,318,318,318,4496,4496,2465,2465,2465,223,3624,3624,5624,240,1532,1532,1696,7680,1334,1334,1334,1334,1334,1998,3415,9548,9548,9548,9548,9548,9548,9548,9548,7706,1374,1374
2030-01-02T03:00,1144,1412,2602,10271,10271,10271,10271,10271,1069,3055,10638,1909,1909,447,447,447,447,333,333,333,333,333,333,333,333,4474,4474,2500,2500,2500,231,3552,3552,5552,247,1505,1505,1680,7819,1402,1402,1402,1402,1402,1947,3383,9378,9378,9378,9378,9378,9378,9378,9378,7450,1351,1351
2030-01-02T04:00,1155,1440,2716,10511,10511,10511,10511,10511,1085,3065,10564,1936,1936,441,441,441,441,371,371,371,371,371,371,371,371,4502,4502,2654,2654,2654,256,3528,3528,5555,263,1508,1508,1703,8298,1561,1561,1561,1561,1561,1984,3419,9610,9610,9610,9610,9610,9610,9610,9610,7376,1349,1349
2030-01-02T05:00,1194,1496,2948,11170,11170,11170,11170,11170,1091,3125,10603,2041,2041,454,454,454,454,409,409,409,409,409,409,409,409,4574,4574,2956,2956,2956,297,3543,3543,5665,289,1537,1537,1762,9159,1888,1888,1888,1888,1888,2166,3543,10479,10479,10479,10479,10479,10479,10479,10479,7668,1384,1384
2030-01-02T06:00,1286,1583,3301,12751,12751,12751,12751,12751,1106,3231,10805,2206,2206,466,466,466,466,454,454,454,454,454,454,454,454,4723,4723,3184,3184,3184,320,3615,3615,5882,311,1566,1566,1837,10268,2102,2102,2102,2102,2102,2559,3774,12086,12086,12086,12086,12086,12086,12086,12086,8110,1501,1501
2030-01-02T07:00,1332,1638,3595,14061,14061,14061,14061,14061,1156,3345,11083,2209,2209,488,488,488,488,472,472,472,472,472,472,472,472,4916,4916,3377,3377,3377,329,3736,3736,6190,314,1655,1655,1906,11068,2140,2140,2140,2140,2140,2658,4115,12574,12574,12574,12574,12574,12574,12574,12574,8796,1761,1761
2030-01-02T08:00,1355,1696,3691,13560,13560,13560,13560,13560,1199,3375,11352,2185,2185,493,493,493,493,476,476,476,476,476,476,476,476,5085,5085,3515,3515,3515,336,3842,3842,6463,314,1744,1744,1939,11360,2128,2128,2128,2128,2128,2319,4282,11768,11768,11768,11768,11768,11768,11768,11768,9680,1855,1855
2030-01-02T09:00,1357,1759,3634,12470,12470,12470,12470,12470,1046,3405,11614,2161,2161,498,498,498,498,453,453,453,453,453,453,453,453,4987,4987,3586,3586,3586,330,3890,3890,6552,315,1767,1767,1925,10923,2111,2111,2111,2111,2111,1942,4219,10782,10782,10782,10782,10782,10782,10782,10782,10224,1856,1856
2030-01-02T10:00,1347,1822,3489,11629,11629,11629,11629,11629,1026,3429,11682,2114,2114,495,495,495,495,427,427,427,427,427,427,427,427,4840,4840,3687,3687,3687,332,3918,3918,6541,312,1772,1772,1882,10390,2068,2068,2068,2068,2068,1641,4113,9917,9917,9917,9917,9917,9917,9917,9917,10549,1844,1844
2030-01-02T11:00,1332,1865,3331,10837,10837,10837,10837,10837,945,3424,11767,2053,2053,488,488,488,488,397,397,397,397,397,397,397,397,4740,4740,3682,3682,3682,327,3906,3906,6498,309,1764,1764,1838,9849,2014,2014,2014,2014,2014,1465,4011,9395,9395,9395,9395,9395,9395,9395,9395,10587,1769,1769
2030-01-02T12:00,1313,1878,3188,10190,10190,10190,10190,10190,926,3410,11792,1995,1995,486,486,486,486,370,370,370,370,370,370,370,370,4641,4641,3672,3672,3672,323,3854,3854,6407,304,1760,1760,1793,9424,1962,1962,1962,1962,1962,1421,3863,9253,9253,9253,9253,9253,9253,9253,9253,10493,1723,1723
2030-01-02T13:00,1296,1850,3067,10317,10317,10317,10317,10317,904,3382,11732,1960,1960,469,469,469,469,352,352,352,352,352,352,352,352,4530,4530,3639,3639,3639,315,3783,3783,6298,299,1722,1722,1764,9062,1924,1924,1924,1924,1924,1562,3766,9540,9540,9540,9540,9540,9540,9540,9540,10245,1598,1598
2030-01-02T14:00,1282,1808,2992,10819,10819,10819,10819,10819,893,3374,11675,1951,1951,472,472,472,472,341,341,341,341,341,341,341,341,4496,4496,3581,3581,3581,308,3706,3706,6244,298,1705,1705,1756,8887,1916,1916,1916,1916,1916,1857,3674,10232,10232,10232,10232,10232,10232,10232,10232,10060,1510,1510
2030-01-02T15:00,1301,1797,3026,11857,11857,11857,11857,11857,877,3366,11661,1982,1982,464,464,464,464,381,381,381,381,381,381,381,381,4479,4479,3602,3602,3602,311,3667,3667,6229,304,1693,1693,1758,9052,1995,1995,1995,1995,1995,2304,3612,11334,11334,11334,11334,11334,11334,11334,11334,9944,1480,1480
2030-01-02T16:00,1365,1882,3247,13326,13326,13326,13326,13326,858,3390,11711,2275,2275,484,484,484,484,417,417,417,417,417,417,417,417,4495,4495,3869,3869,3869,363,3629,3629,6343,326,1702,1702,1774,9853,2244,2244,2244,2244,2244,2855,3596,12495,12495,12495,12495,12495,12495,12495,12495,10088,1523,1523
2030-01-02T17:00,1471,2046,3589,14726,14726,14726,14726,14726,799,3559,12105,2732,2732,498,498,498,498,436,436,436,436,436,436,436,436,4578,4578,3928,3928,3928,382,3667,3667,6753,333,1752,1752,1826,10704,2346,2346,2346,2346,2346,3219,3673,13916,13916,13916,13916,13916,13916,13916,13916,11118,1672,1672
2030-01-02T18:00,1476,2082,3583,15089,15089,15089,15089,15089,883,3689,12590,2762,2762,506,506,506,506,432,432,432,432,432,432,432,432,4808,4808,3845,3845,3845,377,3875,3875,7426,329,1863,1863,1936,10816,2317,2317,2317,2317,2317,3302,4039,14318,14318,14318,14318,14318,14318,14318,14318,11537,2093,2093
2030-01-02T19:00,1434,2055,3470,14788,14788,14788,14788,14788,907,3719,12377,2687,2687,493,493,493,493,428,428,428,428,428,428,428,428,5084,5084,3732,3732,3732,365,4185,4185,7399,323,1856,1856,2052,10536,2238,2238,2238,2238,2238,3226,4634,14079,14079,14079,14079,14079,14079,14079,14079,11387,2240,2240
2030-01-02T20:00,1422,2023,3346,14320,14320,14320,14320,14320,1003,3635,12173,2621,2621,500,500,500,500,415,415,415,415,415,415,415,415,5065,5065,3558,3558,3558,342,4167,4167,7194,311,1827,1827,2004,10186,2104,2104,2104,2104,2104,3086,4574,13783,13783,13783,13783,13783,13783,13783,13783,11081,2182,2182
2030-01-02T21:00,1374,1930,3148,13827,13827,13827,13827,13827,956,3576,11986,2439,2439,486,486,486,486,393,393,393,393,393,393,393,393,5005,5005,3302,3302,3302,295,4110,4110,7037,288,1785,1785,1968,9561,1853,1853,1853,1853,1853,2912,4315,13387,13387,13387,13387,13387,13387,13387,13387,10555,2155,2155
2030-01-02T22:00,1297,1827,2906,12811,12811,12811,12811,12811,929,3437,11686,2259,2259,475,475,475,475,357,357,357,357,357,357,357,357,4901,4901,3025,3025,3025,263,4039,4039,6711,270,1713,1713,1923,8746,1600,1600,1600,1600,1600,2615,4152,12478,12478,12478,12478,12478,12478,12478,12478,9933,2034,2034
2030-01-02T23:00,1208,1675,2733,12124,12124,12124,12124,12124,936,3300,11333,2048,2048,463,463,463,463,332,332,332,332,332,332,332,332,4776,4776,2764,2764,2764,241,3896,3896,6199,255,1627,1627,1860,8192,1448,1448,1448,1448,1448,2426,3919,11632,11632,11632,11632,11632,11632,11632,11632,9143,1783,1783
2030-01-03T00:00,1161,1618,2636,11860,11860,11860,11860,11860,910,3184,11100,1938,1938,457,457,457,457,320,320,320,320,320,320,320,320,4660,4660,2676,2676,2676,235,3703,3703,5887,229,1564,1564,1800,7851,1349,1349,1349,1349,1349,2254,3690,10498,10498,10498,10498,10498,10498,10498,10498,8552,1594,1594
2030-01-03T01:00,1148,1533,2590,11225,11225,11225,11225,11225,1088,3111,10854,1901,1901,453,453,453,453,325,325,325,325,325,325,325,325,4561,4561,2558,2558,2558,227,3635,3635,5712,222,1540,1540,1736,7690,1294,1294,1294,1294,1294,2102,3553,9886,9886,9886,9886,9886,9886,9886,9886,8069,1446,1446
2030-01-03T02:00,1145,1464,2580,10700,10700,10700,10700,10700,926,3063,10606,1893,1893,452,452,452,452,331,331,331,331,331,331,331,331,4523,4523,2489,2489,2489,224,3563,3563,5568,219,1523,1523,1705,7747,1265,1265,1265,1265,1265,1997,3468,9412,9412,9412,9412,9412,9412,9412,9412,7714,1371,1371
2030-01-03T03:00,1140,1386,2623,10546,10546,10546,10546,10546,919,3049,10489,1892,1892,459,459,459,459,340,340,340,340,340,340,340,340,4510,4510,2478,2478,2478,226,3503,3503,5540,221,1496,1496,1693,7931,1290,1290,1290,1290,1290,1954,3442,9253,9253,9253,9253,9253,9253,9253,9253,7396,1352,1352
2030-01-03T04:00,1151,1435,2727,10747,10747,10747,10747,10747,920,3073,10411,1905,1905,450,450,450,450,387,387,387,387,387,387,387,387,4531,4531,2525,2525,2525,239,3477,3477,5542,227,1500,1500,1700,8314,1359,1359,1359,1359,1359,1995,3473,9497,9497,9497,9497,9497,9497,9497,9497,7340,1352,1352
2030-01-03T05:00,1197,1506,2980,11513,11513,11513,11513,11513,920,3144,10453,1992,1992,463,463,463,463,426,426,426,426,426,426,426,426,4626,4626,2638,2638,2638,253,3491,3491,5664,239,1526,1526,1737,9152,1479,1479,1479,1479,1479,2195,3584,10400,10400,10400,10400,10400,10400,10400,10400,7655,1382,1382
2030-01-03T06:00,1280,1578,3365,13297,13297,13297,13297,13297,934,3257,10609,2142,2142,489,489,489,489,462,462,462,462,462,462,462,462,4751,4751,2691,2691,2691,260,3542,3542,5894,243,1560,1560,1822,10219,1556,1556,1556,1556,1556,2596,3813,11928,11928,11928,11928,11928,11928,11928,11928,8159,1495,1495
2030-01-03T07:00,1322,1636,3709,14603,14603,14603,14603,14603,1021,3377,10966,2130,2130,502,502,502,502,461,461,461,461,461,461,461,461,4949,4949,2772,2772,2772,275,3689,3689,6250,247,1642,1642,1909,11050,1621,1621,1621,1621,1621,2691,4156,12406,12406,12406,12406,12406,12406,12406,12406,8807,1739,1739
2030-01-03T08:00,1339,1676,3782,13908,13908,13908,13908,13908,1064,3443,11265,2091,2091,501,501,501,501,478,478,478,478,478,478,478,478,5138,5138,2908,2908,2908,281,3769,3769,6510,253,1739,1739,1952,11302,1691,1691,1691,1691,1691,2347,4421,11609,11609,11609,11609,11609,11609,11609,11609,9673,1838,1838
2030-01-03T09:00,1338,1739,3726,12660,12660,12660,12660,12660,938,3445,11530,2060,2060,496,496,496,496,464,464,464,464,464,464,464,464,5054,5054,3016,3016,3016,283,3858,3858,6581,259,1743,1743,1946,10962,1757,1757,1757,1757,1757,1968,4299,10590,10590,10590,10590,10590,10590,10590,10590,10261,1873,1873
2030-01-03T10:00,1330,1785,3572,11603,11603,11603,11603,11603,923,3425,11556,2008,2008,483,483,483,483,446,446,446,446,446,446,446,446,4838,4838,3047,3047,3047,285,3878,3878,6532,261,1756,1756,1905,10399,1772,1772,1772,1772,1772,1676,4170,9747,9747,9747,9747,9747,9747,9747,9747,10608,1875,1875
2030-01-03T11:00,1313,1836,3378,10672,10672,10672,10672,10672,913,3401,11612,1959,1959,483,483,483,483,421,421,421,421,421,421,421,421,4689,4689,3048,3048,3048,281,3856,3856,6470,260,1729,1729,1849,9919,1749,1749,1749,1749,1749,1504,3968,9288,9288,9288,9288,9288,9288,9288,9288,10732,1812,1812
2030-01-03T12:00,1279,1831,3243,10157,10157,10157,10157,10157,889,3385,11650,1942,1942,487,487,487,487,394,394,394,394,394,394,394,394,4536,4536,3030,3030,3030,275,3796,3796,6350,256,1708,1708,1818,9479,1704,1704,1704,1704,1704,1481,3816,9195,9195,9195,9195,9195,9195,9195,9195,10698,1733,1733
2030-01-03T13:00,1259,1818,3104,10265,10265,10265,10265,10265,866,3358,11619,1921,1921,478,478,478,478,382,382,382,382,382,382,382,382,4429,4429,3000,3000,3000,270,3756,3756,6259,253,1678,1678,1789,9123,1664,1664,1664,1664,1664,1638,3724,9539,9539,9539,9539,9539,9539,9539,9539,10498,1647,1647
2030-01-03T14:00,1245,1807,2997,10714,10714,10714,10714,10714,790,3332,11569,1915,1915,482,482,482,482,374,374,374,374,374,374,374,374,4349,4349,2981,2981,2981,266,3693,3693,6214,253,1660,1660,1755,8912,1664,1664,1664,1664,1664,1934,3637,10272,10272,10272,10272,10272,10272,10272,10272,10340,1573,1573
2030-01-03T15:00,1273,1795,3000,11818,11818,11818,11818,11818,770,3342,11544,1932,1932,482,482,482,482,397,397,397,397,397,397,397,397,4325,4325,3062,3062,3062,279,3737,3737,6205,258,1635,1635,1740,9061,1764,1764,1764,1764,1764,2381,3567,11323,11323,11323,11323,11323,11323,11323,11323,10175,1517,1517
2030-01-03T16:00,1351,1859,3207,13194,13194,13194,13194,13194,762,3390,11605,2214,2214,482,482,482,482,425,425,425,425,425,425,425,425,4394,4394,3414,3414,3414,338,3660,3660,6282,285,1640,1640,1766,9823,2077,2077,2077,2077,2077,2933,3546,12337,12337,12337,12337,12337,12337,12337,12337,10297,1525,1525
2030-01-03T17:00,1452,2048,3505,14666,14666,14666,14666,14666,768,3585,11963,2658,2658,509,509,509,509,441,441,441,441,441,441,441,441,4508,4508,3550,3550,3550,352,3679,3679,6653,293,1693,1693,1821,10575,2150,2150,2150,2150,2150,3277,3616,13444,13444,13444,13444,13444,13444,13444,13444,11212,1654,1654
2030-01-03T18:00,1456,2085,3530,15288,15288,15288,15288,15288,791,3694,12412,2661,2661,529,529,529,529,431,431,431,431,431,431,431,431,4737,4737,3521,3521,3521,353,3851,3851,7260,288,1809,1809,1926,10568,2107,2107,2107,2107,2107,3336,3927,13811,13811,13811,13811,13811,13811,13811,13811,11559,2076,2076
2030-01-03T19:00,1429,2050,3417,15003,15003,15003,15003,15003,906,3672,12243,2646,2646,525,525,525,525,425,425,425,425,425,425,425,425,4962,4962,3447,3447,3447,337,4158,4158,7264,284,1816,1816,2074,10297,2032,2032,2032,2032,2032,3256,4461,13543,13543,13543,13543,13543,13543,13543,13543,11368,2233,2233
2030-01-03T20:00,1413,2000,3295,14598,14598,14598,14598,14598,903,3596,12064,2587,2587,508,508,508,508,411,411,411,411,411,411,411,411,4947,4947,3346,3346,3346,313,4149,4149,7163,274,1789,1789,2034,9894,1920,1920,1920,1920,1920,3127,4354,13251,13251,13251,13251,13251,13251,13251,13251,10937,2184,2184
2030-01-03T21:00,1367,1913,3090,14140,14140,14140,14140,14140,901,3547,11858,2406,2406,507,507,507,507,386,386,386,386,386,386,386,386,4920,4920,3155,3155,3155,286,4095,4095,6940,261,1748,1748,1984,9266,1708,1708,1708,1708,1708,2953,4250,12949,12949,12949,12949,12949,12949,12949,12949,10417,2163,2163
2030-01-03T22:00,1287,1782,2870,13035,13035,13035,13035,13035,890,3402,11592,2222,2222,490,490,490,490,343,343,343,343,343,343,343,343,4846,4846,2939,2939,2939,254,4020,4020,6646,245,1682,1682,1936,8494,1530,1530,1530,1530,1530,2673,4091,12020,12020,12020,12020,12020,12020,12020,12020,9762,2043,2043
2030-01-03T23:00,1200,1665,2708,12405,12405,12405,12405,12405,867,3269,11278,2034,2034,476,476,476,476,324,324,324,324,324,324,324,324,4718,4718,2731,2731,2731,237,3873,3873,6170,234,1602,1602,1867,7889,1389,1389,1389,1389,1389,2456,3868,11287,11287,11287,11287,11287,11287,11287,11287,9005,1819,1819
2030-01-04T00:00,1160,1600,2574,11562,11562,11562,11562,11562,874,3161,11043,1931,1931,463,463,463,463,317,317,317,317,317,317,317,317,4602,4602,2652,2652,2652,234,3711,3711,5849,227,1546,1546,1797,7580,1338,1338,1338,1338,1338,2182,3651,10592,10592,10592,10592,10592,10592,10592,10592,8443,1624,1624
2030-01-04T01:00,1140,1515,2509,10895,10895,10895,10895,10895,925,3090,10775,1904,1904,468,468,468,468,321,321,321,321,321,321,321,321,4513,4513,2552,2552,2552,229,3615,3615,5643,222,1492,1492,1746,7400,1285,1285,1285,1285,1285,2036,3520,9990,9990,9990,9990,9990,9990,9990,9990,7930,1463,1463
2030-01-04T02:00,1135,1450,2494,10444,10444,10444,10444,10444,963,3050,10540,1894,1894,455,455,455,455,328,328,328,328,328,328,328,328,4480,4480,2486,2486,2486,226,3493,3493,5523,220,1472,1472,1715,7388,1264,1264,1264,1264,1264,1918,3463,9552,9552,9552,9552,9552,9552,9552,9552,7467,1389,1389
2030-01-04T03:00,1135,1372,2541,10230,10230,10230,10230,10230,940,3052,10391,1896,1896,441,441,441,441,350,350,350,350,350,350,350,350,4470,4470,2476,2476,2476,230,3449,3449,5457,222,1454,1454,1712,7557,1288,1288,1288,1288,1288,1857,3448,9342,9342,9342,9342,9342,9342,9342,9342,7177,1367,1367
2030-01-04T04:00,1143,1362,2643,10433,10433,10433,10433,10433,939,3070,10301,1906,1906,464,464,464,464,376,376,376,376,376,376,376,376,4499,4499,2528,2528,2528,244,3417,3417,5424,228,1444,1444,1731,7986,1364,1364,1364,1364,1364,1888,3486,9523,9523,9523,9523,9523,9523,9523,9523,7084,1362,1362
2030-01-04T05:00,1178,1491,2840,11137,11137,11137,11137,11137,950,3140,10337,1983,1983,482,482,482,482,411,411,411,411,411,411,411,411,4571,4571,2627,2627,2627,257,3434,3434,5535,239,1461,1461,1779,8676,1478,1478,1478,1478,1478,2059,3590,10220,10220,10220,10220,10220,10220,10220,10220,7283,1409,1409
2030-01-04T06:00,1260,1576,3178,12721,12721,12721,12721,12721,973,3241,10544,2141,2141,497,497,497,497,447,447,447,447,447,447,447,447,4710,4710,2733,2733,2733,267,3494,3494,5739,243,1540,1540,1855,9714,1560,1560,1560,1560,1560,2406,3819,11559,11559,11559,11559,11559,11559,11559,11559,7976,1522,1522
2030-01-04T07:00,1316,1636,3448,14008,14008,14008,14008,14008,1038,3365,10959,2128,2128,511,511,511,511,470,470,470,470,470,470,470,470,4892,4892,2828,2828,2828,279,3632,3632,6074,248,1610,1610,1937,10366,1629,1629,1629,1629,1629,2473,4164,11857,11857,11857,11857,11857,11857,11857,11857,8604,1743,1743
2030-01-04T08:00,1325,1688,3559,13417,13417,13417,13417,13417,1068,3432,11242,2112,2112,519,519,519,519,467,467,467,467,467,467,467,467,5043,5043,2947,2947,2947,288,3759,3759,6236,255,1685,1685,2014,10598,1708,1708,1708,1708,1708,2110,4435,11127,11127,11127,11127,11127,11127,11127,11127,9414,1826,1826
