DateTime,SPPC,CFE,PACW,DWR-N,NCPA_Bay,NCPA_Valley,PG&E,SVP,WALC,PAUT,AESO,NEVP,TH_Mead,IPFE,IPMV,IPTV,PAID,AVA,CHPD,DOPD,GCPD,PGE,PSEI,SCL,TPWR,APS,TH_PV,BURB,GLEN,LDWP,IID,PAWY,WACM,PSCO,TID,NWMT,WAUW,TEPC,BPA,MID,RDNG,SMUD,WAPA_BANC,WAPA_Valley,SDGE,SRP,ANHM,DWR-S,MWD,PASA,RVSD,SCE,VEA,VERN,BCHA,EPE,PNM
2030-03-26T16:00,1162,2385,2513,10124,10124,10124,10124,10124,1182,3233,11382,2006,2006,453,453,453,453,188,188,188,188,188,188,188,188,4599,4599,3382,3382,3382,346,3280,3280,5731,285,1487,1487,1848,7626,1727,1727,1727,1727,1727,2048,4261,10130,10130,10130,10130,10130,10130,10130,10130,7964,1345,1345
2030-03-26T17:00,1166,2322,2552,12307,12307,12307,12307,12307,1248,3226,11387,2036,2036,457,457,457,457,190,190,190,190,190,190,190,190,4702,4702,3481,3481,3481,349,3273,3273,5767,298,1484,1484,1870,7886,1867,1867,1867,1867,1867,2539,4426,11497,11497,11497,11497,11497,11497,11497,11497,8368,1351,1351
2030-03-26T18:00,1179,2285,2667,13935,13935,13935,13935,13935,1239,3259,11215,2295,2295,459,459,459,459,196,196,196,196,196,196,196,196,4811,4811,3528,3528,3528,362,3306,3306,5806,309,1512,1512,1922,8204,1969,1969,1969,1969,1969,2966,4543,13015,13015,13015,13015,13015,13015,13015,13015,8398,1371,1371
2030-03-26T19:00,1247,2514,2685,14116,14116,14116,14116,14116,1207,3349,11234,2379,2379,465,465,465,465,198,198,198,198,198,198,198,198,4936,4936,3489,3489,3489,353,3325,3325,6063,301,1541,1541,1989,8270,1888,1888,1888,1888,1888,2929,4592,13100,13100,13100,13100,13100,13100,13100,13100,8608,1500,1500
2030-03-26T20:00,1263,2527,2524,13792,13792,13792,13792,13792,1253,3310,11582,2142,2142,470,470,470,470,193,193,193,193,193,193,193,193,5178,5178,3297,3297,3297,320,3467,3467,6110,278,1572,1572,2046,7636,1651,1651,1651,1651,1651,2753,5010,13097,13097,13097,13097,13097,13097,13097,13097,8614,1646,1646
2030-03-26T21:00,1205,2403,2300,12950,12950,12950,12950,12950,1288,3152,11306,1938,1938,440,440,440,440,182,182,182,182,182,182,182,182,5048,5048,3012,3012,3012,268,3519,3519,5794,258,1518,1518,1971,6893,1441,1441,1441,1441,1441,2513,4695,12236,12236,12236,12236,12236,12236,12236,12236,8009,1472,1472
2030-03-26T22:00,1125,2203,2126,12253,12253,12253,12253,12253,1225,2941,10900,1879,1879,425,425,425,425,176,176,176,176,176,176,176,176,4804,4804,2767,2767,2767,243,3377,3377,5375,243,1397,1397,1847,6455,1277,1277,1277,1277,1277,2364,4164,11440,11440,11440,11440,11440,11440,11440,11440,7171,1320,1320
2030-03-26T23:00,1082,2041,1996,11934,11934,11934,11934,11934,1175,2827,10503,1867,1867,396,396,396,396,173,173,173,173,173,173,173,173,4592,4592,2568,2568,2568,219,3147,3147,4939,233,1334,1334,1731,6175,1176,1176,1176,1176,1176,2183,3712,10810,10810,10810,10810,10810,10810,10810,10810,6594,1249,1249
2030-03-27T00:00,1052,1884,1891,11419,11419,11419,11419,11419,1184,2734,10248,1858,1858,385,385,385,385,175,175,175,175,175,175,175,175,4358,4358,2421,2421,2421,202,3009,3009,4796,228,1281,1281,1582,5960,1132,1132,1132,1132,1132,1999,3324,10135,10135,10135,10135,10135,10135,10135,10135,6268,1225,1225
2030-03-27T01:00,1044,1813,1868,10778,10778,10778,10778,10778,1161,2700,10057,1856,1856,339,339,339,339,176,176,176,176,176,176,176,176,4137,4137,2334,2334,2334,194,2928,2928,4632,227,1247,1247,1524,5913,1122,1122,1122,1122,1122,1853,3145,9684,9684,9684,9684,9684,9684,9684,9684,6021,1213,1213
2030-03-27T02:00,1037,1775,1887,10409,10409,10409,10409,10409,1118,2679,9907,1855,1855,325,325,325,325,179,179,179,179,179,179,179,179,4001,4001,2343,2343,2343,197,2880,2880,4603,234,1236,1236,1495,6010,1147,1147,1147,1147,1147,1775,2995,9356,9356,9356,9356,9356,9356,9356,9356,5939,1206,1206
2030-03-27T03:00,1039,1756,2040,10424,10424,10424,10424,10424,1097,2724,9859,1856,1856,365,365,365,365,188,188,188,188,188,188,188,188,3944,3944,2453,2453,2453,206,2869,2869,4609,249,1244,1244,1462,6391,1259,1259,1259,1259,1259,1776,2910,9560,9560,9560,9560,9560,9560,9560,9560,5928,1205,1205
2030-03-27T04:00,1056,1765,2275,10954,10954,10954,10954,10954,1078,2815,9999,1863,1863,410,410,410,410,207,207,207,207,207,207,207,207,3940,3940,2740,2740,2740,233,2896,2896,4788,277,1269,1269,1458,7021,1500,1500,1500,1500,1500,1911,2905,10214,10214,10214,10214,10214,10214,10214,10214,6017,1215,1215
2030-03-27T05:00,1090,1822,2689,12212,12212,12212,12212,12212,1089,3028,10323,1873,1873,440,440,440,440,256,256,256,256,256,256,256,256,4015,4015,2989,2989,2989,258,2981,2981,5112,296,1350,1350,1506,8286,1707,1707,1707,1707,1707,2186,2969,11546,11546,11546,11546,11546,11546,11546,11546,6386,1243,1243
2030-03-27T06:00,1166,1919,2955,13556,13556,13556,13556,13556,1076,3207,10821,1875,1875,459,459,459,459,278,278,278,278,278,278,278,278,4294,4294,3216,3216,3216,286,3152,3152,5649,303,1492,1492,1577,8948,1777,1777,1777,1777,1777,2242,3191,11922,11922,11922,11922,11922,11922,11922,11922,7132,1339,1339
2030-03-27T07:00,1206,2053,2944,12479,12479,12479,12479,12479,1132,3258,11250,1880,1880,463,463,463,463,246,246,246,246,246,246,246,246,4528,4528,3381,3381,3381,305,3352,3352,5872,304,1594,1594,1695,8741,1805,1805,1805,1805,1805,1936,3407,11226,11226,11226,11226,11226,11226,11226,11226,8383,1376,1376
2030-03-27T08:00,1218,2136,2887,10726,10726,10726,10726,10726,997,3265,11333,1883,1883,463,463,463,463,220,220,220,220,220,220,220,220,4524,4524,3499,3499,3499,326,3459,3459,5989,306,1602,1602,1689,8435,1829,1829,1829,1829,1829,1568,3442,10005,10005,10005,10005,10005,10005,10005,10005,8770,1360,1360
2030-03-27T09:00,1190,2186,2806,8999,8999,8999,8999,8999,952,3268,11465,1889,1889,432,432,432,432,211,211,211,211,211,211,211,211,4452,4452,3623,3623,3623,344,3482,3482,5992,305,1580,1580,1650,8103,1838,1838,1838,1838,1838,1214,3435,8816,8816,8816,8816,8816,8816,8816,8816,8870,1345,1345
2030-03-27T10:00,1178,2277,2696,7638,7638,7638,7638,7638,936,3270,11470,1891,1891,426,426,426,426,199,199,199,199,199,199,199,199,4404,4404,3659,3659,3659,357,3488,3488,5943,302,1558,1558,1646,7892,1836,1836,1836,1836,1836,949,3477,8029,8029,8029,8029,8029,8029,8029,8029,8698,1335,1335
2030-03-27T11:00,1169,2338,2621,6999,6999,6999,6999,6999,936,3266,11454,1895,1895,440,440,440,440,190,190,190,190,190,190,190,190,4346,4346,3690,3690,3690,372,3424,3424,5920,301,1557,1557,1665,7612,1833,1833,1833,1833,1833,805,3581,7534,7534,7534,7534,7534,7534,7534,7534,8499,1318,1318
2030-03-27T12:00,1151,2342,2545,6717,6717,6717,6717,6717,917,3287,11377,1905,1905,427,427,427,427,185,185,185,185,185,185,185,185,4328,4328,3698,3698,3698,382,3477,3477,5876,299,1536,1536,1676,7399,1797,1797,1797,1797,1797,760,3669,7404,7404,7404,7404,7404,7404,7404,7404,8269,1307,1307
2030-03-27T13:00,1145,2363,2485,6834,6834,6834,6834,6834,931,3264,11341,1909,1909,426,426,426,426,180,180,180,180,180,180,180,180,4314,4314,3674,3674,3674,381,3423,3423,5854,296,1524,1524,1705,7195,1781,1781,1781,1781,1781,847,3745,7606,7606,7606,7606,7606,7606,7606,7606,8014,1307,1307
2030-03-27T14:00,1135,2357,2426,7548,7548,7548,7548,7548,957,3237,11283,1918,1918,411,411,411,411,178,178,178,178,178,178,178,178,4368,4368,3612,3612,3612,380,3378,3378,5841,291,1506,1506,1743,7159,1763,1763,1763,1763,1763,1109,3827,8127,8127,8127,8127,8127,8127,8127,8127,7823,1302,1302
2030-03-27T15:00,1141,2351,2419,8571,8571,8571,8571,8571,959,3215,11269,1934,1934,427,427,427,427,180,180,180,180,180,180,180,180,4437,4437,3525,3525,3525,372,3357,3357,5834,288,1480,1480,1770,7219,1757,1757,1757,1757,1757,1530,3905,8775,8775,8775,8775,8775,8775,8775,8775,7703,1306,1306
2030-03-27T16:00,1143,2302,2449,10370,10370,10370,10370,10370,998,3199,11300,1936,1936,441,441,441,441,179,179,179,179,179,179,179,179,4490,4490,3430,3430,3430,354,3339,3339,5847,286,1480,1480,1788,7504,1759,1759,1759,1759,1759,2065,3982,10152,10152,10152,10152,10152,10152,10152,10152,7838,1306,1306
2030-03-27T17:00,1137,2242,2495,12562,12562,12562,12562,12562,962,3194,11309,1946,1946,440,440,440,440,183,183,183,183,183,183,183,183,4606,4606,3572,3572,3572,360,3329,3329,5911,297,1472,1472,1814,7838,1874,1874,1874,1874,1874,2581,4082,11626,11626,11626,11626,11626,11626,11626,11626,8222,1309,1309
2030-03-27T18:00,1146,2205,2606,14183,14183,14183,14183,14183,1001,3251,11173,2118,2118,432,432,432,432,191,191,191,191,191,191,191,191,4692,4692,3650,3650,3650,366,3346,3346,5957,311,1474,1474,1875,8158,1943,1943,1943,1943,1943,2993,4132,13101,13101,13101,13101,13101,13101,13101,13101,8228,1316,1316
2030-03-27T19:00,1225,2406,2660,14306,14306,14306,14306,14306,1023,3339,11167,2166,2166,457,457,457,457,195,195,195,195,195,195,195,195,4786,4786,3555,3555,3555,367,3354,3354,6216,303,1527,1527,1983,8295,1881,1881,1881,1881,1881,2952,4246,13147,13147,13147,13147,13147,13147,13147,13147,8572,1422,1422
2030-03-27T20:00,1246,2456,2518,13942,13942,13942,13942,13942,1164,3281,11448,2013,2013,458,458,458,458,189,189,189,189,189,189,189,189,4998,4998,3339,3339,3339,323,3515,3515,6184,280,1566,1566,2010,7732,1645,1645,1645,1645,1645,2790,4555,13161,13161,13161,13161,13161,13161,13161,13161,8641,1557,1557
2030-03-27T21:00,1187,2330,2305,13024,13024,13024,13024,13024,1199,3133,11287,1895,1895,441,441,441,441,179,179,179,179,179,179,179,179,4928,4928,3055,3055,3055,278,3562,3562,5903,260,1505,1505,1957,6975,1427,1427,1427,1427,1427,2551,4336,12252,12252,12252,12252,12252,12252,12252,12252,8041,1434,1434
2030-03-27T22:00,1116,2174,2142,12278,12278,12278,12278,12278,1191,2911,10910,1872,1872,428,428,428,428,175,175,175,175,175,175,175,175,4731,4731,2780,2780,2780,244,3448,3448,5479,244,1400,1400,1834,6544,1265,1265,1265,1265,1265,2390,3994,11470,11470,11470,11470,11470,11470,11470,11470,7194,1310,1310
2030-03-27T23:00,1081,1998,2036,11858,11858,11858,11858,11858,1141,2804,10518,1862,1862,413,413,413,413,174,174,174,174,174,174,174,174,4557,4557,2584,2584,2584,222,3240,3240,5006,234,1325,1325,1719,6252,1164,1164,1164,1164,1164,2211,3588,10844,10844,10844,10844,10844,10844,10844,10844,6640,1240,1240
2030-03-28T00:00,1050,1856,1953,11119,11119,11119,11119,11119,1164,2738,10283,1856,1856,407,407,407,407,173,173,173,173,173,173,173,173,4298,4298,2431,2431,2431,206,3101,3101,4837,228,1276,1276,1587,6138,1125,1125,1125,1125,1125,1990,3273,9768,9768,9768,9768,9768,9768,9768,9768,6263,1221,1221
2030-03-28T01:00,1038,1804,1920,10485,10485,10485,10485,10485,1129,2688,10061,1847,1847,389,389,389,389,176,176,176,176,176,176,176,176,4086,4086,2352,2352,2352,196,3026,3026,4726,226,1243,1243,1525,6090,1105,1105,1105,1105,1105,1858,3088,9141,9141,9141,9141,9141,9141,9141,9141,6026,1214,1214
2030-03-28T02:00,1037,1754,1976,10148,10148,10148,10148,10148,1113,2696,9948,1841,1841,394,394,394,394,179,179,179,179,179,179,179,179,3984,3984,2342,2342,2342,198,3041,3041,4637,232,1222,1222,1499,6202,1131,1131,1131,1131,1131,1788,2963,8877,8877,8877,8877,8877,8877,8877,8877,5951,1204,1204
2030-03-28T03:00,1039,1721,2082,10173,10173,10173,10173,10173,1107,2725,9891,1852,1852,406,406,406,406,187,187,187,187,187,187,187,187,3911,3911,2467,2467,2467,204,3018,3018,4672,245,1225,1225,1474,6473,1233,1233,1233,1233,1233,1814,2901,8962,8962,8962,8962,8962,8962,8962,8962,5935,1203,1203
2030-03-28T04:00,1056,1740,2338,10806,10806,10806,10806,10806,1065,2825,9952,1859,1859,409,409,409,409,209,209,209,209,209,209,209,209,3897,3897,2747,2747,2747,228,3021,3021,4832,273,1271,1271,1481,7147,1469,1469,1469,1469,1469,1997,2885,9677,9677,9677,9677,9677,9677,9677,9677,5993,1212,1212
2030-03-28T05:00,1095,1779,2782,12150,12150,12150,12150,12150,1081,3054,10252,1872,1872,446,446,446,446,250,250,250,250,250,250,250,250,3994,3994,2988,2988,2988,254,3106,3106,5155,291,1349,1349,1517,8602,1676,1676,1676,1676,1676,2345,2958,10823,10823,10823,10823,10823,10823,10823,10823,6320,1238,1238
2030-03-28T06:00,1171,1861,3011,13426,13426,13426,13426,13426,1091,3224,10723,1872,1872,464,464,464,464,271,271,271,271,271,271,271,271,4259,4259,3202,3202,3202,285,3242,3242,5698,297,1481,1481,1593,9205,1774,1774,1774,1774,1774,2451,3154,11381,11381,11381,11381,11381,11381,11381,11381,6977,1324,1324
2030-03-28T07:00,1209,1979,2993,12260,12260,12260,12260,12260,1128,3292,11109,1875,1875,470,470,470,470,240,240,240,240,240,240,240,240,4496,4496,3388,3388,3388,305,3510,3510,5899,303,1577,1577,1712,8918,1814,1814,1814,1814,1814,2133,3371,10681,10681,10681,10681,10681,10681,10681,10681,7884,1369,1369
2030-03-28T08:00,1214,2067,2905,10498,10498,10498,10498,10498,1043,3307,11197,1880,1880,464,464,464,464,214,214,214,214,214,214,214,214,4506,4506,3498,3498,3498,323,3538,3538,5926,306,1580,1580,1702,8455,1853,1853,1853,1853,1853,1694,3421,9629,9629,9629,9629,9629,9629,9629,9629,8395,1348,1348
2030-03-28T09:00,1204,2115,2798,8775,8775,8775,8775,8775,1049,3296,11274,1884,1884,444,444,444,444,199,199,199,199,199,199,199,199,4444,4444,3599,3599,3599,351,3545,3545,5889,306,1580,1580,1671,7998,1864,1864,1864,1864,1864,1318,3423,8510,8510,8510,8510,8510,8510,8510,8510,8457,1336,1336
2030-03-28T10:00,1196,2159,2656,7486,7486,7486,7486,7486,1112,3295,11304,1889,1889,453,453,453,453,189,189,189,189,189,189,189,189,4360,4360,3659,3659,3659,362,3490,3490,5845,294,1580,1580,1661,7583,1862,1862,1862,1862,1862,1045,3471,7732,7732,7732,7732,7732,7732,7732,7732,8409,1327,1327
2030-03-28T11:00,1181,2202,2552,6884,6884,6884,6884,6884,1083,3274,11296,1892,1892,444,444,444,444,181,181,181,181,181,181,181,181,4307,4307,3678,3678,3678,373,3447,3447,5787,304,1554,1554,1678,7228,1863,1863,1863,1863,1863,895,3554,7304,7304,7304,7304,7304,7304,7304,7304,8259,1309,1309
2030-03-28T12:00,1175,2233,2496,6736,6736,6736,6736,6736,1124,3252,11216,1894,1894,449,449,449,449,176,176,176,176,176,176,176,176,4270,4270,3669,3669,3669,399,3404,3404,5749,302,1539,1539,1676,6965,1838,1838,1838,1838,1838,844,3596,7306,7306,7306,7306,7306,7306,7306,7306,7972,1299,1299
2030-03-28T13:00,1170,2259,2424,7003,7003,7003,7003,7003,1140,3230,11200,1907,1907,434,434,434,434,174,174,174,174,174,174,174,174,4263,4263,3647,3647,3647,399,3360,3360,5728,296,1522,1522,1693,6824,1820,1820,1820,1820,1820,939,3659,7655,7655,7655,7655,7655,7655,7655,7655,7752,1285,1285
2030-03-28T14:00,1166,2280,2365,7846,7846,7846,7846,7846,1153,3213,11152,1919,1919,412,412,412,412,173,173,173,173,173,173,173,173,4321,4321,3563,3563,3563,395,3344,3344,5712,291,1506,1506,1713,6730,1804,1804,1804,1804,1804,1185,3733,8330,8330,8330,8330,8330,8330,8330,8330,7610,1291,1291
2030-03-28T15:00,1158,2271,2351,8919,8919,8919,8919,8919,1175,3193,11127,1924,1924,422,422,422,422,172,172,172,172,172,172,172,172,4395,4395,3484,3484,3484,385,3269,3269,5747,289,1485,1485,1741,6775,1798,1798,1798,1798,1798,1591,3818,8951,8951,8951,8951,8951,8951,8951,8951,7469,1278,1278
2030-03-28T16:00,1164,2227,2383,10649,10649,10649,10649,10649,1177,3177,11136,1941,1941,447,447,447,447,173,173,173,173,173,173,173,173,4493,4493,3406,3406,3406,368,3272,3272,5786,289,1486,1486,1764,6911,1799,1799,1799,1799,1799,2110,3910,10363,10363,10363,10363,10363,10363,10363,10363,7492,1283,1283
2030-03-28T17:00,1165,2173,2422,12738,12738,12738,12738,12738,1195,3150,11132,1962,1962,438,438,438,438,174,174,174,174,174,174,174,174,4607,4607,3501,3501,3501,372,3276,3276,5880,303,1483,1483,1794,7128,1935,1935,1935,1935,1935,2598,4007,11785,11785,11785,11785,11785,11785,11785,11785,7650,1290,1290
2030-03-28T18:00,1174,2171,2516,14321,14321,14321,14321,14321,1108,3186,11012,2190,2190,449,449,449,449,178,178,178,178,178,178,178,178,4693,4693,3575,3575,3575,377,3297,3297,5926,312,1482,1482,1828,7555,2024,2024,2024,2024,2024,3032,4062,13335,13335,13335,13335,13335,13335,13335,13335,7743,1300,1300
2030-03-28T19:00,1248,2350,2567,14479,14479,14479,14479,14479,1130,3290,11014,2235,2235,445,445,445,445,181,181,181,181,181,181,181,181,4765,4765,3521,3521,3521,368,3309,3309,6125,301,1512,1512,1869,7736,1951,1951,1951,1951,1951,2998,4144,13353,13353,13353,13353,13353,13353,13353,13353,8077,1385,1385
2030-03-28T20:00,1279,2399,2437,14078,14078,14078,14078,14078,1178,3240,11256,2048,2048,445,445,445,445,178,178,178,178,178,178,178,178,4960,4960,3299,3299,3299,333,3475,3475,6139,279,1545,1545,1932,7208,1702,1702,1702,1702,1702,2817,4405,13298,13298,13298,13298,13298,13298,13298,13298,8330,1535,1535
2030-03-28T21:00,1212,2309,2231,13078,13078,13078,13078,13078,1234,3122,11154,1900,1900,426,426,426,426,173,173,173,173,173,173,173,173,4888,4888,3037,3037,3037,278,3506,3506,5872,260,1504,1504,1881,6719,1489,1489,1489,1489,1489,2548,4300,12510,12510,12510,12510,12510,12510,12510,12510,7795,1431,1431
2030-03-28T22:00,1130,2142,2064,12292,12292,12292,12292,12292,1231,2930,10814,1873,1873,431,431,431,431,167,167,167,167,167,167,167,167,4728,4728,2771,2771,2771,244,3383,3383,5463,244,1402,1402,1803,6363,1321,1321,1321,1321,1321,2369,3955,11689,11689,11689,11689,11689,11689,11689,11689,7071,1313,1313
2030-03-28T23:00,1078,1991,1914,11854,11854,11854,11854,11854,1193,2800,10472,1862,1862,410,410,410,410,163,163,163,163,163,163,163,163,4561,4561,2546,2546,2546,220,3165,3165,5034,235,1346,1346,1698,5973,1223,1223,1223,1223,1223,2181,3610,10927,10927,10927,10927,10927,10927,10927,10927,6570,1245,1245
2030-03-29T00:00,1049,1853,1849,10780,10780,10780,10780,10780,1320,2736,10208,1858,1858,402,402,402,402,166,166,166,166,166,166,166,166,4309,4309,2419,2419,2419,204,3056,3056,4854,230,1293,1293,1573,5860,1173,1173,1173,1173,1173,2018,3293,9848,9848,9848,9848,9848,9848,9848,9848,6242,1225,1225
2030-03-29T01:00,1035,1783,1819,10177,10177,10177,10177,10177,1221,2698,10007,1851,1851,312,312,312,312,168,168,168,168,168,168,168,168,4092,4092,2318,2318,2318,195,3051,3051,4718,229,1274,1274,1519,5804,1159,1159,1159,1159,1159,1882,3099,9214,9214,9214,9214,9214,9214,9214,9214,5972,1213,1213
2030-03-29T02:00,1024,1731,1839,9914,9914,9914,9914,9914,1190,2675,9866,1843,1843,373,373,373,373,172,172,172,172,172,172,172,172,3970,3970,2319,2319,2319,195,2974,2974,4627,235,1267,1267,1480,5883,1191,1191,1191,1191,1191,1796,2964,8936,8936,8936,8936,8936,8936,8936,8936,5917,1205,1205
2030-03-29T03:00,1028,1702,1952,10026,10026,10026,10026,10026,1165,2716,9832,1849,1849,391,391,391,391,177,177,177,177,177,177,177,177,3900,3900,2441,2441,2441,202,2967,2967,4638,248,1273,1273,1442,6250,1307,1307,1307,1307,1307,1783,2890,8895,8895,8895,8895,8895,8895,8895,8895,5876,1205,1205
2030-03-29T04:00,1043,1700,2166,10748,10748,10748,10748,10748,1147,2784,9927,1859,1859,398,398,398,398,193,193,193,193,193,193,193,193,3888,3888,2696,2696,2696,225,2971,2971,4806,275,1307,1307,1455,6749,1536,1536,1536,1536,1536,1890,2868,9472,9472,9472,9472,9472,9472,9472,9472,5947,1214,1214
2030-03-29T05:00,1085,1753,2479,12238,12238,12238,12238,12238,1145,2933,10202,1868,1868,417,417,417,417,215,215,215,215,215,215,215,215,3953,3953,2930,2930,2930,250,3070,3070,5088,294,1353,1353,1497,7710,1724,1724,1724,1724,1724,2114,2914,10432,10432,10432,10432,10432,10432,10432,10432,6195,1233,1233
2030-03-29T06:00,1155,1793,2708,13442,13442,13442,13442,13442,1153,3107,10541,1871,1871,448,448,448,448,236,236,236,236,236,236,236,236,4185,4185,3163,3163,3163,273,3191,3191,5558,301,1462,1462,1555,8467,1806,1806,1806,1806,1806,2123,3082,10752,10752,10752,10752,10752,10752,10752,10752,6773,1302,1302
2030-03-29T07:00,1189,1863,2802,12229,12229,12229,12229,12229,1198,3178,10858,1872,1872,442,442,442,442,226,226,226,226,226,226,226,226,4413,4413,3340,3340,3340,299,3439,3439,5750,302,1556,1556,1645,8547,1831,1831,1831,1831,1831,1816,3261,10160,10160,10160,10160,10160,10160,10160,10160,7519,1325,1325
2030-03-29T08:00,1214,1986,2781,10532,10532,10532,10532,10532,1076,3185,11022,1879,1879,441,441,441,441,216,216,216,216,216,216,216,216,4431,4431,3454,3454,3454,322,3457,3457,5832,303,1569,1569,1637,8321,1845,1845,1845,1845,1845,1424,3310,8986,8986,8986,8986,8986,8986,8986,8986,8000,1341,1341
2030-03-29T09:00,1200,2045,2737,8884,8884,8884,8884,8884,1053,3181,11157,1882,1882,453,453,453,453,204,204,204,204,204,204,204,204,4363,4363,3556,3556,3556,343,3471,3471,5875,301,1567,1567,1612,7986,1816,1816,1816,1816,1816,1052,3366,7912,7912,7912,7912,7912,7912,7912,7912,8189,1333,1333
2030-03-29T10:00,1181,2111,2626,7532,7532,7532,7532,7532,1111,3156,11206,1885,1885,450,450,450,450,198,198,198,198,198,198,198,198,4277,4277,3589,3589,3589,355,3449,3449,5859,297,1554,1554,1612,7650,1794,1794,1794,1794,1794,796,3458,7153,7153,7153,7153,7153,7153,7153,7153,8133,1318,1318
2030-03-29T11:00,1172,2155,2536,6830,6830,6830,6830,6830,980,3111,11206,1890,1890,442,442,442,442,190,190,190,190,190,190,190,190,4247,4247,3601,3601,3601,366,3414,3414,5799,296,1539,1539,1647,7305,1776,1776,1776,1776,1776,629,3571,6643,6643,6643,6643,6643,6643,6643,6643,7907,1301,1301
2030-03-29T12:00,1154,2173,2488,6618,6618,6618,6618,6618,984,3104,11156,1897,1897,425,425,425,425,186,186,186,186,186,186,186,186,4236,4236,3575,3575,3575,376,3395,3395,5761,294,1511,1511,1678,7086,1729,1729,1729,1729,1729,562,3648,6534,6534,6534,6534,6534,6534,6534,6534,7735,1289,1289
2030-03-29T13:00,1145,2192,2420,6722,6722,6722,6722,6722,1111,3097,11083,1914,1914,429,429,429,429,177,177,177,177,177,177,177,177,4262,4262,3536,3536,3536,378,3358,3358,5732,288,1478,1478,1701,6935,1697,1697,1697,1697,1697,648,3735,6773,6773,6773,6773,6773,6773,6773,6773,7546,1279,1279
2030-03-29T14:00,1139,2200,2365,7410,7410,7410,7410,7410,1117,3078,11056,1936,1936,417,417,417,417,177,177,177,177,177,177,177,177,4340,4340,3483,3483,3483,377,3340,3340,5678,283,1461,1461,1741,6851,1677,1677,1677,1677,1677,919,3832,7408,7408,7408,7408,7408,7408,7408,7408,7322,1273,1273
2030-03-29T15:00,1136,2181,2362,8512,8512,8512,8512,8512,1122,3066,11001,1952,1952,433,433,433,433,178,178,178,178,178,178,178,178,4446,4446,3405,3405,3405,368,3296,3296,5597,279,1451,1451,1775,6888,1665,1665,1665,1665,1665,1358,3954,8069,8069,8069,8069,8069,8069,8069,8069,7205,1268,1268
2030-03-29T16:00,1131,2157,2384,10454,10454,10454,10454,10454,1159,3063,11000,1968,1968,414,414,414,414,178,178,178,178,178,178,178,178,4565,4565,3298,3298,3298,349,3299,3299,5619,276,1431,1431,1806,6960,1666,1666,1666,1666,1666,1915,4115,9566,9566,9566,9566,9566,9566,9566,9566,7292,1268,1268
2030-03-29T17:00,1131,2097,2398,12552,12552,12552,12552,12552,1171,3060,10965,1979,1979,404,404,404,404,180,180,180,180,180,180,180,180,4662,4662,3380,3380,3380,356,3280,3280,5653,287,1413,1413,1849,7071,1741,1741,1741,1741,1741,2436,4271,11104,11104,11104,11104,11104,11104,11104,11104,7541,1275,1275
2030-03-29T18:00,1136,2093,2451,14112,14112,14112,14112,14112,1102,3084,10824,2169,2169,425,425,425,425,181,181,181,181,181,181,181,181,4767,4767,3420,3420,3420,357,3310,3310,5680,296,1410,1410,1901,7321,1861,1861,1861,1861,1861,2888,4318,12600,12600,12600,12600,12600,12600,12600,12600,7576,1278,1278
2030-03-29T19:00,1198,2258,2474,14258,14258,14258,14258,14258,1136,3165,10787,2176,2176,446,446,446,446,184,184,184,184,184,184,184,184,4826,4826,3382,3382,3382,352,3301,3301,5881,289,1433,1433,1925,7404,1796,1796,1796,1796,1796,2860,4296,12646,12646,12646,12646,12646,12646,12646,12646,7723,1346,1346
2030-03-29T20:00,1221,2299,2340,13795,13795,13795,13795,13795,1186,3145,11093,2027,2027,447,447,447,447,179,179,179,179,179,179,179,179,4962,4962,3194,3194,3194,317,3404,3404,5971,273,1478,1478,1975,7011,1630,1630,1630,1630,1630,2721,4413,12755,12755,12755,12755,12755,12755,12755,12755,7772,1462,1462
2030-03-29T21:00,1177,2194,2192,12672,12672,12672,12672,12672,1262,3069,10994,1905,1905,414,414,414,414,174,174,174,174,174,174,174,174,4845,4845,2994,2994,2994,281,3484,3484,5758,256,1455,1455,1903,6661,1456,1456,1456,1456,1456,2495,4190,11992,11992,11992,11992,11992,11992,11992,11992,7385,1397,1397
2030-03-29T22:00,1116,2079,2029,11987,11987,11987,11987,11987,1218,2881,10740,1877,1877,417,417,417,417,171,171,171,171,171,171,171,171,4713,4713,2763,2763,2763,244,3386,3386,5419,241,1376,1376,1820,6246,1304,1304,1304,1304,1304,2347,3929,11331,11331,11331,11331,11331,11331,11331,11331,6943,1311,1311
2030-03-29T23:00,1074,1921,1854,11518,11518,11518,11518,11518,1204,2755,10427,1868,1868,403,403,403,403,169,169,169,169,169,169,169,169,4570,4570,2576,2576,2576,218,3207,3207,5012,229,1318,1318,1740,5894,1195,1195,1195,1195,1195,2142,3629,10507,10507,10507,10507,10507,10507,10507,10507,6426,1251,1251
2030-03-30T00:00,1042,1811,1792,11124,11124,11124,11124,11124,1345,2663,10150,1859,1859,390,390,390,390,168,168,168,168,168,168,168,168,4335,4335,2424,2424,2424,202,3103,3103,4823,222,1257,1257,1610,5723,1138,1138,1138,1138,1138,1980,3311,10114,10114,10114,10114,10114,10114,10114,10114,6087,1225,1225
