Month,Day,Period,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,1,12,1800.5,1704.3,1686.5,1765.8,1738.6,1843.5,1834.8,1852.1,1710.9,1768.7,1872.8,1731.5,1767.5,1893,1701.8,1843,1663.4,1786.5,1782.7,1603.5,1642.3,1769.9,1737.7,1664.2,1691.1
1,1,13,1810.8,1742.6,1687.7,1775.2,1796.3,1800,1830.6,1861.6,1733.5,1774.8,1861.1,1727.7,1781,1885.9,1712.9,1834.3,1675.7,1789.7,1770.3,1611.7,1655.1,1771.9,1724,1679.4,1694.7
1,1,14,1791.2,1720.1,1653.2,1758.5,1780,1797.8,1791.6,1826.3,1715.2,1732.5,1830.8,1694.5,1745.3,1839.5,1684.2,1789.9,1651.1,1756,1737.5,1598.3,1627.2,1741.2,1678,1651.1,1680.5
1,1,15,1792,1724.3,1658.6,1754.9,1785.4,1777.6,1779.7,1832.1,1726.8,1728,1816,1688.4,1739.2,1833.3,1682.6,1779.7,1650.8,1760.2,1714.8,1614,1646.3,1765.6,1686.7,1657.8,1686.7
1,1,16,1807.4,1753.7,1686.4,1759.9,1809.4,1775.2,1769,1854.5,1752,1738.4,1828.4,1700,1758.2,1874.7,1695.9,1796.2,1660.4,1764.8,1754.5,1651.7,1677.7,1795.4,1742.5,1676.5,1721.1
1,1,17,1945.2,1838.2,1753.6,1816.8,1901,1816.8,1799.8,1915.1,1870,1853.5,1955.5,1767.6,1879.1,2037.7,1796.1,1929.9,1763.1,1896.9,1882,1762.2,1784.5,1947.7,1876.2,1710.2,1862.6
1,1,18,2085,1978.8,1937.9,1990.4,2051.1,2008.5,1988.7,2077.1,1990.8,2053.2,2187,1952,2077.9,2237.8,1983.4,2125,1922.6,2108.5,2071.7,1918.5,1938.3,2115.9,2010.2,1859.9,1991.6
1,1,19,2070.4,1977.4,1940.7,1999.7,2017.1,2077.4,2076.6,2108.8,1985.3,2062.5,2199.2,1938.6,2079.9,2252.5,1977.8,2151.3,1927,2129.8,2100.1,1932.4,1933.2,2144.7,2021.6,1935.3,1967.5
1,1,20,2037.5,1919,1909.9,1962.8,1973.1,2050.7,2066.8,2072.2,1951.2,2028.4,2173.4,1900,2052.4,2238.6,1953.3,2135.8,1895,2132.5,2101.1,1883.9,1901.6,2133.7,1984.7,1926.4,1952
1,1,21,2004.8,1872.2,1872.2,1904.4,1914.7,2017.2,2041.1,2020.9,1905.2,1985.3,2133.2,1875.1,2015.9,2214.6,1923,2104.7,1857.7,2115,2054.7,1861,1858.1,2105.5,1964.7,1887.1,1909.8
1,1,22,1931.1,1807.2,1822.4,1833.6,1844.3,1944.3,1978.1,1967,1851.8,1933.5,2057.9,1838.1,1979,2171.4,1891.8,2072.3,1811.3,2091.7,2009.1,1820.8,1823.3,2078.9,1891.4,1839.4,1856.7
1,1,23,1897.9,1810.8,1833.5,1809.1,1808.7,1915.3,1980.9,1971.8,1831.4,1924.8,2086.7,1913.2,1994.1,2185.4,1905.4,2086.2,1817.8,2094.5,1991.7,1821.1,1812.4,2071,1879.3,1820.7,1845.5
1,1,24,1791.3,1747.6,1761.6,1722,1726.5,1821.5,1894.6,1895.8,1755.4,1839.7,2010.2,1857.4,1926,2108.9,1841.3,2019.3,1756.6,2013.9,1934.2,1763.3,1740.1,1997,1816.5,1758.7,1778.9
