Month,Day,Period,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,3,8,2544.7,2687.9,2770.1,2493.1,2881.1,2710.3,2646.3,2552.4,2660.9,2793,2908.1,2463.7,2617.5,2933.3,2694.4,2842.9,2662.7,2759,2570.5,2683.3,2691.5,3031.3,2740.2,2472.5,2924.5
1,3,9,2491.6,2595.5,2709.4,2474,2758.1,2596.1,2592.5,2461.6,2582.6,2702.3,2794.5,2425.3,2517.4,2890.2,2570.2,2737,2565.5,2633.1,2516.8,2593.7,2623.1,2836.7,2636,2445.8,2870.8
1,3,10,2533.9,2612,2744.1,2542.7,2731.8,2599.7,2551,2475.2,2616.1,2706.5,2813.3,2482.3,2542.2,2919.6,2565.6,2744.1,2561.5,2639,2565.6,2627.9,2660.1,2755.8,2589.1,2530.4,2917.2
1,3,11,2549,2628.9,2776.2,2583.7,2724,2550.8,2637.7,2460.4,2623,2692.3,2807.9,2532.6,2550.2,2959.3,2603,2731,2569,2621.2,2559,2624.2,2561.4,2724,2540.8,2563.7,2947
1,3,12,2543.1,2622.9,2750.3,2601.2,2695.1,2539.5,2646.4,2444.5,2621.7,2680.4,2803.7,2536,2537.2,2936.4,2606.5,2710.9,2573.6,2573,2557.7,2629.9,2526,2675.1,2527.2,2568.9,2921.7
1,3,13,2553.2,2605.4,2774.5,2628.3,2687.6,2535,2672.9,2464.6,2626,2633,2793.3,2506.2,2528.5,2899.5,2609,2699.9,2589.6,2544.4,2580.8,2609.5,2540.9,2649.5,2546.1,2571.4,2901.9
1,3,14,2515.3,2556.4,2735.4,2616.8,2642.7,2471.3,2620.9,2453.6,2589.2,2325.7,2755.9,2399.1,2490.6,2828.7,2579.8,2645.6,2543.5,2488.9,2516.5,2559.3,2534.6,2611.5,2517,2575.2,2835.2
1,3,15,2499.8,2526.2,2721.1,2591.4,2607.2,2442.9,2579,2458.7,2563.8,2610.7,2736.4,2526.8,2457.5,2789.2,2549.1,2612.5,2521.5,2481,2499.8,2539.7,2526.8,2601.3,2511.5,2564.4,2809.7
1,3,16,2521.5,2560.2,2781.5,2643.6,2627.7,2481.6,2613,2579.6,2584.9,2632.4,2801.5,2592.5,2504.4,2815.6,2583.1,2648.8,2566.1,2531.4,2568.4,2619.5,2588.4,2658.2,2611.3,2646.5,2836.1
1,3,17,2551.6,2690.8,2859.2,2820.5,2712.5,2663.2,2706.6,2791.1,2746.5,2779.4,2997.8,2773.5,2683.1,3014.8,2726,2804.6,2718.9,2709.5,2743,2790.6,2757.1,2858.6,2760,2782.9,3096.4
1,3,18,2709.4,2986.4,3148.4,2989.9,2992.3,2857.3,3007.6,2987.6,3009.9,3061,3200.1,3051.6,2974.1,3277,2980.6,3099.1,2925.4,2965.9,2960.6,3022.2,2945.9,3112,2981.7,2984.1,3373.8
1,3,19,2843,2998.5,3245.1,2968,3064.3,2853,3072.5,2979.2,3026.1,3095.4,3226.9,3069.6,2998,3299.1,2996.8,3133,2942.2,2923.4,2995,3015.6,2942.8,3135.3,2951,2945.7,3399.5
1,3,20,2774.2,2956.7,3184.5,2887.5,3005.4,2785.3,3050.6,2926.2,2952.6,3037.7,3145.7,3012.5,2949.1,3236.7,2933.2,3094.1,2865.7,2946.7,2920.3,2954.4,2887.5,3093.5,2908.6,2879.8,3345.9
1,3,21,2702,2893.4,3088.8,2825.9,2945,2696.7,2963.8,2861.7,2872.2,2966.2,3058.3,2953.2,2875.2,3189.8,2852.3,3038.4,2796.5,2909.2,2822.3,2873.4,2791.8,3040.7,2844.1,2780.7,3281.4
1,3,22,2623.9,2821.7,2970.8,2713.7,2852.8,2618,2891.5,2775.9,2750.1,2859.3,2933.8,2876.9,2780,3076.5,2756.5,2962.6,2716,2849.9,2713.7,2753.6,2666.1,2947.3,2774.7,2690.8,3159.2
1,3,23,2636,2838.6,2933.1,2711.8,2853.8,2628.4,2887.3,2792.8,2717.1,2860.9,2914.9,2922.5,2811,3025.8,2749.9,2981.8,2744.6,2866.7,2700.6,2738.8,2684.2,2951.9,2773.4,2708.8,3129.1
1,3,24,2524.9,2729.2,2790.8,2574.8,2739.2,2519.1,2786.1,2719.8,2582.4,2740.9,2794.4,2839.6,2707.5,2878.9,2622.9,2890.6,2637,2771.5,2599.5,2612.4,2553.1,2839,2699.8,2589.5,2976.9
1,4,1,2638.8,2321.3,2663.5,2660.5,2637.6,2357.1,3039.7,2544.3,2503.2,2642.9,2695.8,2750.4,2611.8,2778.5,2562.5,2800.8,2547.2,2698.7,2515.6,2534.9,2465.7,2783.8,2601.8,2542.6,2790.9
1,4,2,2584.2,2267.2,2634.7,2603,2594.8,2304.8,2981.6,2500.3,2451.5,2609.4,2649.9,2700.4,2581.3,2740.9,2514.9,2764.4,2499.7,2649.9,2460.3,2468.6,2422.2,2728.6,2541.9,2509.1,2748
1,4,3,2563.3,2240.4,2633.1,2590.3,2580.9,2280.3,2951.3,2472.3,2440.6,2594.4,2624.9,2688.9,2560.3,2730.6,2501.1,2737.6,2473.5,2625.5,2425.9,2452.3,2403.6,2707.1,2502.2,2498.7,2737.6
1,4,4,2567.1,2233.1,2644,2571.2,2596.4,2240.1,2951.6,2477.3,2431.5,2615.2,2625.8,2685.6,2582.9,2745.5,2511.9,2748.5,2453.2,2608.7,2415.6,2461.4,2396.3,2705,2515.4,2507.2,2749
1,4,5,2579.2,2271.6,2676.1,2602.1,2652,2254,2970.7,2519.9,2479.4,2670.8,2643.2,2715.4,2647.9,2799.9,2556.3,2783.5,2481.2,2639.1,2450.1,2501.1,2437.7,2750,2543.4,2561.6,2816.9
1,4,6,2615.6,2369.6,2797.5,2675.4,2779.9,2312.1,3007.7,2617.9,2596.2,2785.2,2726.5,2755.3,2756.4,2907.3,2657.2,2867.4,2514.6,2669,2555.1,2578.6,2535.1,2883.8,2595.6,2667.8,2974.2
1,4,7,2656.5,2496.9,2953.5,2712.3,2914.8,2354.2,3030.4,2744,2741.1,2896,2807.4,2787.4,2881.3,3028.7,2771,2948.8,2555,2714,2684.7,2728.1,2643,3014,2681.2,2746.3,3110.9
1,4,8,2629.9,2469.7,2933.4,2705.1,2857.7,2359.3,2937.5,2691.6,2735.6,2863,2772,2737.9,2843.6,2989.2,2733.2,2901.7,2518.4,2671.6,2729.7,2718,2629.9,2981.5,2624.6,2716.8,3059
1,4,9,2524.2,2388.6,2796,2653.4,2737.3,2333.5,2860,2558.9,2640.5,2754.9,2700.3,2659.2,2732.6,2854.1,2630.5,2792.5,2436.8,2538.9,2649.3,2621.1,2500.2,2838.9,2487.8,2637.5,2911.1
1,4,10,2525.8,2405.4,2744.7,2675.4,2717.1,2385.5,2856.8,2535.1,2665.5,2755.9,2754.7,2684.2,2713,2803.4,2666,2768.8,2460,2543.4,2705.4,2630.2,2492.9,2733,2481.7,2646.7,2849.8
1,4,11,2485.9,2424.2,2677.8,2690.2,2694.3,2448.3,2845.1,2507,2629.1,2701.9,2753.6,2699.5,2712.5,2772.9,2619.7,2764.1,2467.7,2534.6,2719.5,2632.6,2499.4,2670.2,2478.3,2641.4,2799.9
1,4,12,2487.9,2451.5,2661.7,2691,2664.6,2486.1,2811.3,2495.5,2629.4,2711,2770.8,2691,2698.6,2728,2618.8,2733.9,2475,2535.4,2715.1,2583.6,2504.9,2633.5,2439.2,2641.7,2759.7
1,4,13,2474.2,2448.4,2693.8,2692.6,2658.5,2516.5,2783,2486,2659.1,2715.5,2783.6,2682,2699,2712.5,2643.3,2720.8,2488.3,2537,2731.3,2589.9,2530,2592.2,2465.4,2649.2,2746
1,4,14,2431.9,2414.3,2651.5,2623.3,2593.4,2477.1,2701.9,2493,2597.5,2650.9,2736.6,2606.9,2617.4,2619.2,2603.3,2647.9,2430.8,2498.8,2665,2518.2,2483.6,2534.1,2396.7,2586.3,2658.5
1,4,15,2437.8,2427.8,2657.4,2634.5,2589.3,2481.8,2688.5,2567,2613.3,2638,2740.1,2600.4,2611.6,2632.1,2616.3,2630.9,2454.3,2538.8,2697.9,2562.3,2486.5,2559.9,2450.7,2594.5,2695.5
1,4,16,2447.9,2457.9,2659.8,2653.9,2592.9,2544.2,2683.9,2630.4,2611.7,2628.7,2752,2614.6,2600.5,2635.7,2604,2630.4,2479.6,2538.3,2696.8,2599.3,2512.5,2606.4,2511.3,2569.4,2652.2
1,4,17,2574.4,2521,2812.7,2846.8,2697.7,2730,2857.3,2764,2676.5,2772.2,2938.3,2783.4,2757,2813.3,2728.2,2778.7,2623.1,2704.1,2842.1,2758.1,2662.5,2768.7,2665.4,2617.8,2879.6
1,4,18,2857.6,2731.4,3084.8,3102.4,2977.9,2828.2,3212.7,2965,3016.1,3037.8,2698.5,3135.2,3072.4,3130.6,2991.4,3068.9,2840,2954.5,3046.6,2988.5,2905.1,3006.1,2872.3,2876.4,3202.8
1,4,19,2863.4,2790.6,3108.8,3109.9,2993.1,2780.6,3232.6,3019,3020.7,3034.2,3092.3,3172.2,3090.6,3162.2,2983.1,3090.6,2830.5,2967.9,3043.6,2976.1,2874,3008.4,2855.8,3004.3,3223.8
1,4,20,2859.6,2751,3080.3,3070.3,2950,2717.5,3235.3,3033.3,2969.4,3009.9,3031,3156.6,3057.4,3164.2,2952.9,3075.6,2807.4,2911.3,2990.5,2928.9,2843.2,2995.8,2835.5,2957,3207.1
1,4,21,2781.2,2662,3006.6,2966.6,2859.2,2616.8,3179.7,2982.5,2882.1,2877.4,2932.6,3077.6,2978.4,3107.5,2863.3,3014.2,2727.7,2839.3,2893.3,2820.5,2755.3,2925,2767.1,2858.6,3139.8
1,4,22,2693.7,2532.8,2895.6,2871,2785.3,2549.3,3100.5,2865.1,2762.4,2755.9,2851,2994.2,2876.8,3017.7,2792.3,2971.9,2680.8,2756.5,2751.2,2714.2,2670.2,2878,2706,2729.5,3048.8
1,4,23,2728.3,2545.1,2872.1,2865,2806.3,2571.5,3106.9,2864.4,2734.1,2771.1,2876.2,2998.9,2880.9,3007.7,2798.1,2923.7,2723.6,2796.4,2742.3,2709.5,2679,2900.3,2737.7,2731.8,3020
1,4,24,2639.4,2416.9,2729.8,2728,2672.8,2451.5,2981.6,2729.8,2593.6,2637.6,2774.4,2888.8,2748.6,2866.5,2686.3,2825.5,2632.3,2676.4,2595.9,2584.8,2554.8,2812.5,2661.1,2621.2,2809.6
1,5,1,2549.3,2800,2646.2,2480.1,2825.8,2397.9,2905.6,2673.8,2492.4,2537.6,2666.1,2822.3,2652.1,2777.1,2598.1,2822.9,2553.4,2596.9,2511.2,2488.9,2458.4,2725.4,2579.3,2442.5,2552.3
1,5,2,2507.2,2732.6,2593.5,2420.9,2763.7,2355.2,2879.9,2619.3,2440.9,2497.8,2587,2777.8,2604.1,2730.3,2551.2,2776,2510.7,2544.2,2448.5,2424.4,2407.4,2648.7,2530.7,2394.5,2506.6
