Curtailment,Petroleum,Other,Wind,Biopower,Storage,Geothermal,PV,Natural gas,Hydropower
0.0,0.0,7.5,249.617606,15.2,820.4405056880214,282.25,0.0,2782.401888311979,93.0
3.552713678800501e-14,0.0,7.5,306.47763799999996,15.2,260.75047368802234,282.25,500.0,2782.401888311979,93.0
0.0,0.0,7.5,349.1570600000001,15.2,8.911051688021853,282.25,538.98,2782.401888311978,93.0
0.0,0.0,7.5,399.150478,15.2,0.0,282.25,640.37,2589.029522,93.0
-5.684341886080802e-14,0.0,7.5,491.29422600000004,15.2,0.0,282.25,548.48,2521.145774,93.0
0.0,0.0,7.5,474.47625400000004,15.2,0.0,282.25,510.47,2521.1437459999997,93.0
5.684341886080802e-14,0.0,7.5,623.636146,15.2,0.0,282.25,372.5799999999999,2521.143854,93.0
0.0,0.0,7.5,626.0614539999999,15.2,196.63665768802196,282.25,0.0,2782.401888311978,93.0
0.0,0.0,7.5,743.0529280000001,15.2,242.26518368802164,282.25,0.0,2782.401888311978,93.0
-1.4210854715202004e-14,0.0,7.5,798.8477680000001,15.2,479.03034368802173,282.25,0.0,2782.401888311978,93.0
-1.461053500406706e-13,0.0,7.5,872.99802,15.2,0.0,282.25,998.8423261100202,2219.06965388998,93.0
-3.6770586575585185e-13,0.0,7.5,902.9337160000001,15.2,0.0,282.25,3467.7572215067607,750.175289127533,93.0
-1.4210854715202004e-13,0.0,7.5,814.03386,15.2,0.0,282.25,3962.6869815005007,750.175289127533,93.0
-1.1368683772161603e-13,0.0,7.5,811.357322,15.2,0.0,282.25,3828.8853047380403,750.1752891275326,93.0
0.0012000720001132947,0.0,7.5,867.9954200000001,15.2,0.0,282.25,3069.9899504645605,750.175289127533,93.0
-5.684341886080802e-14,0.0,7.5,832.0902320000001,15.2,0.0,282.25,2640.2981428762405,750.175289127533,93.0
-4.929390229335695e-14,0.0,7.5,897.5951360000001,15.2,0.0,282.25,2533.4016793408005,750.175289127533,93.0
1.2079226507921703e-13,0.0,7.5,813.0665180000001,15.2,0.0,282.25,3131.11252257116,750.175289127533,93.0
2.0605739337042905e-13,0.0,7.5,780.168292,15.2,0.0,282.25,1972.9259289588992,922.2657790411004,93.0
2.373101715136272e-14,0.0,7.5,549.7479159999999,15.2,562.138533382588,282.25,44.94914561221998,2871.5244050051924,93.0
0.0,0.0,7.5,208.20989400000002,15.2,1246.1057009948076,282.25,0.0,2871.5244050051924,93.0
0.0,0.0,7.5,141.448576,15.2,1297.9370189948074,282.25,0.0,2871.5244050051924,93.0
0.0,0.0,7.5,169.411808,15.2,1154.7537869948076,282.25,0.0,2871.5244050051924,93.0
0.0,0.0,7.5,109.649094,15.2,1100.0265009948087,282.25,0.0,2871.5244050051924,93.0
0.0,0.0,7.5,168.316954,15.2,512.2586409948082,282.25,356.76,2871.5244050051924,93.0
-1.4210854715202004e-14,0.0,7.5,179.69295400000001,15.2,127.84264099480777,282.25,700.0,2871.5244050051924,93.0
0.0,0.0,7.5,27.598216,15.2,0.0,282.25,877.9,2834.0917840000006,93.0
0.0,0.0,7.5,17.499946,15.2,0.0,282.25,864.0400000000001,2721.250054,93.0
0.0,0.0,7.5,70.47662000000001,15.2,0.0,282.25,813.37,2655.9317834564445,93.0
0.0,0.0,7.5,116.91512,15.2,0.0,282.25,717.92,2655.9317834564445,93.0
0.0,0.0,7.5,95.32376,15.2,0.0,282.25,700.0,2696.68624,93.0
0.0,0.0,7.5,84.439134,15.2,175.12646099480725,282.25,424.7,2871.5244050051924,93.0
0.0,0.0,7.5,89.273594,15.2,771.9820009948073,282.25,0.0,2871.5244050051924,93.0
0.0,0.0,7.5,62.879599999999996,15.2,1076.3459949948076,282.25,0.0,2871.5244050051924,93.0
1.1546319456101628e-14,0.0,7.5,58.928799999999995,15.2,0.0,282.25,1366.3462428456799,2672.63495715432,93.0
-9.992007221626409e-14,0.0,7.5,58.11008,15.2,0.0,282.25,2762.87086931772,998.9190506822799,93.0
1.5712431356007528e-13,0.0,7.5,87.330292,15.2,0.0,282.25,3672.7587741432803,833.0,93.0
3.6859404417555197e-13,0.0,7.5,120.387724,13.822814229034407,0.0,282.25,4342.0103652467,833.0,93.0
-1.5631940186722204e-13,0.0,0.0,263.27221199999997,6.08,0.0,248.06857846563898,4499.85920953436,833.0,93.0
20.401333058819265,0.0,0.0,206.45929800000002,6.08,0.0,191.95000000000002,4594.660702,833.0,93.0
-8.526512829121202e-14,0.0,7.5,286.07536600000003,15.2,0.0,282.25,3681.69808871338,833.0,93.0
-5.684341886080802e-14,0.0,7.5,212.805364,15.2,0.0,282.25,3148.3622425584,833.0,93.0
1.545430450278218e-13,0.0,7.5,335.390168,15.2,0.0,282.25,1711.04481509008,1643.3250169099201,93.0
-5.662137425588298e-15,0.0,7.5,223.819992,15.2,1133.2810478227304,282.25,16.304170328500003,2642.7247898487703,93.0
0.0,0.0,7.5,319.25890599999997,15.2,1362.6563041512302,282.25,0.0,2642.7247898487703,93.0
0.0,0.0,7.5,426.558834,15.2,1231.35637615123,282.25,0.0,2642.7247898487703,93.0
0.0,0.0,7.5,441.80278,15.2,1094.9124301512293,282.25,0.0,2642.7247898487703,93.0
0.0,0.0,7.5,346.157754,15.2,1059.8674561512298,282.25,0.0,2642.7247898487703,93.0
0.0,0.0,7.5,305.4468,15.2,438.09841015122936,282.25,500.0,2642.7247898487703,93.0
0.0,0.0,7.5,261.654276,15.2,279.45093415122915,282.25,700.0,2642.7247898487703,93.0
0.0,0.0,7.5,295.51594,15.2,0.0,282.25,864.0699999999999,2541.25406,93.0
0.0,0.0,7.5,613.28047,15.2,0.0,282.25,543.5,2412.0295300000007,93.0
0.0,0.0,7.5,510.03159000000005,15.2,0.0,282.25,557.6,2410.466614401729,93.0
-5.684341886080802e-14,0.0,7.5,281.94815000000006,15.2,0.0,282.25,700.0,2410.4666144017297,93.0
2.842170943040401e-14,0.0,7.5,251.43149,15.2,0.0,282.25,680.61,2452.3485100000003,93.0
0.0,0.0,7.5,349.03176,15.2,416.92345015122976,282.25,0.0,2642.7247898487703,93.0
3.4416913763379853e-15,0.0,7.5,399.550736,15.2,447.5444741512301,282.25,0.0,2642.7247898487703,93.0
0.0,0.0,7.5,386.799858,15.2,580.09535215123,282.25,0.0,2642.7247898487703,93.0
-9.769962616701378e-15,0.0,7.5,193.482876,15.2,0.0,282.25,1151.3105977831399,2274.1465262168604,93.0
88.15230351199816,0.0,0.0,162.9513,6.08,0.0,191.95000000000002,3919.5827886375014,201.0,93.0
1.7053025658242404e-13,0.0,0.0,214.015128,6.08,0.0,282.25,4588.147510363079,201.0,93.0
-5.684341886080801e-13,0.0,0.0,184.08821999999998,6.08,0.0,282.25,4351.055984701321,201.0,93.0
64.48848665194627,0.0,0.0,185.450452,6.08,0.0,191.95000000000002,4058.61850253022,201.0,83.20046342005375
296.9082504798678,0.0,0.0,112.35504,6.08,0.0,191.95000000000002,3954.0714178559324,201.0,93.0
4.5773021992629666,0.0,0.0,104.98263400000008,6.08,0.0,249.55,4463.774799503098,201.0,93.0
224.0832144438519,0.0,0.0,69.00243,6.08,0.0,191.95000000000002,4306.724359879588,201.0,93.0
-4.1744385725905886e-14,0.0,7.5,58.09228400000001,15.2,0.0,282.25,2856.7373015343596,477.9604144656396,93.0
5.88418203051333e-15,0.0,7.5,14.703647999999998,15.2,919.796680226258,282.25,92.53400384394,2690.195667929802,93.0
0.0,0.0,7.5,18.486332000000004,15.2,1318.268000070199,282.25,0.0,2690.195667929802,93.0
3.1086244689504383e-15,0.0,7.5,20.129108,15.2,1288.4352240701978,282.25,0.0,2690.195667929802,93.0
-7.993605777301127e-15,0.0,7.5,14.743068000000008,15.2,1260.9312640701983,282.25,0.0,2690.195667929802,93.0
1.4210854715202004e-14,0.0,7.5,14.169231999999987,15.2,1129.1151000701977,282.25,0.0,2690.195667929802,93.0
4.263256414560601e-14,0.0,7.5,23.520991999999957,15.2,515.6933400701984,282.25,500.0,2690.195667929802,93.0
-5.684341886080802e-14,0.0,7.5,34.81827600000006,15.2,80.92605607019817,282.25,906.16,2690.195667929802,93.0
-5.1514348342607263e-14,0.0,7.5,58.70391399999994,15.2,43.48041807019854,282.25,771.7,2690.195667929802,93.0
