DateTime,Northern Import-Export (Sierra),Southern Import-Export (NVP),ON Line (NVP to Sierra)
2030-01-04T16:00:00.0,0.0,0.0,947.9491494503236
2030-01-04T17:00:00.0,0.0,0.0,823.3291464717945
2030-01-04T18:00:00.0,0.0,0.0,797.5778253903236
2030-01-04T19:00:00.0,0.0,0.0,945.8233453903233
2030-01-04T20:00:00.0,0.0,0.0,1035.1551053903195
2030-01-04T21:00:00.0,0.0,0.0,1042.3452656383233
2030-01-04T22:00:00.0,0.0,0.0,1113.0
2030-01-04T23:00:00.0,0.0,0.0,668.0282749903233
2030-01-05T00:00:00.0,0.0,0.0,595.8262184506438
2030-01-05T01:00:00.0,0.0,0.0,633.9545221338531
2030-01-05T02:00:00.0,0.0,0.0,850.8519853903233
2030-01-05T03:00:00.0,0.0,0.0,898.346315390322
2030-01-05T04:00:00.0,0.0,0.0,787.4082253903232
2030-01-05T05:00:00.0,0.0,0.0,702.8607053903235
2030-01-05T06:00:00.0,0.0,0.0,681.3592008791637
2030-01-05T07:00:00.0,0.0,0.0,817.2203453860346
2030-01-05T08:00:00.0,0.0,0.0,134.99961381211796
2030-01-05T09:00:00.0,0.0,0.0,227.64202459099977
2030-01-05T10:00:00.0,0.0,0.0,277.1702980724214
2030-01-05T11:00:00.0,0.0,0.0,137.57447277739277
2030-01-05T12:00:00.0,0.0,0.0,249.82885321085405
2030-01-05T13:00:00.0,0.0,0.0,3.7217163319999997
2030-01-05T14:00:00.0,0.0,0.0,283.58248736070556
2030-01-05T15:00:00.0,0.0,0.0,347.814079085
2030-01-05T16:00:00.0,0.0,0.0,815.7339563166797
2030-01-05T17:00:00.0,0.0,0.0,1063.281691347741
2030-01-05T18:00:00.0,0.0,0.0,1104.181491277062
2030-01-05T19:00:00.0,0.0,0.0,1097.6571767587266
2030-01-05T20:00:00.0,0.0,0.0,1113.0
2030-01-05T21:00:00.0,0.0,0.0,774.2685192852082
2030-01-05T22:00:00.0,0.0,0.0,1110.781733669886
2030-01-05T23:00:00.0,0.0,0.0,1113.0
