DateTime,ACE Searchlight Solar,Techren Solar 2,Techren Solar V,Dry Lake East Solar,Switch Station 1 (Playa Solar 1),Boulder Solar I,Dodge Flat Solar,Dry Lake Solar,Switch Station 2 (Playa Solar 2),Battle Mountain Solar,Techren Solar I,Fish Springs Ranch Solar,Mountain View Solar,Spring Valley Wind,Techren Solar IV,Idaho Wind,Eagle Shadow Mountain Solar Farm,Techren Solar III,_NVE IRP Expansion_SPPC_PV (Standalone),Turquoise Nevada,Nellis Solar Array II,Boulder Solar II,Sierra Solar,FRV Spectrum Solar,RV Apex Solar,Arrow Canyon Solar,Silver State Solar,Ft. Churchill Solar,Libra Solar,Boulder Solar III,Gemini Solar,Copper Mountain Solar 5
2030-01-02T10:00:00.0,9.430750000000002,73.068,18.06694524,96.81743610000001,43.228,56.45,49.90062272,72.61307707499999,37.42625,6.307661696,33.06732264,27.37040514,8.962400000000002,22.288794,9.02625,8.130080000000001,115.32715325999999,8.201,332.03344053599994,0.901,5.46,18.125,179.72413164,15.6249,12.512350696,88.2110244,32.25768,0.1326,276.69453378000003,44.419943475779995,299.75710392599996,104.255
2030-01-02T11:00:00.0,9.137975,88.31400000000001,23.42537388,97.35665940000001,43.480999999999995,79.60000000000001,94.78786512,73.01749455000001,37.64271,2.3811003509999997,43.56174240000001,60.434082280000005,9.2376,13.423674,11.712,2.74176,165.76665764999998,10.808,402.87205728000004,17.952,6.192,21.9,218.05364268,21.975,14.732083872000002,104.38168020000002,42.591120000000004,0.285675,335.72671440000005,58.53812151179999,357.472328703,113.15
2030-01-02T12:00:00.0,10.82165,81.308,25.429534199999996,101.1376674,45.174,67.11200000000001,20.972790479999997,75.85325054999998,39.12554,9.168966345,46.46585856,46.92679446,11.837599999999998,7.86324,12.70775,1.3423200000000002,211.49911497,11.5285,399.999199824,35.972500000000004,5.532,20.1625,216.49446072000003,15.087600000000002,20.002400072,102.57296400000001,44.95816,10.781745,333.33266652000003,62.43156823271998,350.201352963,122.02250000000001
2030-01-02T13:00:00.0,8.894025,125.28200000000001,32.452095959999994,140.98003920000002,63.038000000000004,59.938,4.0806584,105.7350294,54.591370000000005,5.78761512,67.44169756000001,51.524111600000005,8.887599999999999,1.344948,16.2185,2.3038399999999997,160.50460503,16.7295,458.35516692,32.955,4.176,31.075000000000003,248.07357756000002,15.9,12.388343256,116.8249578,22.54616,2.009475,381.9626391,90.59971395576,417.917879064,165.555
2030-01-02T14:00:00.0,12.67595,105.588,21.59122716,93.8764134,41.899,74.238,18.100634760000002,70.40731004999999,36.27917,1.3546374519999995,51.17904708,9.86359374,9.6124,0.0,10.795,30.66392,39.47439474,12.6945,292.905457992,26.7155,2.112,26.187500000000004,158.5547136,13.8624,11.272276296,57.831490800000005,22.0948,7.9052999999999995,244.08788166,68.76421703387999,195.262795434,98.61749999999998
2030-01-02T15:00:00.0,5.441275,27.189999999999998,8.75170008,40.9229667,18.259,36.225,20.1118164,30.692225025,15.801579999999998,6.978689535999999,17.8607144,35.83914724,5.2624,0.0,4.375500000000001,74.28456,45.56445563999999,4.428,188.550170928,16.932,0.6,6.737500000000001,102.06959688,6.4125,5.171110248,52.0151424,11.17532,0.33657000000000004,157.12514244,23.997764985179998,176.20245188700002,64.8375
2030-01-02T16:00:00.0,0.06107499999999999,0.0,0.0,0.0,0.0,0.338,0.56949848,0.0,0.0,0.0,0.0,0.711659,0.0,0.0,0.0,82.07191999999998,0.0,0.0,2.26804536,1.4195,0.0,0.0,1.2273444,0.0,0.0,0.0,0.24387999999999999,0.571155,1.8900378000000002,0.0,0.0,0.0
2030-01-02T17:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.18096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02T18:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.12488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.73768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.847336,0.0,194.16992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.293126,0.0,236.32448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.373078,0.0,286.10456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.46034,0.0,305.6967200000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.33247800000001,0.0,335.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.54630600000002,0.0,415.74791999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.196734,0.0,396.27952000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.04334600000001,0.0,541.5928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.817374,0.0,556.2440799999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.75020800000001,0.0,695.30272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03T06:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.96648800000001,0.0,748.8812800000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03T07:00:00.0,3.3551,38.872,10.14031116,40.327887600000004,17.927,19.712,0.0,30.2459157,15.52034,1.139698847,20.3558142,0.0,3.75,90.39690000000002,5.07,782.60112,44.8804488,5.04375,144.45768909600002,0.2805,2.616,9.637500000000001,78.2091126,5.3625,3.2117926960000003,40.5678444,1.7446000000000002,0.14274,120.38140758000003,27.350985742019997,140.24821878899996,50.9775
2030-01-03T08:00:00.0,10.8094,123.79599999999999,32.20307604,133.2354177,59.446,15.312999999999999,91.90225668,99.926563275,51.46376,2.2164888339999997,64.78859144,44.606786119999995,12.1876,119.894676,16.10075,783.0390400000001,136.06936068,16.0745,505.337306544,5.3635,8.664,30.7,273.54779244,18.0501,10.801048024,133.8083502,25.389,3.48855,421.11442212000003,87.05277580776,461.73663694199996,162.2425
2030-01-03T09:00:00.0,14.567000000000002,132.74200000000002,34.54826364,146.95660980000002,65.601,84.6,23.47948064,110.21745735000002,56.81047999999999,30.167943813,69.58078311999999,74.24026688000001,13.2876,115.17066000000001,17.27975,698.8632,200.26100258999998,17.266750000000002,563.424468264,26.749499999999998,9.528,32.925,304.9723548,24.7374,15.364521816,147.68092320000002,36.19824,6.630195,469.52039022,93.4822833045,508.233784863,174.17499999999998
