Month,Day,Period,ACE Searchlight Solar,Arrow Canyon Solar,Battle Mountain Solar,Boulder Solar I,Boulder Solar II,Boulder Solar III,Copper Mountain Solar 5,Crescent Dunes Solar Thermal,Dodge Flat Solar,Dry Lake Solar,Eagle Shadow Mountain Solar Farm,FRV Spectrum Solar,Fish Springs Ranch Solar,Ft. Churchill Solar,Gemini Solar,Mountain View Solar,NV Generic Solar,NV Generic Solar Hybrid,Nellis Solar Array II,Nevada Solar One,RV Apex Solar,Silver State Solar,Stillwater 2 Solar,Switch Station 1 (Playa Solar 1),Switch Station 2 (Playa Solar 2),Techren Solar 2,Techren Solar I,Techren Solar III,Techren Solar IV,Techren Solar V,Turquoise Nevada
1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,8,0.22658,0.21938,0.04457,0.23275,0.223,0.23187,0.23649,0.52215,0.01352,0.2197,0.17772,0.2025,0.01378,0.02615,0.22177,0.2175,0.20597,0.20617,0.2032,0.21443,0.18848,0.1884,0.03218,0.20886,0.22893,0.22478,0.23536,0.23372,0.23372,0.23371,0.01547
1,1,9,0.70064,0.6981,0.49175,0.71325,0.69275,0.72313,0.74126,0.98804,0.4186,0.69871,0.51544,0.67958,0.42354,0.38029,0.70183,0.6825,0.71847,0.719,0.6496,0.66539,0.6076,0.55136,0.43964,0.66582,0.72981,0.69829,0.73419,0.72892,0.72945,0.72943,0.34391
1,1,10,0.92861,0.74341,0.64757,0.9465,0.735,0.76589,0.77801,0.96173,0.67626,0.74464,0.73521,0.90792,0.68406,0.66956,0.74428,0.73562,0.79702,0.79752,0.692,0.70696,0.8587,0.77002,0.68565,0.71028,0.77858,0.74101,0.77762,0.77189,0.7698,0.76951,0.54281
1,1,11,0.99972,0.68666,0.57836,1.0,0.68,0.7082,0.71998,1.00004,0.62231,0.6877,0.86916,1.0,0.63518,0.79197,0.68625,0.67688,0.73884,0.73928,0.64,0.65496,1.00006,0.9061,0.81711,0.65633,0.71926,0.68538,0.71901,0.71372,0.71268,0.71266,0.65553
1,1,12,0.99972,0.64019,0.51929,1.0,0.639,0.66331,0.67579,1.00004,0.54061,0.64134,0.92209,1.0,0.55549,0.83904,0.6413,0.6275,0.68387,0.68427,0.5984,0.61322,1.00006,0.96241,0.86347,0.61234,0.67117,0.64411,0.67347,0.66866,0.66866,0.66864,0.70109
1,1,13,0.99972,0.65715,0.40889,1.0,0.652,0.67966,0.69279,1.00004,0.53027,0.65867,0.8935,1.0,0.54431,0.80766,0.65848,0.6425,0.69306,0.69344,0.6128,0.62817,1.00006,0.93919,0.88202,0.62927,0.68966,0.65709,0.6901,0.6849,0.6849,0.68488,0.69701
1,1,14,0.98996,0.71195,0.62064,1.0,0.69975,0.72892,0.74712,1.00004,0.59423,0.71266,0.7906,0.96625,0.60528,0.76895,0.71291,0.69562,0.75759,0.75795,0.6624,0.67078,1.00006,0.839,0.79583,0.68149,0.74693,0.70541,0.74013,0.73469,0.73678,0.73676,0.64329
1,1,15,0.80521,0.72534,0.56592,0.82088,0.71125,0.73918,0.75969,1.00004,0.63564,0.72722,0.60703,0.77542,0.64532,0.63765,0.72659,0.70938,0.77414,0.77447,0.676,0.68417,0.83576,0.66233,0.63492,0.69589,0.76269,0.71688,0.75056,0.74464,0.74412,0.7441,0.52292
1,1,16,0.44897,0.42614,0.24738,0.46162,0.43075,0.44871,0.46491,0.87764,0.40892,0.42926,0.3311,0.40917,0.44187,0.35361,0.42565,0.42312,0.46475,0.46503,0.408,0.41635,0.41788,0.39416,0.34092,0.40981,0.44923,0.43426,0.45567,0.45223,0.45066,0.45065,0.32929
1,1,17,0.01325,0.0093,0.00181,0.0165,0.011,0.01158,0.01214,0.19287,0.01866,0.00953,0.00821,0.00833,0.0299,0.02249,0.00918,0.00938,0.01303,0.01303,0.0096,0.01078,0.0093,0.01689,0.01691,0.00918,0.01,0.01109,0.01175,0.01153,0.01153,0.01127,0.02176
