Month,Day,Period,ACE Searchlight Solar,Arrow Canyon Solar,Battle Mountain Solar,Boulder Solar I,Boulder Solar II,Boulder Solar III,Copper Mountain Solar 5,Crescent Dunes Solar Thermal,Dodge Flat Solar,Dry Lake Solar,Eagle Shadow Mountain Solar Farm,FRV Spectrum Solar,Fish Springs Ranch Solar,Ft. Churchill Solar,Gemini Solar,Mountain View Solar,NV Generic Solar,NV Generic Solar Hybrid,Nellis Solar Array II,Nevada Solar One,RV Apex Solar,Silver State Solar,Stillwater 2 Solar,Switch Station 1 (Playa Solar 1),Switch Station 2 (Playa Solar 2),Techren Solar 2,Techren Solar I,Techren Solar III,Techren Solar IV,Techren Solar V,Turquoise Nevada
1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,8,0.23285,0.22139,0.0087,0.2345,0.23,0.10654,0.24367,0.46656,0.0,0.22438,0.0759,0.08917,0.0,0.00575,0.22588,0.12188,0.17652,0.17667,0.12,0.21983,0.09424,0.03027,0.00873,0.21329,0.23372,0.23184,0.10811,0.10743,0.24053,0.24026,0.00306
1,1,9,0.68042,0.08125,0.061,0.69575,0.34725,0.31119,0.44717,0.75264,0.40827,0.07869,0.3557,0.62542,0.40846,0.01569,0.68244,0.19188,0.44574,0.4459,0.6256,0.47374,0.17608,0.53071,0.25582,0.075,0.0822,0.35009,0.31601,0.31337,0.38411,0.3841,0.22814
1,1,10,0.89096,0.70902,0.11198,0.91,0.70175,0.73034,0.74337,1.00004,0.07579,0.70868,0.70348,0.76167,0.67392,0.01569,0.71487,0.69438,0.69061,0.69093,0.5384,0.6753,0.80476,0.73671,0.26782,0.67801,0.74323,0.70743,0.74158,0.73626,0.73678,0.73702,0.02839
1,1,11,0.99972,0.65202,0.27021,1.0,0.64275,0.66859,0.68656,1.00004,0.15522,0.65156,0.81223,0.97792,0.26702,0.31961,0.65202,0.63688,0.64616,0.64644,0.6112,0.61913,0.93682,0.60039,0.49365,0.62358,0.68336,0.64783,0.67888,0.6739,0.67442,0.6744,0.66012
1,1,12,0.99972,0.50083,0.21199,1.0,0.60375,0.62827,0.64068,1.00004,0.1872,0.51593,0.85987,0.72167,0.15704,0.81969,0.49803,0.57312,0.5572,0.55747,0.572,0.58174,0.96658,0.90939,0.46419,0.4932,0.54061,0.60871,0.63796,0.63302,0.63302,0.63327,0.3094
1,1,13,0.99972,0.61464,0.21562,1.0,0.6195,0.6432,0.65604,1.00004,0.24291,0.61334,0.83485,1.0,0.1898,0.81917,0.43816,0.60812,0.58243,0.58271,0.584,0.596,1.00006,0.88124,0.88693,0.58703,0.64336,0.62433,0.65314,0.64822,0.64927,0.64899,0.722
1,1,14,0.9307,0.67776,0.15413,0.951,0.663,0.69002,0.70694,1.00004,0.14768,0.67618,0.74493,0.90833,0.39195,0.75378,0.67839,0.66188,0.67321,0.67349,0.6304,0.64226,0.94426,0.7902,0.80347,0.64731,0.70953,0.66818,0.70066,0.69538,0.69591,0.69563,0.65859
1,1,15,0.76339,0.69362,0.06764,0.78012,0.67725,0.70495,0.72468,1.00004,0.04323,0.69429,0.57874,0.7375,0.03757,0.50479,0.69424,0.68188,0.66177,0.66207,0.644,0.65183,0.80166,0.62644,0.64038,0.66424,0.72802,0.68273,0.71584,0.71058,0.7111,0.71135,0.32963
1,1,16,0.4155,0.3967,0.07779,0.269,0.15025,0.25645,0.19911,0.82733,0.1911,0.3978,0.30767,0.38,0.00741,0.17838,0.3962,0.39438,0.32532,0.3256,0.252,0.20452,0.38936,0.36437,0.22582,0.37943,0.4158,0.15133,0.26044,0.25835,0.17398,0.17371,0.15827
1,1,17,0.0,0.0,0.0,0.00362,0.0,0.0,0.0,0.1729,0.02113,0.0,0.0,0.0,0.03003,0.00732,0.0,0.0,0.00356,0.00356,0.0,0.0,0.0,0.00422,0.00545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00969
