Month,Day,Period,ACE Searchlight Solar,Arrow Canyon Solar,Battle Mountain Solar,Boulder Solar I,Boulder Solar II,Boulder Solar III,Copper Mountain Solar 5,Crescent Dunes Solar Thermal,Dodge Flat Solar,Dry Lake Solar,Eagle Shadow Mountain Solar Farm,FRV Spectrum Solar,Fish Springs Ranch Solar,Ft. Churchill Solar,Gemini Solar,Mountain View Solar,NV Generic Solar,NV Generic Solar Hybrid,Nellis Solar Array II,Nevada Solar One,RV Apex Solar,Silver State Solar,Stillwater 2 Solar,Switch Station 1 (Playa Solar 1),Switch Station 2 (Playa Solar 2),Techren Solar 2,Techren Solar I,Techren Solar III,Techren Solar IV,Techren Solar V,Turquoise Nevada
1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,8,0.1952,0.06624,0.00846,0.20138,0.09425,0.2079,0.21421,0.45015,0.0,0.04749,0.04352,0.11917,0.0,0.02354,0.19754,0.06813,0.12834,0.1284,0.1832,0.19409,0.0558,0.15954,0.00709,0.04541,0.04973,0.09513,0.21107,0.20961,0.09694,0.09694,0.01768
1,1,9,0.63023,0.24434,0.44814,0.64413,0.62075,0.64401,0.65673,0.91844,0.40385,0.2366,0.42127,0.42333,0.07735,0.35675,0.19351,0.61375,0.46468,0.46489,0.5816,0.59513,0.54684,0.50021,0.41346,0.22579,0.24742,0.62565,0.65393,0.64927,0.64874,0.64847,0.32147
1,1,10,0.85402,0.68783,0.61593,0.87388,0.6715,0.69855,0.71117,1.00004,0.65208,0.68649,0.6797,0.8375,0.13702,0.6387,0.68853,0.67438,0.72554,0.72586,0.6376,0.64609,0.7874,0.71395,0.65728,0.65649,0.71953,0.67687,0.70937,0.70377,0.70377,0.70375,0.51969
1,1,11,0.97672,0.63798,0.56411,0.99875,0.62325,0.64838,0.66032,1.00004,0.36823,0.63744,0.80612,0.96625,0.61633,0.77052,0.63856,0.62313,0.67346,0.67373,0.592,0.6007,0.93992,0.83619,0.80129,0.60997,0.66857,0.62824,0.65829,0.65346,0.65399,0.65397,0.64584
1,1,12,0.99972,0.59768,0.51011,1.0,0.5855,0.60877,0.6203,1.00004,0.53346,0.59627,0.85961,1.0,0.36634,0.83434,0.59672,0.58188,0.63367,0.6339,0.5552,0.56452,1.00006,0.89085,0.87111,0.57073,0.62555,0.59018,0.61816,0.61364,0.61364,0.61362,0.70806
1,1,13,0.99972,0.61406,0.54079,1.0,0.601,0.62492,0.63572,1.00004,0.39514,0.61222,0.6349,0.99667,0.36335,0.83591,0.61386,0.5975,0.62693,0.62714,0.5696,0.57791,1.00006,0.87091,0.86838,0.58639,0.64267,0.60581,0.63453,0.62988,0.62988,0.6296,0.70483
1,1,14,0.91327,0.64695,0.62015,0.93362,0.647,0.67773,0.68978,1.00004,0.59755,0.66647,0.74136,0.90333,0.34697,0.77261,0.66809,0.64875,0.69942,0.69963,0.6176,0.62626,0.94178,0.77918,0.79256,0.63861,0.69994,0.65211,0.68812,0.68281,0.68385,0.68357,0.35394
1,1,15,0.73689,0.67054,0.37373,0.75312,0.65375,0.67986,0.6948,1.00004,0.58429,0.6702,0.55934,0.7125,0.64168,0.64236,0.67229,0.66062,0.71063,0.71085,0.6048,0.63217,0.78058,0.61189,0.35292,0.64209,0.70378,0.65911,0.69037,0.6849,0.68595,0.68567,0.49895
1,1,16,0.38971,0.37395,0.11028,0.40312,0.38,0.3965,0.40366,0.86449,0.12467,0.37588,0.29292,0.36,0.28314,0.35727,0.37302,0.37562,0.39021,0.39039,0.3576,0.36609,0.37076,0.35193,0.38073,0.35949,0.39402,0.38304,0.4026,0.39983,0.39669,0.39694,0.32742
1,1,17,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.2976,0.02184,0.0,0.0,0.0,0.0065,0.02615,0.0,0.0,0.00419,0.00419,0.0,0.0,0.0,0.0129,0.00545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02533
