Month,Day,Period,ACE Searchlight Solar,Arrow Canyon Solar,Battle Mountain Solar,Boulder Solar I,Boulder Solar II,Boulder Solar III,Copper Mountain Solar 5,Crescent Dunes Solar Thermal,Dodge Flat Solar,Dry Lake Solar,Eagle Shadow Mountain Solar Farm,FRV Spectrum Solar,Fish Springs Ranch Solar,Ft. Churchill Solar,Gemini Solar,Mountain View Solar,NV Generic Solar,NV Generic Solar Hybrid,Nellis Solar Array II,Nevada Solar One,RV Apex Solar,Silver State Solar,Stillwater 2 Solar,Switch Station 1 (Playa Solar 1),Switch Station 2 (Playa Solar 2),Techren Solar 2,Techren Solar I,Techren Solar III,Techren Solar IV,Techren Solar V,Turquoise Nevada
1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,8,0.23146,0.21912,0.02814,0.23737,0.23275,0.22445,0.247,0.50314,0.01268,0.22828,0.18533,0.21125,0.01391,0.00889,0.23089,0.22312,0.20992,0.2101,0.2104,0.2,0.19406,0.1884,0.02618,0.21725,0.23811,0.23461,0.22783,0.22638,0.24262,0.24262,0.01207
1,1,9,0.69716,0.70467,0.49513,0.709,0.69325,0.71896,0.73519,1.00004,0.43381,0.70556,0.51858,0.6825,0.43641,0.34733,0.70726,0.68562,0.72201,0.72248,0.652,0.66591,0.61008,0.54737,0.4331,0.67294,0.73762,0.6988,0.72997,0.72473,0.72368,0.72366,0.34527
1,1,10,0.91955,0.74952,0.66775,0.93562,0.7255,0.74659,0.76851,1.00004,0.70005,0.75097,0.7399,0.91167,0.69914,0.66747,0.75035,0.73312,0.80351,0.80397,0.6928,0.6967,0.85622,0.76838,0.68019,0.71677,0.7857,0.73137,0.75808,0.7525,0.75879,0.75877,0.55454
1,1,11,0.99972,0.68861,0.60228,1.0,0.67,0.69479,0.7081,1.00004,0.65176,0.69117,0.87389,1.0,0.65533,0.79144,0.68972,0.67812,0.74108,0.74149,0.6392,0.644,1.00006,0.90305,0.82583,0.65997,0.72323,0.67542,0.70555,0.7001,0.70062,0.70061,0.67729
1,1,12,0.99972,0.64831,0.54019,1.0,0.6285,0.65386,0.66623,1.00004,0.56901,0.65044,0.92682,1.0,0.57694,0.84323,0.64955,0.63313,0.68839,0.68877,0.5984,0.60383,1.00006,0.95843,0.89238,0.62104,0.68076,0.6334,0.66383,0.6587,0.65713,0.65711,0.73645
1,1,13,0.99972,0.67028,0.57111,1.0,0.64525,0.67103,0.68234,1.00004,0.56303,0.67219,0.91065,1.0,0.56797,0.84114,0.67201,0.65062,0.70599,0.70636,0.6136,0.61965,1.00006,0.93637,0.87983,0.64225,0.70391,0.65035,0.68139,0.67599,0.67442,0.67414,0.73237
1,1,14,0.99136,0.72846,0.64455,1.0,0.6985,0.72597,0.73746,1.00004,0.63408,0.72956,0.8078,0.97208,0.6305,0.77836,0.72919,0.70875,0.76939,0.76974,0.6656,0.66939,1.00006,0.8376,0.80456,0.69763,0.7646,0.70403,0.73723,0.73154,0.72997,0.73021,0.67032
1,1,15,0.80731,0.74542,0.66956,0.82362,0.71575,0.74354,0.75652,1.00004,0.67568,0.74993,0.62062,0.78417,0.67353,0.65021,0.74957,0.72875,0.7939,0.79424,0.6824,0.68765,0.85994,0.66327,0.65728,0.71741,0.78625,0.72135,0.75505,0.74936,0.74831,0.74803,0.54553
1,1,16,0.45245,0.4383,0.36057,0.46538,0.44,0.45774,0.46839,0.8929,0.4383,0.44166,0.33888,0.42042,0.46748,0.36721,0.43435,0.43688,0.48025,0.48055,0.4112,0.424,0.43152,0.39886,0.39601,0.42136,0.46183,0.44352,0.46478,0.46114,0.45905,0.45877,0.34697
1,1,17,0.01394,0.00956,0.00459,0.0175,0.01125,0.01188,0.01183,0.21706,0.01482,0.00988,0.00839,0.00917,0.02236,0.02563,0.00946,0.01062,0.01312,0.01313,0.0104,0.01043,0.01054,0.01783,0.01964,0.00949,0.01028,0.01134,0.01201,0.01205,0.01153,0.01179,0.02584
