Month,Day,Period,ACE Searchlight Solar,Arrow Canyon Solar,Battle Mountain Solar,Boulder Solar I,Boulder Solar II,Boulder Solar III,Copper Mountain Solar 5,Crescent Dunes Solar Thermal,Dodge Flat Solar,Dry Lake Solar,Eagle Shadow Mountain Solar Farm,FRV Spectrum Solar,Fish Springs Ranch Solar,Ft. Churchill Solar,Gemini Solar,Mountain View Solar,NV Generic Solar,NV Generic Solar Hybrid,Nellis Solar Array II,Nevada Solar One,RV Apex Solar,Silver State Solar,Stillwater 2 Solar,Switch Station 1 (Playa Solar 1),Switch Station 2 (Playa Solar 2),Techren Solar 2,Techren Solar I,Techren Solar III,Techren Solar IV,Techren Solar V,Turquoise Nevada
1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,8,0.20427,0.19968,0.01039,0.20962,0.2005,0.20739,0.21284,0.07277,0.0,0.19925,0.15953,0.18042,0.0,0.02145,0.20095,0.19812,0.18031,0.18043,0.1816,0.19235,0.1705,0.16564,0.01036,0.19003,0.20838,0.20204,0.21067,0.20909,0.20961,0.20961,0.00493
1,1,9,0.64278,0.63843,0.02597,0.65113,0.62675,0.65122,0.66544,0.03696,0.01047,0.63744,0.46913,0.6125,0.0819,0.08317,0.63969,0.62687,0.57026,0.57045,0.5872,0.60313,0.558,0.50303,0.05236,0.61044,0.66911,0.6317,0.66133,0.65608,0.65608,0.65606,0.03587
1,1,10,0.83868,0.67906,0.05025,0.85612,0.65725,0.68494,0.70166,0.20429,0.13455,0.67722,0.66465,0.8175,0.09958,0.10148,0.67792,0.6625,0.6181,0.61819,0.6264,0.63217,0.76818,0.69659,0.19964,0.65016,0.71268,0.66245,0.69551,0.69014,0.68962,0.68934,0.03876
1,1,11,0.9551,0.62108,0.0389,0.97288,0.60875,0.63335,0.64723,0.19287,0.05694,0.62236,0.7743,0.93,0.18915,0.39494,0.62212,0.6075,0.57406,0.57409,0.58,0.58678,0.89838,0.81038,0.31528,0.59826,0.65569,0.61368,0.64311,0.63826,0.63879,0.63903,0.20791
1,1,12,0.99624,0.57785,0.04554,1.0,0.57125,0.59526,0.60683,0.29482,0.1744,0.57677,0.81644,0.96792,0.40534,0.54611,0.57628,0.5625,0.55386,0.55384,0.5384,0.54922,0.95108,0.84862,0.30001,0.55506,0.60829,0.57588,0.60443,0.60001,0.59949,0.59947,0.0935
1,1,13,0.96905,0.58663,0.08685,0.98988,0.58325,0.60633,0.61956,0.19555,0.22828,0.58561,0.78479,0.93833,0.1157,0.79458,0.58641,0.57,0.56421,0.56413,0.5488,0.55983,0.93434,0.82798,0.59837,0.56456,0.6187,0.58779,0.61565,0.61102,0.61102,0.611,0.48569
1,1,14,0.87911,0.62556,0.07441,0.8905,0.62125,0.64574,0.66328,0.28243,0.34847,0.62374,0.69295,0.84667,0.40417,0.29136,0.62539,0.60938,0.61841,0.61826,0.5888,0.6,0.85994,0.74398,0.45328,0.60222,0.66007,0.62609,0.65565,0.65084,0.64979,0.65004,0.62323
1,1,15,0.71319,0.64181,0.29389,0.72275,0.6345,0.66046,0.67801,0.49901,0.30784,0.64108,0.53901,0.68708,0.44681,0.4326,0.64331,0.62313,0.6417,0.64155,0.6,0.61096,0.7285,0.58937,0.38401,0.61883,0.67829,0.63958,0.67057,0.66551,0.66604,0.66602,0.3519
1,1,16,0.39529,0.37505,0.11693,0.40812,0.38275,0.39935,0.40883,0.23722,0.08671,0.37709,0.29171,0.36083,0.22334,0.31333,0.37474,0.37625,0.37225,0.37231,0.3576,0.36939,0.37138,0.34794,0.12818,0.36218,0.39689,0.38581,0.40551,0.40245,0.39983,0.39982,0.31756
1,1,17,0.0,0.0,0.0,0.01388,0.0,0.0,0.0,0.22675,0.02145,0.0,0.0,0.0,0.0065,0.00732,0.0,0.0,0.00346,0.00346,0.0,0.0,0.0,0.01384,0.00545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00867
