Month,Day,Period,ACE Searchlight Solar,Arrow Canyon Solar,Battle Mountain Solar,Boulder Solar I,Boulder Solar II,Boulder Solar III,Copper Mountain Solar 5,Crescent Dunes Solar Thermal,Dodge Flat Solar,Dry Lake Solar,Eagle Shadow Mountain Solar Farm,FRV Spectrum Solar,Fish Springs Ranch Solar,Ft. Churchill Solar,Gemini Solar,Mountain View Solar,NV Generic Solar,NV Generic Solar Hybrid,Nellis Solar Array II,Nevada Solar One,RV Apex Solar,Silver State Solar,Stillwater 2 Solar,Switch Station 1 (Playa Solar 1),Switch Station 2 (Playa Solar 2),Techren Solar 2,Techren Solar I,Techren Solar III,Techren Solar IV,Techren Solar V,Turquoise Nevada
1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,8,0.18126,0.0988,0.00773,0.18375,0.045,0.052,0.02666,0.45975,0.0,0.03389,0.06046,0.05375,0.0,0.00523,0.08878,0.045,0.06837,0.06841,0.1112,0.04,0.03782,0.15485,0.00982,0.03244,0.03562,0.04523,0.0528,0.0524,0.06603,0.06629,0.01921
1,1,9,0.61489,0.61542,0.28036,0.62462,0.6055,0.62817,0.64052,0.91383,0.02041,0.61386,0.41878,0.59375,0.19227,0.36826,0.61511,0.6075,0.58601,0.58626,0.5712,0.58017,0.54188,0.49036,0.42546,0.58782,0.64418,0.61022,0.63783,0.63302,0.63407,0.63406,0.07157
1,1,10,0.84356,0.68224,0.61472,0.855,0.659,0.68565,0.69654,1.00004,0.099,0.68086,0.66813,0.82208,0.33371,0.317,0.68139,0.6675,0.67802,0.67822,0.6304,0.63391,0.77872,0.70691,0.36764,0.65285,0.71556,0.66415,0.69617,0.69119,0.69119,0.69144,0.32283
1,1,11,0.96626,0.63395,0.55674,0.98638,0.617,0.63812,0.65552,1.00004,0.4082,0.63284,0.80393,0.95833,0.17823,0.10357,0.6331,0.61812,0.64406,0.64422,0.592,0.59304,0.92628,0.8329,0.51874,0.60696,0.66528,0.62181,0.64799,0.64298,0.64612,0.64585,0.20842
1,1,12,0.99972,0.598,0.34088,1.0,0.58275,0.60521,0.61618,1.00004,0.38656,0.59714,0.85153,1.0,0.37921,0.08422,0.59736,0.58375,0.60818,0.60832,0.5544,0.56052,1.00006,0.88898,0.43092,0.57278,0.62788,0.58754,0.61446,0.60997,0.61049,0.61048,0.31365
1,1,13,0.99972,0.45305,0.16041,1.0,0.599,0.62268,0.63387,0.3,0.37466,0.60676,0.83394,0.98958,0.2262,0.44045,0.60565,0.60125,0.58605,0.58619,0.5696,0.57652,1.00006,0.8695,0.28473,0.58212,0.63802,0.60373,0.63228,0.62778,0.62726,0.62751,0.37893
1,1,14,0.90979,0.63512,0.15884,0.92212,0.6465,0.676,0.68445,0.02448,0.41581,0.65061,0.73977,0.3975,0.28808,0.16216,0.64661,0.65125,0.62721,0.62736,0.3352,0.62296,0.94178,0.77964,0.39492,0.62421,0.68418,0.65174,0.68641,0.68123,0.68281,0.68279,0.45407
1,1,15,0.7341,0.61107,0.0755,0.74438,0.659,0.68514,0.69448,0.34359,0.06104,0.6786,0.25275,0.71833,0.06851,0.03609,0.61134,0.66875,0.56704,0.56721,0.6304,0.63322,0.78926,0.61259,0.39164,0.65079,0.71337,0.66415,0.69565,0.69067,0.6891,0.68934,0.36686
1,1,16,0.38762,0.37863,0.00749,0.39525,0.37975,0.3963,0.40181,0.01402,0.05408,0.3796,0.29382,0.35958,0.06786,0.16791,0.37745,0.29688,0.34333,0.34347,0.36,0.36574,0.29202,0.23321,0.17891,0.36329,0.39826,0.38279,0.40247,0.39931,0.39774,0.39773,0.03587
1,1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.00598,0.0,0.0,0.0,0.01001,0.00785,0.0,0.0,0.00111,0.00111,0.0,0.0,0.0,0.0,0.00491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00629
