Month,Day,Period,ACE Searchlight Solar,Arrow Canyon Solar,Battle Mountain Solar,Boulder Solar I,Boulder Solar II,Boulder Solar III,Copper Mountain Solar 5,Crescent Dunes Solar Thermal,Dodge Flat Solar,Dry Lake Solar,Eagle Shadow Mountain Solar Farm,FRV Spectrum Solar,Fish Springs Ranch Solar,Ft. Churchill Solar,Gemini Solar,Mountain View Solar,NV Generic Solar,NV Generic Solar Hybrid,Nellis Solar Array II,Nevada Solar One,RV Apex Solar,Silver State Solar,Stillwater 2 Solar,Switch Station 1 (Playa Solar 1),Switch Station 2 (Playa Solar 2),Techren Solar 2,Techren Solar I,Techren Solar III,Techren Solar IV,Techren Solar V,Turquoise Nevada
1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,8,0.21682,0.21938,0.00894,0.08675,0.095,0.10745,0.10206,0.50285,0.0,0.21857,0.17746,0.19917,0.0,0.00628,0.22098,0.21375,0.15656,0.15672,0.0976,0.09426,0.18476,0.07484,0.00655,0.20791,0.22783,0.0957,0.10916,0.10847,0.09957,0.09956,0.01972
1,1,9,0.2203,0.6892,0.48269,0.32025,0.67375,0.69906,0.20914,0.92621,0.44291,0.68233,0.50547,0.66083,0.44291,0.38866,0.68421,0.67125,0.64004,0.64047,0.6304,0.64696,0.59768,0.24424,0.43746,0.65079,0.71337,0.67908,0.70977,0.70429,0.70482,0.70454,0.34748
1,1,10,0.89236,0.73041,0.65422,0.91112,0.7105,0.73938,0.74654,1.00004,0.7124,0.72887,0.71995,0.88833,0.71864,0.68525,0.72988,0.71562,0.78062,0.78101,0.676,0.68313,0.83328,0.38431,0.68838,0.6962,0.76296,0.71625,0.75082,0.74517,0.74569,0.74593,0.55999
1,1,11,0.99972,0.67178,0.5902,1.0,0.656,0.68169,0.69464,1.00004,0.66352,0.67132,0.84551,1.0,0.66677,0.82074,0.67067,0.6575,0.72563,0.726,0.6248,0.6313,0.98518,0.86763,0.83129,0.64146,0.70309,0.66112,0.69221,0.687,0.68752,0.68777,0.69378
1,1,12,0.99972,0.6281,0.52799,1.0,0.61625,0.64127,0.65314,1.00004,0.57824,0.62695,0.89586,1.0,0.59137,0.88298,0.62715,0.61312,0.67231,0.67264,0.5848,0.59339,1.00006,0.92276,0.9022,0.59921,0.65678,0.62124,0.65116,0.64612,0.64612,0.64611,0.75141
1,1,13,0.99972,0.64519,0.55468,1.0,0.6315,0.6563,0.66914,1.00004,0.57226,0.64524,0.87333,1.0,0.58305,0.88455,0.6444,0.63,0.68729,0.6876,0.6,0.608,1.00006,0.91174,0.89238,0.61693,0.67624,0.63655,0.66634,0.66132,0.66342,0.66314,0.75056
1,1,14,0.96556,0.70038,0.63042,0.98475,0.68275,0.71003,0.72352,1.00004,0.64753,0.69923,0.77396,0.94792,0.65208,0.81289,0.70042,0.685,0.74962,0.74993,0.6496,0.65791,0.99324,0.81765,0.81056,0.66899,0.73323,0.68828,0.72099,0.71582,0.71582,0.71606,0.68664
1,1,15,0.78291,0.71448,0.65615,0.79938,0.69725,0.72496,0.73857,1.00004,0.69206,0.71448,0.59551,0.76125,0.6968,0.68368,0.71483,0.70375,0.77125,0.77155,0.664,0.67043,0.82956,0.64474,0.65783,0.68386,0.74953,0.70283,0.73617,0.73049,0.73102,0.73074,0.56492
1,1,16,0.43642,0.42023,0.35405,0.44912,0.42225,0.44058,0.44996,0.86161,0.44954,0.42259,0.32895,0.40167,0.48321,0.39023,0.41952,0.4175,0.4676,0.46786,0.4008,0.40817,0.41292,0.38337,0.39983,0.40348,0.44224,0.42569,0.44735,0.44385,0.44228,0.44253,0.3604
1,1,17,0.0,0.0,0.0,0.01588,0.0,0.0,0.0,0.32093,0.02542,0.0,0.0,0.0,0.03978,0.02825,0.0,0.0,0.0061,0.0061,0.0,0.0,0.0,0.01642,0.02127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02924
