Month,Day,Period,ACE Searchlight Solar,Arrow Canyon Solar,Battle Mountain Solar,Boulder Solar I,Boulder Solar II,Boulder Solar III,Copper Mountain Solar 5,Crescent Dunes Solar Thermal,Dodge Flat Solar,Dry Lake Solar,Eagle Shadow Mountain Solar Farm,FRV Spectrum Solar,Fish Springs Ranch Solar,Ft. Churchill Solar,Gemini Solar,Mountain View Solar,NV Generic Solar,NV Generic Solar Hybrid,Nellis Solar Array II,Nevada Solar One,RV Apex Solar,Silver State Solar,Stillwater 2 Solar,Switch Station 1 (Playa Solar 1),Switch Station 2 (Playa Solar 2),Techren Solar 2,Techren Solar I,Techren Solar III,Techren Solar IV,Techren Solar V,Turquoise Nevada
1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,8,0.20218,0.19416,0.04795,0.207,0.2025,0.20942,0.21141,0.54077,0.0,0.19552,0.07061,0.1725,0.0,0.02877,0.19707,0.19438,0.17368,0.17385,0.1848,0.19357,0.16306,0.16353,0.00709,0.18592,0.20386,0.20418,0.21265,0.21118,0.21223,0.21196,0.02074
1,1,9,0.64138,0.6294,0.46868,0.65362,0.621,0.65021,0.65831,0.98775,0.42432,0.62808,0.46569,0.605,0.43004,0.37767,0.63056,0.61687,0.65514,0.65558,0.588,0.60157,0.54994,0.50467,0.43746,0.59873,0.65624,0.62591,0.66027,0.65503,0.65084,0.65082,0.34748
1,1,10,0.8589,0.69466,0.63465,0.87012,0.66925,0.69611,0.70509,1.00004,0.68315,0.69221,0.68314,0.83167,0.69277,0.66433,0.69348,0.68188,0.74904,0.74944,0.3264,0.6433,0.7936,0.71489,0.68183,0.66076,0.72419,0.67454,0.70687,0.70167,0.70377,0.70349,0.54247
1,1,11,0.97393,0.64877,0.5786,0.99475,0.6225,0.64655,0.65657,1.00004,0.64077,0.64879,0.81442,0.95583,0.65117,0.78935,0.64878,0.63562,0.7001,0.70044,0.5968,0.59861,0.94736,0.82586,0.82256,0.61994,0.67939,0.62748,0.65644,0.65137,0.65346,0.65371,0.66794
1,1,12,0.99972,0.61022,0.52062,1.0,0.5885,0.61171,0.62172,1.00004,0.5657,0.60953,0.8652,1.0,0.57798,0.85212,0.60955,0.59562,0.65257,0.65287,0.5648,0.56643,1.00006,0.8864,0.88965,0.58275,0.6387,0.59327,0.62106,0.61626,0.61835,0.61834,0.73186
1,1,13,0.99972,0.63122,0.55215,1.0,0.60925,0.63233,0.64232,1.00004,0.56238,0.63068,0.8462,1.0,0.57161,0.85474,0.6318,0.61562,0.67087,0.67113,0.5808,0.58626,1.00006,0.86997,0.88693,0.60348,0.66131,0.61406,0.64205,0.63722,0.63931,0.63903,0.73509
1,1,14,0.91815,0.67873,0.62921,0.93112,0.65125,0.67671,0.68704,1.00004,0.6357,0.67704,0.74257,0.8975,0.64038,0.79301,0.67805,0.66125,0.725,0.72524,0.6272,0.62696,0.94674,0.778,0.8122,0.64858,0.71076,0.65652,0.68707,0.68176,0.6849,0.68488,0.67644
1,1,15,0.73689,0.68653,0.65555,0.75038,0.6565,0.68789,0.69063,1.00004,0.67171,0.68493,0.56721,0.71958,0.6812,0.66328,0.68582,0.67125,0.73872,0.7389,0.6344,0.63113,0.7874,0.60837,0.66001,0.65696,0.71994,0.66175,0.69842,0.69329,0.69486,0.69484,0.55233
1,1,16,0.40156,0.39228,0.34788,0.41088,0.38875,0.40574,0.41464,0.87169,0.43583,0.39338,0.30521,0.36875,0.46683,0.37611,0.39117,0.39062,0.43805,0.43825,0.3704,0.37461,0.38564,0.35686,0.39819,0.37627,0.41237,0.39186,0.41198,0.40874,0.40874,0.40873,0.35258
1,1,17,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.27715,0.0249,0.0,0.0,0.0,0.00871,0.02825,0.0,0.0,0.00467,0.00467,0.0,0.0,0.0,0.01314,0.02127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02822
