name,requirement,timeframe,eligible_region,direction,contributing_devices,eligible_device_categories,eligible_device_subcategories
AB_RegD,0.0,600.0,,Down,"(Medicine Hat 9, Deerland Peaking 3, Mazeppa, Long Lake Cogen 1, Shepard Energy Centre, Sheerness 2, Sundance 5, Billbo SGPP, Valleyview 2, Mahkeses Cold Lake 2, Musreau Gas Plant, Carmon Creek Project GT2, Medicine Hat 3, Deerland Peaking 4, Redwater Cogen 1, Univ. of Alberta 1, Valleyview 1, Rainbow GT 5, Sundance 3, Firebag Cogeneration 4, Christina Lake GT1, Clover Bar GT1, Gen Cogen 4, Dow Fort Sask 1, Sundance CC, Rainbow Lake 1, Medicine Hat 10R, Crossfield Egy Stn 1, Syncrude Mildred Lk 1b, Carseland Cogen 1, Carseland Cogen 2, Genesee 2, Firebag Cogeneration 3, House Mountain, Keephills 2, Medicine Hat 14, Christina Lake GT3, Ralston NEP, Fort Hills Oil Sands 1, Horizon Oil Sands, Firebag Cogeneration 9, Clover Bar GT3, Weldwood 2, Battle River 4, Northern Prairie 1, Harmattan Cogen 3, Firebag Cogeneration 1, Cold Lake Nabiye Cogen 2, Sheerness 1, Suncor Poplar Creek 1b, Shepard Energy Centre GT, Battle River 5, Kearl Oil Sands Project, Elmworth 1, Bear Creek (GP) 1, Cold Lake Nabiye Cogen, District Energy Plant, Univ. of Calgary, Air Liquide Scotford 1, Cavalier p2b, Carson Creek Gas Plant, Christina Lake GT2, Clover Bar GT2, Poplar Hill 1, Judy Creek Clean Gas to Power Plant, Fort Hills Oil Sands 2, Musreau Gas Plant (2), Deerland Peaking 2, Genesee 1, Medicine Hat 15, Bellshill, Christina Lake (Cenovous), Medicine Hat 11R, Foster Creek 1, Primrose Wolf Lk 1, Muskeg River Cogen 1, Genesee 3, Carmon Creek Project GT1, Enmax DEC, Musreau Gas Plant (3), MacKay River Cogen 1a, Cavalier p2a, Syncrude Aurora 2, Scotford UG 1, Buck Lake 1, Dow Hydrocarbons 2, API Grain Processors 1, West Cadotte PP, Fort Nelson CC, Univ. of Alberta 2, Firebag Cogeneration 5, Harmattan Cogen, Sundance 4, Dow Hydrocarbons 1, Keephills 1, CousinsWestPP, Long Lake Cogen 2, Firebag Cogeneration 2, Balzac 1a, Keephills 3, Cargill Camrose County, Musreau Gas Plant (1), Medicine Hat 12, Cancarb Cogen 1, Muskeg River Cogen 2, Suncor Poplar Creek 1a, Syncrude Aurora 1, Algar Lake Cogen, Harmattan Cogen 2, Deerland Peaking 1, Sundance 6, Firebag Cogeneration 8, Nova Joffre 1b, Mahkeses Cold Lake 1, Gen Cogen 3, Calgary Egy Ctr 1, Balzac 1b, Syncrude Mildred Lk 1a, Nova Joffre 1a, Carmon Creek Project GT3, Lancombe Facility)","(Generator,Storage)",NA
AB_RegU,0.0,600.0,,Up,"(Medicine Hat 9, Deerland Peaking 3, Mazeppa, Long Lake Cogen 1, Shepard Energy Centre, Sheerness 2, Sundance 5, Billbo SGPP, Valleyview 2, Mahkeses Cold Lake 2, Musreau Gas Plant, Carmon Creek Project GT2, Medicine Hat 3, Deerland Peaking 4, Redwater Cogen 1, Univ. of Alberta 1, Valleyview 1, Rainbow GT 5, Sundance 3, Firebag Cogeneration 4, Christina Lake GT1, Clover Bar GT1, Gen Cogen 4, Dow Fort Sask 1, Sundance CC, Rainbow Lake 1, Medicine Hat 10R, Crossfield Egy Stn 1, Syncrude Mildred Lk 1b, Carseland Cogen 1, Carseland Cogen 2, Genesee 2, Firebag Cogeneration 3, House Mountain, Keephills 2, Medicine Hat 14, Christina Lake GT3, Ralston NEP, Fort Hills Oil Sands 1, Horizon Oil Sands, Firebag Cogeneration 9, Clover Bar GT3, Weldwood 2, Battle River 4, Northern Prairie 1, Harmattan Cogen 3, Firebag Cogeneration 1, Cold Lake Nabiye Cogen 2, Sheerness 1, Suncor Poplar Creek 1b, Shepard Energy Centre GT, Battle River 5, Kearl Oil Sands Project, Elmworth 1, Bear Creek (GP) 1, Cold Lake Nabiye Cogen, District Energy Plant, Univ. of Calgary, Air Liquide Scotford 1, Cavalier p2b, Carson Creek Gas Plant, Christina Lake GT2, Clover Bar GT2, Poplar Hill 1, Judy Creek Clean Gas to Power Plant, Fort Hills Oil Sands 2, Musreau Gas Plant (2), Deerland Peaking 2, Genesee 1, Medicine Hat 15, Bellshill, Christina Lake (Cenovous), Medicine Hat 11R, Foster Creek 1, Primrose Wolf Lk 1, Muskeg River Cogen 1, Genesee 3, Carmon Creek Project GT1, Enmax DEC, Musreau Gas Plant (3), MacKay River Cogen 1a, Cavalier p2a, Syncrude Aurora 2, Scotford UG 1, Buck Lake 1, Dow Hydrocarbons 2, API Grain Processors 1, West Cadotte PP, Fort Nelson CC, Univ. of Alberta 2, Firebag Cogeneration 5, Harmattan Cogen, Sundance 4, Dow Hydrocarbons 1, Keephills 1, CousinsWestPP, Long Lake Cogen 2, Firebag Cogeneration 2, Balzac 1a, Keephills 3, Cargill Camrose County, Musreau Gas Plant (1), Medicine Hat 12, Cancarb Cogen 1, Muskeg River Cogen 2, Suncor Poplar Creek 1a, Syncrude Aurora 1, Algar Lake Cogen, Harmattan Cogen 2, Deerland Peaking 1, Sundance 6, Firebag Cogeneration 8, Nova Joffre 1b, Mahkeses Cold Lake 1, Gen Cogen 3, Calgary Egy Ctr 1, Balzac 1b, Syncrude Mildred Lk 1a, Nova Joffre 1a, Carmon Creek Project GT3, Lancombe Facility)","(Generator,Storage)",NA
APS_RegD,0.0,600.0,,Down,"(Sundance GT 7, Yucca GT 1, Yucca GT 3, Sundance GT 8, DeMoss Petrie 1, Ocotillo GT 1, West Phoenix 5a, Sundance GT 1, Kyrene GT 5, Douglas GT 1, West Phoenix GT 1, Apache GT 2, Cholla 3, Ocotillo GT6, Coronado 2, Desert Basin 1b, North Loop GT 2, H Wilson Sundt RIC9, West Phoenix 1, Coolidge Generating 8, Sundance GT 6, Yucca GT 5, H Wilson Sundt RIC10, H Wilson Sundt GT1, Apache ST 3, Sundance GT 3, Coolidge Generating 3, Coolidge Generating 12, Santan CC 3, Coolidge Generating 5, Coolidge Generating 7, Springerville 1, Santan CC 5a, H Wilson Sundt RIC1, Saguaro GT 3, West Phoenix 5b, Santan CC 2, Sundance GT 9, West Phoenix 2, Apache GT 3, Yucca GT 2, Yucca GT 6, Coolidge Generating 9, H Wilson Sundt RIC2, Santan CC 5b, H Wilson Sundt RIC8, Coolidge Generating 11, H Wilson Sundt RIC7, Coolidge Generating 4, Springerville 4, Kyrene GT 6, Springerville 3, Springerville 2, Valencia GT3, H Wilson Sundt RIC5, Valencia GT4, North Loop GT 3, West Phoenix GT 2, West Phoenix 4, Agua Fria GT 5, Ocotillo GT3, Sundance GT 2, Kyrene 7, Valencia GT1, Desert Basin 1a, Apache GT 4, Saguaro GT 1, Sundance GT 10, North Loop 4 New 1, Santan CC 1, Ocotillo GT 2, H Wilson Sundt RIC3, H Wilson Sundt ST3, Apache ST 2 NG, H Wilson Sundt GT2, Santan CC 6, Kyrene GT 4, Valencia GT2, Cholla 1, Ocotillo GT4, Sundance GT 4, Sundance GT 5, Coolidge Generating 2, Coronado 1, Coolidge Generating 1, H Wilson Sundt RIC6, Apache CC 1, Ocotillo GT5, H Wilson Sundt 4, Agua Fria GT 6, Coolidge Generating 10, Agua Fria GT 4, H Wilson Sundt RIC4, Santan CC 4, Saguaro GT 2, Ocotillo GT7, North Loop GT 1, Agua Fria 3, Coolidge Generating 6, West Phoenix 3)","(Generator,Storage)",NA
APS_RegU,0.0,600.0,,Up,"(Sundance GT 7, Yucca GT 1, Yucca GT 3, Sundance GT 8, DeMoss Petrie 1, Ocotillo GT 1, West Phoenix 5a, Sundance GT 1, Kyrene GT 5, Douglas GT 1, West Phoenix GT 1, Apache GT 2, Cholla 3, Ocotillo GT6, Coronado 2, Desert Basin 1b, North Loop GT 2, H Wilson Sundt RIC9, West Phoenix 1, Coolidge Generating 8, Sundance GT 6, Yucca GT 5, H Wilson Sundt RIC10, H Wilson Sundt GT1, Apache ST 3, Sundance GT 3, Coolidge Generating 3, Coolidge Generating 12, Santan CC 3, Coolidge Generating 5, Coolidge Generating 7, Springerville 1, Santan CC 5a, H Wilson Sundt RIC1, Saguaro GT 3, West Phoenix 5b, Santan CC 2, Sundance GT 9, West Phoenix 2, Apache GT 3, Yucca GT 2, Yucca GT 6, Coolidge Generating 9, H Wilson Sundt RIC2, Santan CC 5b, H Wilson Sundt RIC8, Coolidge Generating 11, H Wilson Sundt RIC7, Coolidge Generating 4, Springerville 4, Kyrene GT 6, Springerville 3, Springerville 2, Valencia GT3, H Wilson Sundt RIC5, Valencia GT4, North Loop GT 3, West Phoenix GT 2, West Phoenix 4, Agua Fria GT 5, Ocotillo GT3, Sundance GT 2, Kyrene 7, Valencia GT1, Desert Basin 1a, Apache GT 4, Saguaro GT 1, Sundance GT 10, North Loop 4 New 1, Santan CC 1, Ocotillo GT 2, H Wilson Sundt RIC3, H Wilson Sundt ST3, Apache ST 2 NG, H Wilson Sundt GT2, Santan CC 6, Kyrene GT 4, Valencia GT2, Cholla 1, Ocotillo GT4, Sundance GT 4, Sundance GT 5, Coolidge Generating 2, Coronado 1, Coolidge Generating 1, H Wilson Sundt RIC6, Apache CC 1, Ocotillo GT5, H Wilson Sundt 4, Agua Fria GT 6, Coolidge Generating 10, Agua Fria GT 4, H Wilson Sundt RIC4, Santan CC 4, Saguaro GT 2, Ocotillo GT7, North Loop GT 1, Agua Fria 3, Coolidge Generating 6, West Phoenix 3)","(Generator,Storage)",NA
Bal_003,376.0,60.0,,Up,"(Marsh Landing GT 2, Alliance Drews D4, Chowchilla II I11, Humboldt Bay C1, Huntington Beach 2, Chowchilla II IC9, Chowchilla II I15, Oakland GT 2, Glenarm GT 4, La Paloma 4, RedBluffIC8, RedBluffIC5, ARP Loyalton, Chowchilla II I10, Indigo Energy 2, AES Alamitos Replace, Yuba City Peaker 1, Orange Grove 2, Gianera GT 1, CPV Sentinel GT5, Springs Generating 2, Marsh Landing GT 4, CalPeak El Cajon 1, RedBluffIC12, Carlsbad GT 3, Lodi STIG, Walnut Creek Egy 5, Chula Vista 2, Marsh Landing GT 3, Panoche Egy Ctr GT4, Gateway Generating 8a, CalPeak Enterprise 1, Miramar Ramco GT1, Malburg 1b, TDM 1a, La Paloma 3, Chowchilla II IC4, Humboldt Bay C7, Chowchilla II I16, Los Medanos EC 1a, Elk Hills CC 2, Agua Mansa 1, CPV Sentinel GT2, Goosehaven 1, Canyon Power Project 3, Mountainview CC 4b, Riverside Energy Res 2, Metcalf Energy 1a, Canyon Power Project 4, Chowchilla II I12, Los Medanos EC 1b, Ellwood GT 1, Humboldt Bay C4, Malaga Peaking 1, Alameda 1, Panoche Egy Ctr GT1, Blythe ALS, Springs Generating 4, Starwood-Midway Proj GT1, Mountainview CC 3a, Feather River 1, Springs Generating 3, Elk Hills CC 1, Chowchilla II I13, CalPeak Panoche 1, Sunselect Produce, Malaga Peaking 2, Alliance Century C2, High Desert Power 1a, Indigo Energy 1, Orange Grove 1, McGrath Peaker, Alliance Century C4, RedBluffIC1, El Segundo 5b, Riverside Energy Res 3, Qualcomm GT, Lodi Energy Center, Grapeland Peaker GT, Chowchilla II I14, Alliance Century C3, Moss Landing CC 1b, RedBluffIC15, Blythe BLS, Walnut Creek Egy 1, CPV Sentinel GT7, Pastoria CC 1b, Malburg 1a, Humboldt Bay C5, Moss Landing CC 1a, Glenarm GT 2, Moss Landing CC 2a, Glenarm GT 3, Springs Generating 1, RedBluffIC9, RedBluffIC2, Mariposa Energy 3, Long Beach Generatio GT2, Lodi GT 1, Gates Peaker 1, Palomar Escondido 1a, Humboldt Bay C10, Chowchilla II IC5, Canyon Power Project 1, Long Beach Generatio GT4, Walnut Creek Egy 4, Miramar Expansion, Hanford 1, Mariposa Energy 1, Sunrise Power CC 1b, RedBluffIC3, El Segundo 5a, Alliance Century C1, Moss Landing CC 2b, Pio Pico, Chowchilla II IC2, La Rosita2, High Desert Power 1b, Marsh Landing GT 1, Indigo Energy 3, RedBluffIC11, Los Esteros CC, Pastoria CC 1c, Donald Von Raesfeld 1b, Mountainview CC 3b, CPV Sentinel GT8, Humboldt Bay C3, RedBluffIC16, Glenarm GT 1, Humboldt Bay C6, Gilroy Power Plant GT3, El Cajon EC Peaker, Mariposa Energy 2, Gateway Generating 8b, Stanton Energy Reliability Center GT2, High Desert Power 1c, Redondo Beach 5, Humboldt Bay C2, Panoche Egy Ctr GT2, King City 1, RedBluffIC4, Center Peaker GT, Gilroy Power Plant GT1, Alliance Drews D1, CalPeak Vaca-Dixon 1, RedBluffIC14, Canyon Power Project 2, TDM 1b, Redondo Beach 6, Oakland GT 1, Alliance Drews D2, Barre Peaker GT, Huntington Beach Replace, RedBluffIC10, Carlsbad GT 4, Wellhead Delano, Larkspur Energy 1, Chowchilla II IC7, CPV Sentinel GT4, Fresno GT, Russell City 1a, Los Banos 1, Riverside Energy Res 1, Carlsbad GT 5, Lambie 1, Walnut Creek Egy 3, Colusa Gener 1B, Kirkwood Meadows PUD, La Paloma 2, Greenleaf 1, Chowchilla II IC3, Wolfskill 1, Hanford 2, Escondido Power 2, RedBluffIC7, CPV Sentinel GT3, Long Beach Generatio GT3, Humboldt Bay C9, Metcalf Energy 1b, Chowchilla II IC1, Donald Von Raesfeld 1a, La Rosita1, Sunrise Power CC 1a, Alliance Drews D3, Oakland GT 3, Humboldt Bay C8, Redondo Beach 8, CalPeak Border 1, Mira Loma Peaker GT, Colusa Gener 1A, Carlsbad GT 1, Mariposa Energy 4, CPV Sentinel GT6, Henrietta 2, Starwood-Midway Proj GT2, Riverview Energy 1, Riverside Energy Res 4, RedBluffIC6, RedBluffIC13, Long Beach Generatio GT1, Gianera GT 2, Panoche Egy Ctr GT3, Carlsbad GT 2, Gilroy Power Plant GT2, Tracy CC, Inland Empire Energy 1, Otay Mesa 1a, Stanton Energy Reliability Center GT1, Creed 1, Delta Energy 1a, Alameda 2, Henrietta 1, Palomar Escondido 1b, La Paloma 1, Chowchilla II IC6, Larkspur Energy 2, Pastoria CC 1a, Walnut Creek Egy 2, Mountainview CC 4a, Chowchilla II IC8, Otay Mesa 1b, CPV Sentinel GT1, Russell City 1b, Johanna Storage 2, PG&E_Storage, Miguel BESS, Gateway Energy, Fresno EGT, Escondido, Desert Harvest Solar Project - Battery, Dagget Solar Power 2, Dallas Energy Storage 2, Acorn I BESS, Edwards Sanborn BESS I, LeConte Energy Storage_orig, _IV-NG_4h, Crimson, Wildcat Energy Storage, Valley Center Energy Storage, RE Tranquillity BESS, Ventura Energy Storage, Springbok Solar Battery, Genesis McCoy Bess, Gateway 1-2, SCE_Storage, Blythe 1, Orange County Energy Storage 3, Vista Energy Storage, Plano Storage 2, Bateria Del Sur, Coso Battery Storage, Blythe 3, Silverstrand BESS, Pala Energy Storage Yard, HEBT Irvine, Mira Loma BESS B, RE Mustang Solar Battery, Townsite Solar BESS, Blythe Mesa Solar 2 BESS, Almasol 6 BES, Vista ESS, Chula Vista 2 BESS, _R_INC_San_Diego_Li_Battery, Eastern BESS 1, Dracker Solar Unit 4 BESS, Vanadium Redox Flow Battery Plant, Norwalk, Yerba Buena, Santa Ana Storage 2, Daggett Solar 3 cd BESS, Elkhorn Energy Storage, Blythe 4, Daggett Solar 3 a BESS, Millikan Ave BESS, Vallecito Energy Storage, McCoy, AggregatedBat-PG&E, Henrietta D Energy Storage, Tehachapi Wind Energy Storage, Li-Ion Battery, San Gabriel, _SDGE_Battery, Air Attack Base, Saticoy, Mustang 1 BESS, Antelope Solar 2 LAB, AggregatedBat-SDGE-3h, Black Diamond Energy Storage, EnerSmart El Cajon, Fly Wheel, North Central Valley Energy Storage, Pomona Energy Storage, Orange County Energy Storage 2, _PG&E_Battery, Mira Loma Peaker, Sanborn, Mira Loma BESS A, Escondido BESS 1, Arlington Solar Unit 1A BESS, Sierra Nevada Brewing Co Rooftop Solar, Dracker Solar Unit 2 BESS, Redwood Coast Airport Microgrid, Kearny North Energy Storage, _PG&E_4h, Vaca Dixon, Titanium 1 BESS, Dallas Energy Storage 4, Desert Sunlight PV II Storage, Lancaster Battery, HEBT Irvine 2, Dallas Energy Storage 3, Crimson 2, Kearny Mesa Storage, SEPV Sierra NGR BESS, Top Gun Energy Storage_orig, Tranquility - Battery, Escondido BESS 2, Millikan Avenue BESS, Los Alamitos BESS, EnerSmart Chula Vista 1, Johanna Energy Center, Arlington Solar Unit 1B BESS, Santa Rita Jail, Desert Harvest BESS, Ultrapower Chinese Station BESS, Alamitos Energy Storage, Daggett Solar 3 b BESS, Tesla Moss Landing Energy Storage Project, Johanna Storage 1, Tierra Buena Energy Storage, Putah Creek Solar Farm North, California Flats Solar Battery, Plano Storage 3, Sagebrush Solar 2, Fallbrook Energy Storage, Edwards Sanborn BESS III, Plano Storage 1, Escondido BESS 3, SDGE_Storage, Garland B BESS, Mojave 89 BESS, Wildcat I BESS, _SCE_4h, Mojave 89 BESS 2B, Borrego Springs MG, EdSan 1A, Rabbitbrush BESS, Tropico Solar Big Beau, Dagget Solar Power 3, Blythe 2, Dracker Solar Unit 3 BESS, AltaGas Pomona Energy Storage, Gaskell West 2 BESS, Dallas Energy Storage, AggregatedBat-SCE, High 5 Solar BESS, Edwards Sanborn BESS II, Dracker Solar Unit 1 BESS, Garland, Vistra Moss Landing Energy Storage, Antelope Solar 2 Luna, Santa Ana Storage 1, Daggett Solar 3 e BESS, EdSan 1B, Top Gun Energy Storage, Kearny South Energy Storage, Santa Ana Storage 3, LeConte Energy Storage, El Cajon Energy Storage, AggregatedBat-SDGE-1h, Gateway Energy Storage, Valley Center Energy Storage B, _SDGE_4h, Slate BESS, Arlington Solar Unit 2A BESS)","(Generator,Storage)",NA
BC_RegD,0.0,600.0,,Down,"(McMahon Cogen, Savona ERG Project ST, LP Golden Biomass, 150 Mile House ERG ST, Houweling Nurseries Delta Cogen, Rupert GT 2, Rupert GT 1, Island Cogen 1, Field Battery Storage)","(Generator,Storage)",NA
BC_RegU,0.0,600.0,,Up,"(McMahon Cogen, Savona ERG Project ST, LP Golden Biomass, 150 Mile House ERG ST, Houweling Nurseries Delta Cogen, Rupert GT 2, Rupert GT 1, Island Cogen 1, Field Battery Storage)","(Generator,Storage)",NA
BPA_RegD,0.0,600.0,,Down,"(Beaver CC 1d, Grays Harbor Energy 1A, Tenaska Ferndale 1b, Boulder Park 6, Clatskanie 1, Hermiston 1a, Port Westward 1, Beaver CC 1b, Beaver Peaker 8, Mill Creek MT GT3, Fredonia GT 3, Chehalis CC 1a, Frederickson GT 1, Beaver CC 1a, OR State Univ CC, Encogen 1a, Whitehorn 2, Tenaska Ferndale 1a, Rathdrum GT 2, River Road 1, Boulder Park 4, Kettle Falls Peaker 1, Morrow Power 1, Beaver CC 1e, March Point 1c, Goldendale 1, Frederickson 1, Encogen 1c, Hermiston Cogen CC2, Encogen 1b, Boulder Park 3, Rathdrum Cogentrix 1, March Point 1b, Chehalis CC 1b, Frederickson GT 2, Sumas Energy 1, Centralia 2, Mill Creek MT GT4, Beaver CC 1f, March Point 1a, Mill Creek MT GT1, Pasco Franklin 4, Boulder Park 5, Hermiston 1b, Coyote Springs 2, Pasco Franklin 2, Mill Creek MT GT2, Grays Harbor Energy 1B, Carty Gen Station, Weyco Egy Ctr 1, Beaver CC 1c, Pasco Franklin 3, Northeast GT 1, Coyote Springs 1, Mint Farm Generation CC, Pasco Franklin 1, Rathdrum GT 1, Boulder Park 2, Boulder Park 1, Fredonia GT 4, Hermiston Cogen CC1)","(Generator,Storage)",NA
BPA_RegU,0.0,600.0,,Up,"(Beaver CC 1d, Grays Harbor Energy 1A, Tenaska Ferndale 1b, Boulder Park 6, Clatskanie 1, Hermiston 1a, Port Westward 1, Beaver CC 1b, Beaver Peaker 8, Mill Creek MT GT3, Fredonia GT 3, Chehalis CC 1a, Frederickson GT 1, Beaver CC 1a, OR State Univ CC, Encogen 1a, Whitehorn 2, Tenaska Ferndale 1a, Rathdrum GT 2, River Road 1, Boulder Park 4, Kettle Falls Peaker 1, Morrow Power 1, Beaver CC 1e, March Point 1c, Goldendale 1, Frederickson 1, Encogen 1c, Hermiston Cogen CC2, Encogen 1b, Boulder Park 3, Rathdrum Cogentrix 1, March Point 1b, Chehalis CC 1b, Frederickson GT 2, Sumas Energy 1, Centralia 2, Mill Creek MT GT4, Beaver CC 1f, March Point 1a, Mill Creek MT GT1, Pasco Franklin 4, Boulder Park 5, Hermiston 1b, Coyote Springs 2, Pasco Franklin 2, Mill Creek MT GT2, Grays Harbor Energy 1B, Carty Gen Station, Weyco Egy Ctr 1, Beaver CC 1c, Pasco Franklin 3, Northeast GT 1, Coyote Springs 1, Mint Farm Generation CC, Pasco Franklin 1, Rathdrum GT 1, Boulder Park 2, Boulder Park 1, Fredonia GT 4, Hermiston Cogen CC1)","(Generator,Storage)",NA
