pras_ts,psy_no_scaling,psy_scaling
25,0.30203,287.53256000000005
4,0.36351,346.06152
15,0.27997,266.53144
58,0.13778,131.16656
159,0.02125,20.23
329,0.05168,49.19936
292,0.03123,29.73096
301,0.0855,81.396
525,0.06313,60.09976
476,0.07033,66.95416
387,0.05982,56.94864
360,0.04801,45.70552
116,0.0424,40.3648
9,0.0324,30.8448
13,0.07529,71.67608
30,0.02779,26.45608
62,0.01128,10.73856
503,0.00778,7.40656
484,0.00555,5.2836
197,0.0058,5.521599999999999
639,0.00319,3.03688
465,0.00417,3.96984
259,0.00413,3.93176
606,0.01459,13.88968
536,0.01245,11.8524
691,0.00218,2.07536
548,0.00133,1.26616
356,0.02117,20.153840000000002
525,0.0485,46.172000000000004
418,0.00942,8.967839999999999
248,0.01356,12.90912
359,0.00557,5.30264
440,0.00031,0.29512
461,0.06074,57.82448
409,0.01259,11.98568
414,0.0,0.0
82,0.0,0.0
5,0.0,0.0
71,0.0,0.0
29,0.0,0.0
131,0.00078,0.74256
312,0.00871,8.291920000000001
167,0.02367,22.53384
244,0.02072,19.72544
250,0.01778,16.926560000000002
82,0.01231,11.71912
80,0.01099,10.46248
212,0.26415,251.4708
183,0.56986,542.5067200000001
165,0.27374,260.60048
243,0.03645,34.7004
242,0.08597,81.84344
362,0.04636,44.13472
402,0.17126,163.03951999999998
165,0.19341,184.12632
310,0.45759,435.62568
301,0.47365,450.9148
196,0.34924,332.47648
71,0.2221,211.4392
20,0.11096,105.63392
35,0.04131,39.32712
153,0.0085,8.092
231,0.0,0.0
204,0.0,0.0
198,0.0,0.0
180,0.00136,1.29472
269,0.02358,22.44816
451,0.02829,26.93208
534,0.48449,461.23447999999996
493,0.22443,213.65735999999998
518,0.23479,223.52008
618,0.00441,4.19832
588,0.00289,2.7512800000000004
532,0.61293,583.50936
426,0.76804,731.17408
263,0.71647,682.0794400000001
141,0.63875,608.09
49,0.59831,569.59112
20,0.76434,727.65168
18,0.67197,639.71544
34,0.77238,735.30576
45,0.6148,585.2896000000001
95,0.38185,363.5212
7,0.1233,117.3816
0,0.08142,77.51184
0,0.22625,215.39000000000001
0,0.27618,262.92336
3,0.15923,151.58696
10,0.06248,59.48096
2,0.0564,53.6928
2,0.1257,119.66640000000001
9,0.06823,64.95496
10,0.40671,387.18792
6,0.78394,746.31088
18,0.45404,432.24608
56,0.18541,176.51031999999998
156,0.0712,67.7824
320,0.14674,139.69648
294,0.05983,56.95816
280,0.14135,134.5652
342,0.38057,362.30264
189,0.55381,527.22712
85,0.43497,414.09144000000003
35,0.66207,630.29064
4,0.74098,705.41296
9,0.51179,487.22407999999996
22,0.31624,301.06048000000004
23,0.19859,189.05767999999998
39,0.03651,34.75752
43,0.02861,27.23672
17,0.03368,32.06336
28,0.07877,74.98904
11,0.19428,184.95456000000001
12,0.28913,275.25176
2,0.76303,726.40456
3,0.18006,171.41712
4,0.38101,362.72152
0,0.19035,181.2132
5,0.14617,139.15384
66,0.62268,592.79136
95,0.31638,301.19376
35,0.33717,320.98584
11,0.29904,284.68607999999995
67,0.14912,141.96224
218,0.04647,44.239439999999995
143,0.00502,4.77904
249,0.01866,17.764319999999998
548,0.00927,8.825040000000001
459,0.0,0.0
547,0.0,0.0
444,0.00265,2.5228
338,0.0,0.0
151,0.0,0.0
46,7.0e-5,0.06663999999999999
16,0.00482,4.58864
30,0.01691,16.09832
87,0.03943,37.53736
97,0.05322,50.665440000000004
138,0.0557,53.0264
145,0.10232,97.40863999999999
91,0.05287,50.33224
49,0.07036,66.98272
41,0.05367,51.09384
48,0.05499,52.35048
82,0.51049,485.98648
148,0.65918,627.53936
177,0.56959,542.24968
202,0.46675,444.346
91,0.41887,398.76424000000003
71,0.52424,499.07648000000006
86,0.37319,355.27688
154,0.28807,274.24264
157,0.12671,120.62791999999999
144,0.10357,98.59863999999999
168,0.11677,111.16504
134,0.18732,178.32863999999998
17,0.18174,173.01648
94,0.15584,148.35968
155,0.08725,83.062
118,0.05504,52.39808
106,0.11951,113.77352
149,0.15139,144.12328
189,0.12248,116.60096
214,0.09755,92.8676
41,0.05195,49.4564
17,0.06609,62.91768
28,0.06327,60.23304000000001
61,0.34614,329.52528
127,0.54197,515.95544
561,0.4225,402.21999999999997
362,0.10862,103.40624
229,0.00959,9.12968
136,0.00407,3.87464
67,0.00307,2.92264
27,0.04511,42.94472
43,0.08652,82.36704
26,0.04538,43.20176
16,0.08582,81.70063999999999
25,0.17295,164.64839999999998
11,0.03034,28.88368
35,0.02267,21.58184
137,0.01097,10.44344
130,0.00436,4.15072
111,0.00555,5.2836
79,0.01353,12.880560000000001
83,0.01787,17.012240000000002
155,0.01027,9.77704
105,0.02245,21.372400000000003
9,0.01778,16.926560000000002
5,0.06133,58.386160000000004
0,0.62701,596.91352
33,0.0744,70.8288
35,0.13043,124.16936
68,0.03249,30.93048
94,0.01067,10.15784
92,0.01042,9.91984
79,0.0438,41.6976
104,0.0071,6.759200000000001
180,0.09943,94.65736000000001
193,0.30229,287.78008
182,0.45473,432.90296
153,0.2397,228.1944
159,0.07024,66.86847999999999
34,0.03017,28.72184
4,0.0,0.0
0,0.0,0.0
6,0.00131,1.24712
23,0.00275,2.618
17,0.00092,0.8758400000000001
26,0.00084,0.7996800000000001
2,0.00954,9.08208
22,0.01226,11.67152
19,0.00176,1.6755200000000001
15,0.12226,116.39152
0,0.12387,117.92424
138,0.06702,63.803039999999996
133,0.62178,591.93456
122,0.17846,169.89392
288,0.33599,319.86248
17,0.63873,608.07096
152,0.55538,528.72176
199,0.73822,702.78544
277,0.64059,609.84168
263,0.50814,483.74928000000006
273,0.34023,323.89896
97,0.22129,210.66807999999997
76,0.48451,461.25352
15,0.04888,46.53376
0,0.10319,98.23688
0,0.00555,5.2836
0,0.14345,136.5644
8,0.10717,102.02584
12,0.11387,108.40424
18,0.07381,70.26712
32,0.1289,122.71279999999999
267,0.21217,201.98584
116,0.19294,183.67888
569,0.70863,674.61576
563,0.82154,782.10608
422,0.77052,733.53504
163,0.8345,794.4440000000001
116,0.46615,443.7748
23,0.13327,126.87304
3,0.01132,10.77664
71,0.14962,142.43824
92,0.394,375.088
43,0.41404,394.16608
42,0.34999,333.19048000000004
43,0.24664,234.80128
61,0.12254,116.65808
116,0.07678,73.09456
32,0.00178,1.6945599999999998
16,0.0,0.0
18,0.0,0.0
12,0.0,0.0
6,0.0,0.0
10,0.00884,8.41568
5,0.01902,18.107039999999998
8,0.037,35.224
6,0.60998,580.70096
14,0.25779,245.41608000000002
6,0.35515,338.1028
12,0.09077,86.41304000000001
55,0.44855,427.0196
133,0.60835,579.1492
129,0.26337,250.72824
28,0.27209,259.02968
45,0.0996,94.8192
141,0.65704,625.50208
119,0.63675,606.186
184,0.62805,597.9036
265,0.49269,469.04088
415,0.52283,497.73416000000003
79,0.47406,451.30512
59,0.41139,391.64328
64,0.29847,284.14344
263,0.10141,96.54232
125,0.62395,594.0004
368,0.72594,691.09488
161,0.6735,641.172
272,0.63678,606.21456
114,0.79909,760.7336799999999
500,0.56231,535.31912
547,0.08604,81.91008000000001
477,0.29871,284.37192
265,0.07743,73.71336
549,0.2733,260.1816
321,0.18928,180.19456
335,0.24342,231.73584
511,0.34672,330.07743999999997
258,0.03179,30.26408
528,0.08033,76.47416
508,0.28003,266.58856000000003
560,0.59835,569.6292000000001
633,0.60786,578.6827199999999
334,0.61723,587.6029599999999
117,0.62269,592.80088
346,0.39834,379.21968000000004
261,0.32118,305.76336000000003
179,0.19076,181.60352
97,0.07466,71.07632000000001
54,0.01913,18.21176
59,0.01373,13.07096
90,0.04476,42.61152
120,0.07467,71.08584
140,0.28213,268.58776
227,0.41855,398.45959999999997
187,0.41793,397.86936000000003
335,0.41826,398.18352000000004
699,0.48485,461.5772
592,0.27588,262.63776
439,0.1016,96.72319999999999
434,0.05113,48.675760000000004
308,0.00434,4.13168
376,0.25477,242.54104
283,0.09939,94.61928
346,0.27341,260.28632
215,0.2209,210.29680000000002
251,0.30619,291.49288
254,0.17609,167.63768
215,0.18863,179.57576
274,0.09238,87.94576
244,0.12069,114.89688000000001
184,0.07132,67.89663999999999
164,0.01082,10.30064
141,0.207,197.064
101,0.00407,3.87464
57,0.00704,6.7020800000000005
65,0.14878,141.63855999999998
44,0.16655,158.5556
100,0.69359,660.29768
47,0.65705,625.5116
47,0.21616,205.78431999999998
100,0.02573,24.49496
191,0.25615,243.85479999999998
181,0.2718,258.7536
196,0.75018,714.1713599999999
123,0.73843,702.98536
69,0.34002,323.69903999999997
15,0.15315,145.7988
0,0.28732,273.52864
3,0.20493,195.09336
10,0.27148,258.44896
24,0.11469,109.18488
75,0.07032,66.94463999999999
60,0.28727,273.48104
43,0.28301,269.42552
15,0.14815,141.0388
0,0.06756,64.31711999999999
0,0.10083,95.99016
0,0.09385,89.3452
0,0.09103,86.66056
8,0.24918,237.21936000000002
4,0.24627,234.44904
82,0.07735,73.6372
101,0.00266,2.53232
600,0.16126,153.51952
238,0.14925,142.08599999999998
448,0.04956,47.18112
67,0.53157,506.05464
55,0.3088,293.9776
57,0.11597,110.40344
18,0.19742,187.94384000000002
0,0.20086,191.21872000000002
0,0.50739,483.03528
0,0.48934,465.85168
0,0.3049,290.2648
0,0.2471,235.23919999999998
2,0.32154,306.10608
1,0.46941,446.87832
8,0.3955,376.516
29,0.20742,197.46384
67,0.28294,269.35888
104,0.22317,212.45784
174,0.19757,188.08664
106,0.23978,228.27056
302,0.21653,206.13656
494,0.26292,250.29984
434,0.31801,302.74552
468,0.28039,266.93127999999996
534,0.31247,297.47144000000003
395,0.27606,262.80912
583,0.21948,208.94496
708,0.28325,269.654
733,0.57873,550.95096
705,0.77087,733.86824
688,0.76504,728.31808
720,0.78128,743.77856
529,0.82196,782.5059200000001
505,0.79107,753.09864
360,0.81373,774.6709599999999
268,0.81418,775.09936
39,0.79711,758.84872
39,0.65137,620.10424
21,0.35594,338.85488
13,0.04117,39.19384
56,0.05287,50.33224
150,0.06251,59.509519999999995
160,0.08416,80.12031999999999
195,0.11617,110.59384
265,0.11502,109.49904
223,0.08338,79.37776
269,0.05756,54.79712
226,0.04785,45.5532
316,0.0332,31.6064
464,0.01656,15.765119999999998
619,0.0007,0.6664
671,0.0,0.0
693,0.0,0.0
673,0.01316,12.528319999999999
638,0.10051,95.68552
625,0.09354,89.05008
493,0.32522,309.60944
375,0.43611,415.17672
548,0.46949,446.95448
473,0.48302,459.83504
330,0.50234,478.22768
256,0.39008,371.35616
237,0.36072,343.40544
322,0.24073,229.17496
267,0.17196,163.70592
295,0.23743,226.03336000000002
247,0.2627,250.0904
236,0.25208,239.98016
353,0.49521,471.43992
394,0.56266,535.65232
574,0.54661,520.3727200000001
352,0.50255,478.42760000000004
241,0.42558,405.15216000000004
159,0.35881,341.58712
349,0.24569,233.89687999999998
666,0.43784,416.82368
614,0.38568,367.16736000000003
545,0.25303,240.88455999999996
611,0.37561,357.58072
647,0.41241,392.61432
603,0.46239,440.19528
165,0.35954,342.28208
256,0.37623,358.17096000000004
537,0.37445,356.4764
537,0.30181,287.32312
392,0.30334,288.77968
254,0.26486,252.14672
212,0.03645,34.7004
269,0.04479,42.640080000000005
256,0.07609,72.43768
168,0.09231,87.87912
215,0.1461,139.0872
280,0.12492,118.92384
665,0.19694,187.48688
671,0.24427,232.54504
393,0.18765,178.64280000000002
155,0.16412,156.24223999999998
135,0.15624,148.74048
51,0.06904,65.72608000000001
24,0.0685,65.212
31,0.04874,46.40048
47,0.00196,1.86592
82,0.0,0.0
145,0.01944,18.50688
66,0.02049,19.50648
10,0.07881,75.02712000000001
10,0.05581,53.131119999999996
7,0.03393,32.30136
38,0.03906,37.18512
19,0.14986,142.66672
10,0.06467,61.56584000000001
0,0.02604,24.79008
0,0.00036,0.34272
0,0.0,0.0
6,0.0,0.0
20,0.00169,1.60888
57,0.00747,7.11144
141,0.00945,8.9964
82,0.00745,7.0924
82,0.00624,5.94048
41,0.01257,11.96664
27,0.0,0.0
51,0.01547,14.72744
59,0.14335,136.4692
125,0.11568,110.12736000000001
204,0.03087,29.388240000000003
198,0.01239,11.79528
340,0.2828,269.2256
321,0.15025,143.03799999999998
429,0.27381,260.66712
659,0.38848,369.83296
565,0.65335,621.9892
566,0.54458,518.44016
447,0.07737,73.65624
144,0.53305,507.46360000000004
50,0.19706,187.60112
36,0.08705,82.8716
33,0.51721,492.38391999999993
61,0.2644,251.70880000000002
69,0.04579,43.592079999999996
102,0.06955,66.2116
109,0.14077,134.01304000000002
92,0.77688,739.5897600000001
105,0.10846,103.25392
220,0.25482,242.58864
301,0.83009,790.24568
616,0.34636,329.73472
644,0.38542,366.91983999999997
570,0.26349,250.84248
476,0.31639,301.20328
563,0.16042,152.71984
388,0.37368,355.74336
388,0.27094,257.93488
592,0.14318,136.30736
617,0.22584,214.99968
666,0.53719,511.40487999999993
712,0.34986,333.06672000000003
690,0.2659,253.13680000000002
684,0.3468,330.1536
666,0.43404,413.20608
669,0.33344,317.43488
642,0.38891,370.24232
628,0.20777,197.79704
616,0.2986,284.2672
627,0.11284,107.42367999999999
630,0.07317,69.65784
617,0.02132,20.29664
609,0.00381,3.62712
605,0.42952,408.90304000000003
589,0.3749,356.9048
522,0.09135,86.9652
468,0.03937,37.48024
441,0.02143,20.40136
385,0.02369,22.55288
429,0.00456,4.34112
450,0.00802,7.635039999999999
365,0.03762,35.81424
291,0.03364,32.02528
282,0.07467,71.08584
220,0.04727,45.001039999999996
172,0.0138,13.137599999999999
149,0.00736,7.0067200000000005
98,0.02144,20.410880000000002
77,0.00402,3.82704
69,0.0,0.0
47,0.0,0.0
40,0.05701,54.27352
48,0.03123,29.73096
70,0.00643,6.12136
85,0.0008,0.7616
151,0.04934,46.97168
167,0.03904,37.16608
187,0.00492,4.68384
261,0.01939,18.45928
335,0.42651,406.03752
303,0.17577,167.33304
438,0.06633,63.14616
440,0.07776,74.02752
458,0.0613,58.3576
401,0.03282,31.24464
247,0.00317,3.01784
95,0.00591,5.626320000000001
33,0.0,0.0
14,0.0,0.0
0,0.0,0.0
6,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0007,0.6664
7,0.0014,1.3328
6,0.0,0.0
10,0.0,0.0
17,0.00896,8.529919999999999
9,0.02737,26.05624
0,0.15504,147.59808
0,0.35628,339.17856
0,0.22979,218.76008
0,0.11184,106.47167999999999
0,0.0803,76.4456
8,0.00373,3.55096
13,0.00535,5.0931999999999995
28,0.00627,5.969040000000001
20,0.01713,16.30776
58,0.04042,38.479839999999996
71,0.02463,23.44776
82,0.01459,13.88968
107,0.01972,18.77344
130,0.00228,2.17056
86,0.0,0.0
29,0.0,0.0
8,0.0,0.0
13,0.0,0.0
11,0.00674,6.41648
15,0.0108,10.281600000000001
7,0.02284,21.743679999999998
6,0.01775,16.898
0,0.0281,26.7512
0,0.04409,41.973679999999995
5,0.0698,66.4496
17,0.15407,146.67464
76,0.02546,24.23792
144,0.0,0.0
115,0.02206,21.00112
90,0.03089,29.40728
48,0.05318,50.627359999999996
59,0.12926,123.05552000000002
59,0.11457,109.07064000000001
193,0.19269,183.44088
227,0.23552,224.21504000000002
306,0.17871,170.13192
264,0.26202,249.44303999999997
268,0.21825,207.774
196,0.03903,37.15656
150,0.00589,5.60728
79,0.0018,1.7136
46,0.0,0.0
47,0.0,0.0
388,0.0,0.0
539,0.00022,0.20944000000000002
586,0.00863,8.215760000000001
162,0.01353,12.880560000000001
247,0.65034,619.12368
474,0.04183,39.82216
297,0.1874,178.40480000000002
104,0.20984,199.76768
84,0.06389,60.823280000000004
21,0.14746,140.38192
14,0.04682,44.57264
148,0.07309,69.58168
143,0.13837,131.72824
39,0.28056,267.09312
11,0.35001,333.20952
0,0.31076,295.84351999999996
2,0.2529,240.76080000000002
0,0.2798,266.3696
3,0.23091,219.82632
3,0.10309,98.14168000000001
22,0.01464,13.93728
2,0.01126,10.71952
0,0.00519,4.94088
3,0.00608,5.78816
128,0.12196,116.10592
117,0.0,0.0
111,0.02126,20.239520000000002
315,0.02607,24.81864
51,0.0,0.0
528,0.01001,9.52952
236,0.01306,12.43312
532,0.21198,201.80496
352,0.10587,100.78824
125,0.22929,218.28408
4,0.37644,358.37088
24,0.29842,284.09584
63,0.30218,287.67536
21,0.42955,408.9316
12,0.49696,473.10592
4,0.71812,683.6502399999999
41,0.74175,706.1460000000001
0,0.35417,337.16983999999997
0,0.15641,148.90232
0,0.09658,91.94416
0,0.18338,174.57775999999998
0,0.28189,268.35927999999996
2,0.09021,85.87992
43,0.24145,229.8604
1,0.39936,380.19072
56,0.68823,655.19496
585,0.64896,617.80992
275,0.61183,582.46216
55,0.12491,118.91431999999999
284,0.3332,317.2064
668,0.30766,292.89232
567,0.64736,616.2867200000001
147,0.31405,298.9756
195,0.22299,212.28647999999998
68,0.67889,646.30328
91,0.39163,372.83176
174,0.53525,509.558
116,0.68329,650.49208
50,0.36551,347.96552
30,0.54362,517.52624
14,0.22682,215.93264
3,0.12668,120.59935999999999
1,0.31448,299.38496
4,0.17021,162.03992
2,0.45759,435.62568
3,0.12458,118.60016
2,0.03695,35.176399999999994
3,0.01674,15.936480000000001
2,0.17765,169.1228
0,0.12285,116.9532
0,0.01667,15.86984
5,0.00433,4.12216
0,0.01607,15.29864
2,0.01751,16.669520000000002
14,0.12999,123.75048
355,0.0654,62.2608
328,0.20705,197.1116
544,0.18312,174.33024
322,0.17551,167.08552
157,0.27114,258.12528
93,0.22146,210.82992
26,0.08679,82.62408
9,0.02097,19.96344
17,0.16319,155.35688
10,0.17303,164.72456
63,0.07075,67.354
25,0.01044,9.93888
13,0.0,0.0
1,0.0,0.0
0,0.0,0.0
0,0.00408,3.8841600000000005
2,0.01772,16.86944
0,0.01274,12.12848
1,0.22768,216.75136
3,0.09429,89.76407999999999
59,0.01182,11.252640000000001
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.00417,3.96984
6,0.63512,604.63424
96,0.44412,422.80224000000004
158,0.46852,446.03104
170,0.65292,621.57984
209,0.72107,686.45864
166,0.71531,680.97512
160,0.47545,452.6284
219,0.61337,583.92824
226,0.46704,444.62208
227,0.25136,239.29471999999998
287,0.15638,148.87376
167,0.10332,98.36063999999999
47,0.22175,211.106
5,0.12471,118.72392
1,0.11689,111.27928
0,0.01159,11.03368
1,0.28284,269.26367999999997
0,0.06454,61.44208
4,0.0199,18.9448
15,0.36964,351.89728
34,0.13413,127.69176
20,0.01027,9.77704
5,0.44811,426.60072
295,0.21163,201.47176000000002
162,0.15589,148.40728000000001
49,0.01202,11.44304
29,0.0,0.0
44,0.02376,22.61952
86,0.0,0.0
110,0.0,0.0
583,0.0,0.0
383,0.00363,3.45576
146,0.01138,10.83376
104,0.01448,13.78496
118,0.00848,8.07296
132,2.0e-5,0.01904
12,0.0,0.0
0,0.0,0.0
2,0.0,0.0
3,0.0,0.0
6,0.00307,2.92264
10,0.02763,26.303759999999997
15,0.06475,61.642
19,0.05814,55.34928
34,0.12053,114.74455999999999
234,0.29933,284.96216
239,0.27779,264.45608
297,0.13722,130.63344
253,0.08856,84.30912
157,0.09094,86.57488
4,0.23216,221.01632
9,0.06439,61.29928
14,0.04346,41.37392
27,0.05357,50.99864
179,0.13145,125.14040000000001
118,0.1929,183.64079999999998
90,0.31368,298.62336
147,0.28152,268.00704
338,0.22892,217.93184000000002
347,0.13237,126.01623999999998
255,0.04787,45.57224
52,0.06102,58.09104
52,0.09001,85.68952
97,0.51398,489.30896
139,0.38846,369.81392000000005
161,0.2445,232.76399999999998
76,0.71172,677.55744
92,0.42279,402.49608
128,0.55297,526.4274399999999
219,0.58307,555.08264
71,0.5565,529.788
39,0.76909,732.1736800000001
88,0.80563,766.95976
56,0.50823,483.83495999999997
54,0.37742,359.30384
104,0.38287,364.49224
317,0.29717,282.90584
253,0.22162,210.98224000000002
324,0.18092,172.23584
197,0.12164,115.80127999999999
170,0.27847,265.10344
163,0.49957,475.59064
129,0.33642,320.27184
84,0.17722,168.71344
4,0.16764,159.59328000000002
7,0.26577,253.01304000000002
11,0.03284,31.26368
2,0.33347,317.46344
0,0.15663,149.11176
1,0.00444,4.22688
32,0.01304,12.41408
227,0.0,0.0
164,0.29321,279.13592
74,0.08294,78.95888
194,0.07488,71.28576
86,0.15715,149.60680000000002
0,0.25652,244.20704000000003
3,0.56562,538.47024
55,0.54019,514.2608799999999
26,0.01714,16.31728
95,0.01283,12.21416
94,0.03158,30.064159999999998
30,0.08947,85.17544
2,0.16781,159.75511999999998
17,0.2123,202.1096
0,0.33247,316.51144
4,0.26474,252.03247999999996
0,0.1062,101.1024
0,0.0596,56.7392
0,0.37342,355.49584
19,0.27704,263.74208
6,0.03189,30.359280000000002
78,0.073,69.496
33,0.19933,189.76216
13,0.08964,85.33727999999999
103,0.67483,642.43816
0,0.0,0.0
4,0.1017,96.8184
360,0.38563,367.11976
2,0.61641,586.82232
30,0.18872,179.66144
23,0.25953,247.07255999999998
45,0.1506,143.37120000000002
15,0.13667,130.10984000000002
30,0.02424,23.07648
29,0.12223,116.36296
9,0.0606,57.6912
0,0.1575,149.94
0,0.15981,152.13912000000002
0,0.10381,98.82712
0,0.07897,75.17944
0,0.01762,16.77424
0,0.00943,8.97736
0,0.03547,33.76744
0,0.06194,58.96688
0,0.13983,133.11816000000002
21,0.18928,180.19456
69,0.04572,43.525439999999996
153,0.21379,203.52808000000002
62,0.674,641.648
13,0.14423,137.30696
5,0.44154,420.34608
134,0.19103,181.86056
79,0.63155,601.2356
7,0.14154,134.74608
0,0.0568,54.073600000000006
0,0.01388,13.21376
0,0.57918,551.37936
0,0.47557,452.74264
0,0.21906,208.54512
0,0.23765,226.2428
0,0.1464,139.3728
0,0.10151,96.63752000000001
0,0.10599,100.90248
0,0.10012,95.31424
0,0.06266,59.652319999999996
0,0.11531,109.77512
3,0.13736,130.76672000000002
5,0.13918,132.49936
14,0.16109,153.35768000000002
38,0.18878,179.71856
13,0.22537,214.55223999999998
4,0.22008,209.51615999999999
15,0.18102,172.33103999999997
35,0.16148,153.72896
60,0.14929,142.12408
52,0.0895,85.204
25,0.01939,18.45928
0,0.00195,1.8563999999999998
0,0.06541,62.27032
27,0.14881,141.66712
0,0.32887,313.08424
0,0.32778,312.04656
7,0.34056,324.21312
6,0.44109,419.91767999999996
0,0.34061,324.26072000000005
3,0.46512,442.79424
4,0.10523,100.17896
0,0.08524,81.14847999999999
0,0.00213,2.02776
0,0.1734,165.0768
0,0.1556,148.13119999999998
0,0.21766,207.21232
0,0.12467,118.68584
1,0.11624,110.66047999999999
5,0.21662,206.22224
18,0.54801,521.70552
4,0.56517,538.04184
0,0.65165,620.3707999999999
1,0.19239,183.15528
78,0.68642,653.47184
162,0.42386,403.51472
9,0.22562,214.79023999999998
10,0.05679,54.06408
0,0.15424,146.83648
3,0.49927,475.30504
5,0.49861,474.67672
6,0.76549,728.74648
13,0.67935,646.7412
51,0.66072,629.00544
69,0.44259,421.34567999999996
111,0.17031,162.13512
164,0.1625,154.70000000000002
74,0.02773,26.398960000000002
33,0.21998,209.42096
2,0.48452,461.26304
0,0.06988,66.52575999999999
0,0.20423,194.42696
0,0.62021,590.43992
0,0.53564,509.92928
13,0.6185,588.812
1,0.66793,635.86936
95,0.7015,667.828
4,0.24306,231.39312
0,0.24944,237.46688
6,0.33525,319.158
6,0.37507,357.06664
3,0.30386,289.27472
7,0.11865,112.9548
22,0.01358,12.92816
66,0.00615,5.8548
106,0.00047,0.44744
62,0.0108,10.281600000000001
171,0.02903,27.63656
183,0.0676,64.3552
165,0.2473,235.4296
181,0.25706,244.72112
127,0.11944,113.70688
66,0.04047,38.52744
31,0.00592,5.63584
2,0.00463,4.40776
2,0.01901,18.09752
24,0.08319,79.19688
34,0.10603,100.94056
0,0.35767,340.50184
2,0.50468,480.45536000000004
1,0.52083,495.83016000000003
0,0.15272,145.38944
4,0.2448,233.0496
37,0.79562,757.43024
60,0.78078,743.3025600000001
94,0.80777,768.99704
122,0.75553,719.2645600000001
156,0.70905,675.0156
221,0.7053,671.4456
242,0.65958,627.92016
240,0.52671,501.42792000000003
99,0.3389,322.6328
102,0.58838,560.13776
173,0.74947,713.4954399999999
131,0.66169,629.92888
130,0.50057,476.54263999999995
423,0.42586,405.41872
460,0.59644,567.81088
610,0.57001,542.64952
645,0.66586,633.89872
113,0.70887,674.84424
91,0.68471,651.84392
162,0.70693,672.99736
216,0.6404,609.6608
243,0.59814,569.42928
200,0.48582,462.50064
199,0.60258,573.65616
532,0.23139,220.28328000000002
3,0.32435,308.7812
315,0.42852,407.95104000000003
19,0.19893,189.38136
75,0.31979,304.44008
51,0.16978,161.63055999999997
179,0.02548,24.25696
478,0.34812,331.41024
496,0.15523,147.77896
210,0.16305,155.2236
197,0.25154,239.46607999999998
198,0.24116,229.58432000000002
51,0.09725,92.58200000000001
11,0.09826,93.54352
0,0.09017,85.84184
0,0.093,88.536
8,0.08603,81.90056
33,0.1213,115.47760000000001
5,0.20937,199.32024
0,0.31042,295.51984
91,0.2338,222.57760000000002
326,0.18762,178.61424
21,0.15793,150.34936
2,0.10773,102.55896
122,0.07938,75.56976
42,0.07225,68.782
74,0.06131,58.36712
6,0.02006,19.09712
0,0.03833,36.49016
61,0.10305,98.1036
27,0.01578,15.022559999999999
657,0.05226,49.75152
411,0.08773,83.51896
65,0.0363,34.5576
33,0.03779,35.976079999999996
83,0.07852,74.75104
25,0.01313,12.49976
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
2,0.02099,19.982480000000002
64,0.05808,55.29216
130,0.03,28.56
99,0.03707,35.290639999999996
158,0.06433,61.24216
22,0.15338,146.01775999999998
19,0.00455,4.3316
13,0.22917,218.16984000000002
96,0.37937,361.16024
17,0.14282,135.96464
0,0.094,89.488
3,0.03865,36.794799999999995
81,0.19063,181.47976
24,0.31466,299.55631999999997
0,0.1672,159.1744
0,0.21593,205.56536
2,0.50989,485.41527999999994
16,0.41135,391.60519999999997
62,0.50185,477.76120000000003
59,0.41104,391.31008
40,0.32455,308.9716
50,0.29959,285.20968000000005
26,0.23732,225.92864
78,0.18749,178.49048
108,0.65772,626.14944
189,0.23264,221.47328000000002
200,0.39574,376.74447999999995
292,0.07885,75.0652
389,0.07732,73.60864
290,0.02427,23.10504
246,0.0,0.0
171,0.00213,2.02776
177,0.45652,434.60704
202,0.19866,189.12432
188,0.11771,112.05991999999999
194,0.60459,575.56968
233,0.05807,55.282639999999994
154,0.04936,46.99072
196,0.02189,20.83928
166,0.02623,24.97096
142,0.05543,52.76936
77,0.23024,219.18848
91,0.35319,336.23688
82,0.49993,475.93336
64,0.10384,98.85568
46,0.16005,152.3676
107,0.18049,171.82648
120,0.25296,240.81792000000002
199,0.12015,114.3828
266,0.08358,79.56816
360,0.02127,20.24904
421,0.17525,166.838
532,0.04799,45.686479999999996
415,0.13079,124.51207999999998
422,0.28009,266.64568
388,0.13564,129.12928000000002
477,0.33923,322.94696
489,0.58538,557.28176
405,0.18215,173.4068
302,0.23039,219.33128000000002
188,0.20939,199.33928
51,0.23469,223.42488
23,0.50004,476.03808000000004
20,0.266,253.23200000000003
27,0.16908,160.96416000000002
8,0.20676,196.83552
12,0.16412,156.24223999999998
23,0.27105,258.0396
4,0.13077,124.49304
0,0.3277,311.9704
0,0.29603,281.82056
1,0.09255,88.10759999999999
0,0.10749,102.33048000000001
3,0.18171,172.98792
15,0.21483,204.51816
4,0.52473,499.54296000000005
26,0.20611,196.21671999999998
3,0.22001,209.44952
5,0.1939,184.59279999999998
2,0.445,423.64
55,0.56691,539.69832
0,0.38986,371.14671999999996
11,0.32513,309.52376
17,0.27466,261.47632
88,0.22127,210.64903999999999
96,0.29014,276.21328
