hour,date,WY_1998,WY_1999,WY_2000,WY_2001,WY_2002,WY_2003,WY_2004,WY_2005,WY_2006,WY_2007,WY_2008,WY_2009,WY_2010,WY_2011,WY_2012,WY_2013,WY_2014,WY_2015,WY_2016,WY_2017,WY_2018,WY_2019,WY_2020,WY_2021,WY_2022
1,2030-01-01T00:00:00.0,1775.5,1751.9,1820.1,1714.7,1683.4,1832.0,1887.8000000000002,1881.6,1811.7999999999997,1982.0,2115.4,1935.7000000000003,2013.3,2195.5,1899.3999999999999,2047.2,1850.9999999999998,2030.2999999999997,2032.8,1799.7999999999997,1803.1,1970.0,1907.6,1690.8,1772.2
2,2030-01-01T01:00:00.0,1692.8,1692.8,1741.1,1645.7,1628.0,1773.7999999999997,1829.0999999999997,1798.1,1732.5,1917.0999999999997,2042.2000000000003,1841.9,1938.6000000000001,2102.1,1836.9999999999998,1985.2,1786.2,1956.7,1969.9,1715.1,1729.6,1910.1,1831.2,1612.7,1700.7
3,2030-01-01T02:00:00.0,1658.3,1661.6,1705.4,1614.1,1580.2,1757.7999999999997,1812.7,1704.9,1690.1,1881.3,2007.3,1808.6000000000001,1942.4,2044.0,1805.3000000000002,1952.7,1748.3,1922.6000000000001,1932.1,1695.9,1709.1,1887.9,1808.6000000000001,1590.1,1660.3
4,2030-01-01T03:00:00.0,1648.1,1653.9,1703.9,1606.4,1587.8,1761.6999999999998,1804.6000000000001,1752.2,1665.9,1870.3,1998.7,1798.8999999999999,1926.5,2023.1000000000001,1786.8999999999999,1939.3,1740.2,1909.0999999999997,1924.8,1674.1,1701.4,1864.5000000000002,1784.8,1596.9,1672.9
5,2030-01-01T04:00:00.0,1667.5,1677.0,1689.0,1639.5,1603.5,1802.6000000000001,1846.8,1756.3,1670.0,1870.3,2013.2,1800.8999999999999,1899.2,2025.2,1796.0,1945.0999999999997,1737.7999999999997,1895.5,1911.6,1665.9,1698.5,1868.7,1791.9,1621.7,1667.1
6,2030-01-01T05:00:00.0,1721.8,1749.5,1726.0,1709.4,1672.7,1876.3,1914.2999999999997,1764.4000000000003,1684.7,1887.4,2023.7,1826.3,1902.2999999999997,2034.9000000000003,1807.3000000000002,1971.3,1736.7,1921.7000000000003,1961.3999999999999,1687.5,1719.3,1896.9000000000003,1806.1,1695.4,1706.5
7,2030-01-01T06:00:00.0,1777.3000000000002,1839.2,1762.4000000000003,1774.4000000000003,1770.7,1954.1,1972.6000000000001,1746.3,1706.3,1873.9,2016.4,1837.2,1892.1,2033.8000000000002,1793.7999999999997,1972.1999999999998,1759.9,1927.6,1980.5,1702.5,1755.4,1915.2,1837.2,1745.1,1742.2
8,2030-01-01T07:00:00.0,1776.5999999999997,1826.6000000000001,1750.2,1778.3,1777.9,1930.2999999999997,1950.5,1741.5,1668.0,1815.9,1968.7,1770.0,1831.0999999999997,1967.0000000000002,1745.2,1916.1999999999998,1715.1,1877.4,1907.0999999999997,1661.0,1699.8,1873.7000000000003,1813.4,1724.6,1703.1
9,2030-01-01T08:00:00.0,1752.7,1754.7,1722.1,1743.2,1738.2,1855.5,1872.0,1764.2,1651.1,1753.1,1885.3,1702.3,1759.6999999999998,1924.9000000000003,1689.5,1865.8000000000002,1647.8,1822.8999999999999,1816.3,1611.9,1656.9,1797.3000000000002,1766.3,1694.0,1697.3
10,2030-01-01T09:00:00.0,1792.7,1762.5000000000002,1728.7,1750.5999999999997,1753.4,1844.7,1852.9999999999998,1821.6,1696.0,1769.1,1886.4,1726.2,1784.8,1930.9999999999998,1705.5,1858.8,1665.1,1829.4,1813.7000000000003,1609.7,1647.3,1800.5000000000002,1727.4,1679.5,1709.7
11,2030-01-01T10:00:00.0,1808.8999999999999,1774.9999999999998,1711.8,1772.8999999999999,1747.3000000000002,1833.6,1870.4,1853.9,1716.8,1777.5,1885.3,1753.5,1794.0,1928.9999999999998,1713.1,1859.7000000000003,1663.5,1802.7,1804.3,1609.4,1656.1,1790.3,1739.9,1699.0,1718.8
12,2030-01-01T11:00:00.0,1800.5000000000002,1704.3,1686.5,1765.7999999999997,1738.5999999999997,1843.5,1834.8,1852.1,1710.9,1768.7,1872.8,1731.5,1767.5,1892.9999999999998,1701.8,1842.9999999999998,1663.4,1786.5000000000002,1782.7,1603.5,1642.3,1769.9,1737.6999999999998,1664.2,1691.1
13,2030-01-01T12:00:00.0,1810.8,1742.5999999999997,1687.7,1775.2,1796.3,1800.0,1830.6000000000001,1861.6,1733.5,1774.8,1861.0999999999997,1727.7,1780.9999999999998,1885.9,1712.9,1834.3,1675.7,1789.7000000000003,1770.3,1611.7,1655.1,1771.9,1724.0,1679.4,1694.7
14,2030-01-01T13:00:00.0,1791.2,1720.1,1653.2,1758.5000000000002,1780.0,1797.7999999999997,1791.6,1826.3,1715.2,1732.5,1830.8,1694.5,1745.3000000000002,1839.5,1684.2,1789.9,1651.1,1756.0,1737.5,1598.3,1627.2,1741.2,1678.0,1651.1,1680.5
15,2030-01-01T14:00:00.0,1792.0,1724.3,1658.6,1754.8999999999999,1785.4,1777.6,1779.7000000000003,1832.1,1726.8,1728.0,1816.0,1688.4,1739.2,1833.3,1682.6,1779.7000000000003,1650.8,1760.2,1714.8,1614.0,1646.3,1765.6,1686.7,1657.8,1686.7
16,2030-01-01T15:00:00.0,1807.4,1753.6999999999998,1686.4,1759.9,1809.4,1775.2,1768.9999999999998,1854.5000000000002,1752.0,1738.4000000000003,1828.4,1700.0,1758.2,1874.7,1695.9,1796.2,1660.4,1764.8,1754.5000000000002,1651.7,1677.7,1795.4,1742.5000000000002,1676.5,1721.1
17,2030-01-01T16:00:00.0,1945.2,1838.1999999999998,1753.6,1816.8,1900.9999999999998,1816.8,1799.7999999999997,1915.0999999999997,1870.0,1853.5,1955.5,1767.6,1879.0999999999997,2037.7,1796.1,1929.9,1763.1,1896.9000000000003,1882.0,1762.2,1784.5000000000002,1947.7000000000003,1876.1999999999998,1710.2,1862.6000000000001
18,2030-01-01T17:00:00.0,2085.0,1978.8,1937.9,1990.4,2051.1,2008.5,1988.7,2077.1,1990.8,2053.2,2187.0,1952.0,2077.9,2237.8,1983.3999999999999,2125.0,1922.6000000000001,2108.5,2071.7,1918.5,1938.2999999999997,2115.9,2010.1999999999998,1859.9,1991.6
19,2030-01-01T18:00:00.0,2070.4,1977.3999999999999,1940.7,1999.7,2017.0999999999997,2077.4,2076.6,2108.8,1985.3,2062.5,2199.2,1938.6000000000001,2079.9,2252.5,1977.8000000000002,2151.3,1926.9999999999998,2129.8,2100.1,1932.4,1933.2,2144.7,2021.6,1935.3,1967.5
20,2030-01-01T19:00:00.0,2037.4999999999998,1918.9999999999998,1909.9,1962.8,1973.0999999999997,2050.7,2066.8,2072.2,1951.2,2028.4,2173.4,1900.0,2052.4,2238.6,1953.3,2135.8,1894.9999999999998,2132.5,2101.1,1883.9,1901.6,2133.7,1984.7,1926.4,1952.0
21,2030-01-01T20:00:00.0,2004.8,1872.1999999999998,1872.1999999999998,1904.4,1914.7,2017.2,2041.1000000000001,2020.9000000000003,1905.2,1985.3,2133.2,1875.0999999999997,2015.9,2214.6,1922.9999999999998,2104.7,1857.7000000000003,2115.0,2054.7,1860.9999999999998,1858.1,2105.5,1964.7,1887.0999999999997,1909.8000000000002
22,2030-01-01T21:00:00.0,1931.0999999999997,1807.2,1822.4,1833.6,1844.3,1944.2999999999997,1978.1,1967.0000000000002,1851.7999999999997,1933.5,2057.9,1838.1,1979.0000000000002,2171.4,1891.8000000000002,2072.3,1811.3000000000002,2091.7,2009.0999999999997,1820.8,1823.3,2078.9,1891.4,1839.4,1856.7
23,2030-01-01T22:00:00.0,1897.9,1810.8,1833.5,1809.1,1808.7,1915.3,1980.9000000000003,1971.8000000000002,1831.4,1924.8,2086.7,1913.2,1994.1,2185.4,1905.3999999999999,2086.2,1817.7999999999997,2094.5,1991.7,1821.1,1812.4,2071.0,1879.3,1820.7,1845.5
24,2030-01-01T23:00:00.0,1791.3000000000002,1747.6,1761.6,1722.0,1726.5,1821.5,1894.6000000000001,1895.8000000000002,1755.4,1839.7000000000003,2010.1999999999998,1857.4,1926.0,2108.9,1841.3,2019.3,1756.5999999999997,2013.9,1934.1999999999998,1763.3000000000002,1740.1,1997.0000000000002,1816.5000000000002,1758.7,1778.8999999999999
25,2030-01-02T00:00:00.0,1733.2,1723.3,1760.0,1651.4,1831.0999999999997,1689.0,1785.6,1950.8,1686.9,1785.6,1957.0000000000002,1795.6,1878.9999999999998,2045.8000000000002,1786.5000000000002,1968.6000000000001,1710.5,1955.3999999999999,1862.1,1712.1,1698.1,1939.3,1772.8,1786.8999999999999,1898.8
26,2030-01-02T01:00:00.0,1711.5,1696.6,1717.2,1620.2,1799.7999999999997,1666.0,1768.0,1911.3999999999999,1650.7,1754.0,1928.7,1763.5,1841.0999999999997,1979.0999999999997,1759.7999999999997,1942.7,1681.7,1932.8,1817.6,1668.9,1654.9,1912.6000000000001,1731.7,1757.6999999999998,1873.4
27,2030-01-02T02:00:00.0,1698.0,1655.9,1688.1,1598.5,1774.8,1638.1,1776.5000000000002,1882.9999999999998,1630.3,1737.2,1921.3999999999999,1748.4000000000003,1826.5000000000002,1942.5,1742.9999999999998,1922.2999999999997,1667.4,1920.9999999999998,1805.7999999999997,1643.1,1636.1,1896.1999999999998,1728.6,1759.1,1859.0999999999997
28,2030-01-02T03:00:00.0,1701.8,1655.6,1669.6,1606.4,1778.2,1646.5,1788.9999999999998,1870.3,1622.9,1748.8999999999999,1922.8,1744.4000000000003,1826.9999999999998,1924.0,1738.2,1924.4,1671.3,1916.6000000000001,1767.5,1631.2,1639.5,1908.7,1729.9,1750.9999999999998,1874.5000000000002
29,2030-01-02T04:00:00.0,1744.3,1670.4,1674.9,1641.1,1814.5000000000002,1670.8,1846.3,1882.3,1639.8,1785.6,1956.6000000000001,1776.1,1845.0999999999997,1933.5,1764.5000000000002,1964.9000000000003,1703.0,1940.5,1794.3,1655.9,1675.3,1935.5,1762.8999999999999,1782.7,1903.3
30,2030-01-02T05:00:00.0,1824.8999999999999,1690.7,1688.2,1695.2,1873.6,1739.0,1930.1999999999998,1888.9000000000003,1670.4,1849.3,1997.9,1826.5000000000002,1860.8,1928.9999999999998,1800.8999999999999,2021.9,1776.5999999999997,1993.8000000000002,1824.5000000000002,1679.9,1722.1,2012.4,1824.5000000000002,1819.5,1930.1999999999998
31,2030-01-02T06:00:00.0,1896.3,1728.2,1696.4,1789.7000000000003,1946.7,1824.8,2040.0,1903.7000000000003,1714.6,1925.6,2069.7,1889.7000000000003,1872.3,1943.3999999999999,1821.9,2068.9,1818.6000000000001,2050.7,1856.1999999999998,1713.7,1801.7000000000003,2093.3,1893.4,1867.8000000000002,1975.2
32,2030-01-02T07:00:00.0,1881.5,1708.1,1704.8,1774.9999999999998,1938.9000000000003,1849.7000000000003,2000.5,1877.4,1704.4,1902.6000000000001,2052.1,1861.3,1828.3,1904.7,1788.6000000000001,2041.8000000000002,1813.4,2027.3,1819.6,1715.9,1806.8,2076.5,1872.0,1848.8999999999999,1918.2999999999997
33,2030-01-02T08:00:00.0,1845.4,1662.4,1708.7,1747.5,1894.9000000000003,1814.8,1932.5,1854.5000000000002,1707.8,1866.4,2017.2,1820.1999999999998,1791.3000000000002,1883.8000000000002,1754.5000000000002,1983.3,1769.4,1965.0999999999997,1787.1,1714.0,1778.8999999999999,2001.9,1808.6000000000001,1749.1,1864.0
34,2030-01-02T09:00:00.0,1846.3,1679.4,1734.4,1757.9,1909.5,1834.7,1926.0,1837.6,1750.5000000000002,1874.8,2034.2000000000003,1825.6,1798.0,1863.6,1764.8999999999999,1965.6,1769.5,1936.7,1760.4000000000003,1749.2,1826.5000000000002,1961.5,1780.9999999999998,1745.5,1862.8
35,2030-01-02T10:00:00.0,1850.4,1656.3,1743.7999999999997,1762.8,1913.6,1840.8999999999999,1947.8000000000002,1820.6000000000001,1780.2,1877.2,2021.3999999999999,1825.2,1798.7,1866.9000000000003,1777.3000000000002,1946.1999999999998,1782.6000000000001,1895.4,1766.5000000000002,1758.3,1810.7,1915.6,1747.5,1717.0,1865.2
36,2030-01-02T11:00:00.0,1837.0999999999997,1644.7,1763.6,1736.8,1893.3,1809.5,1925.9,1799.1,1782.2,1865.6,1980.0,1814.4,1777.3000000000002,1856.1,1773.5,1919.7000000000003,1781.7999999999997,1856.5000000000002,1780.6000000000001,1766.8999999999999,1834.1999999999998,1883.8000000000002,1734.3,1688.9,1864.0
37,2030-01-02T12:00:00.0,1836.0,1645.6,1753.4,1740.5999999999997,1872.0,1818.3,1948.8,1772.4000000000003,1782.3,1842.6000000000001,1941.3,1802.9999999999998,1751.7999999999997,1864.9000000000003,1760.4000000000003,1919.9,1769.5,1846.3,1769.1,1749.6999999999998,1798.0,1852.5000000000002,1737.6999999999998,1673.3,1828.1999999999998
38,2030-01-02T13:00:00.0,1828.6000000000001,1656.0,1746.8,1730.3,1864.9999999999998,1796.8,1819.1,1755.5,1779.9,1828.1999999999998,1916.9999999999998,1713.0,1724.5,1859.2,1750.5999999999997,1882.7,1748.8999999999999,1825.7000000000003,1751.4,1718.8,1807.1,1834.8,1739.7999999999997,1654.7,1745.2
39,2030-01-02T14:00:00.0,1813.1,1682.2,1754.5000000000002,1733.9,1851.0999999999997,1805.7000000000003,1807.7999999999997,1745.4,1780.8999999999999,1812.7,1900.7,1811.9,1707.8,1881.7000000000003,1740.8999999999999,1856.9000000000003,1754.1,1806.9999999999998,1759.5,1717.3,1785.5,1826.4,1749.1,1673.6,1795.7999999999997
40,2030-01-02T15:00:00.0,1801.4,1744.4000000000003,1790.9999999999998,1758.4000000000003,1872.8,1818.7,1803.7999999999997,1770.0,1801.4,1820.4,1914.1,1848.4,1723.3,1931.5,1757.2,1869.5,1760.1,1824.8999999999999,1793.5,1750.1,1796.8,1879.8000000000002,1817.9,1698.9,1820.8
41,2030-01-02T16:00:00.0,1818.2,1878.5000000000002,1965.6,1822.3,2034.2000000000003,1949.5,1844.6000000000001,1923.5,1929.3,1942.5,2033.8000000000002,1978.0,1839.7000000000003,2072.2,1856.1999999999998,1989.2,1926.8,1954.9000000000003,1900.8,1882.9999999999998,1894.1999999999998,2016.4,1917.7000000000003,1844.6000000000001,1938.4
42,2030-01-02T17:00:00.0,1946.7,1960.8,2094.6,1954.6000000000001,2211.0,2064.0,2034.2999999999997,2093.7,2037.6,2110.7,2225.5,2047.1000000000001,2031.3999999999999,2217.6,2040.5,2181.7,2024.0,2142.9,2050.4,2045.8000000000002,2040.1,2191.6,2057.4,1959.9,2126.4
43,2030-01-02T18:00:00.0,2049.1,1936.2999999999997,2076.7,1980.9000000000003,2218.8,2058.6,2102.8,2104.8,2048.7,2125.9,2239.1,2063.5,2043.7,2215.1,2047.8000000000002,2204.4,2027.2,2164.3,2042.9000000000003,2040.8,2037.4999999999998,2218.8,2047.8000000000002,1951.6,2185.8
44,2030-01-02T19:00:00.0,2020.8,1913.9,2042.7,1951.5,2194.3,2024.1,2088.2,2073.3,2016.7,2097.7,2213.7,2032.8,2022.9000000000003,2189.3,2020.0,2182.7,2000.6,2151.3,2027.0000000000002,2009.3,1995.2,2195.5,2030.2999999999997,1937.3999999999999,2167.9
45,2030-01-02T20:00:00.0,1966.6000000000001,1873.7000000000003,1983.4999999999998,1903.3999999999999,2139.2,1971.0999999999997,2048.4,2029.8000000000002,1965.8000000000002,2043.3999999999999,2154.5,1964.1,1993.3999999999999,2142.9,1974.4,2130.1,1886.5000000000002,2108.7,1976.9000000000003,1982.2999999999997,1945.9,2155.3,1978.6,1896.4,2128.1
46,2030-01-02T21:00:00.0,1900.8,1823.2,1935.0999999999997,1838.8999999999999,2082.6,1886.8,2014.0,1970.1999999999998,1889.7000000000003,1975.6,2095.8,1910.2999999999997,1969.8000000000002,2070.6,1926.9000000000003,2091.6,1889.7000000000003,2075.1,1943.3999999999999,1888.4,1865.3,2119.3,1914.5,1854.1999999999998,2074.3
47,2030-01-02T22:00:00.0,1873.2,1820.4,1930.6000000000001,1824.5000000000002,2052.1,1874.9000000000003,2003.3,1977.7,1841.4,1963.7000000000003,2078.5,1904.6000000000001,1990.9000000000003,2053.7,1911.2,2097.9,1876.9000000000003,2083.0,1937.2,1863.3,1850.1,2101.6,1899.7000000000003,1876.9000000000003,2045.4999999999998
48,2030-01-02T23:00:00.0,1791.4,1769.1,1852.5000000000002,1736.8,1947.9,1782.3,1926.8,1895.4,1744.7,1870.1999999999998,1987.0999999999997,1825.6,1922.7,1961.5,1830.9999999999998,2009.3999999999999,1805.7999999999997,1980.1,1872.7,1778.1,1772.4000000000003,2018.1,1826.8999999999999,1816.1,1952.8
49,2030-01-03T00:00:00.0,1711.6,1834.7,1745.9,1695.5,1764.5000000000002,1714.9,1750.4000000000003,1645.5,1677.3,1804.1,1921.3999999999999,1740.8999999999999,1872.7,1885.5,1745.9,1891.7000000000003,1742.2,1922.1999999999998,1792.9999999999998,1721.1,1718.6,1953.2,1772.7,1771.1,1912.7
50,2030-01-03T01:00:00.0,1687.1,1818.5000000000002,1734.6,1658.6,1747.4,1683.8,1718.9,1613.2,1633.4,1770.1,1886.1999999999998,1686.7,1836.6000000000001,1848.1999999999998,1715.2,1866.0,1716.0,1870.1,1754.8999999999999,1678.9,1678.9,1923.3999999999999,1742.1,1737.5,1883.7000000000003
51,2030-01-03T02:00:00.0,1667.8,1802.8,1734.2,1637.2,1738.4000000000003,1660.7,1697.5,1600.8,1616.5,1761.1,1871.8000000000002,1672.3,1796.6000000000001,1838.3,1695.4,1854.0,1696.7,1859.4,1730.1,1670.2,1657.4,1920.9000000000003,1723.5,1710.3,1866.8
52,2030-01-03T03:00:00.0,1667.1,1803.4,1745.6,1617.1,1816.9999999999998,1654.3,1691.0,1608.9,1614.2,1765.7999999999997,1881.4,1674.1,1793.1,1836.0,1690.2,1849.6,1705.9,1852.8999999999999,1744.7,1656.8,1669.2,1900.0,1728.6,1696.4,1866.9999999999998
53,2030-01-03T04:00:00.0,1689.4,1822.0,1785.7000000000003,1625.4,1848.8,1673.7,1715.4,1637.8,1650.2,1794.7,1910.0,1683.6,1809.6,1863.3,1717.9,1876.9000000000003,1728.2,1866.1999999999998,1734.0,1674.1,1694.8,1949.2,1759.2,1698.5,1897.2
54,2030-01-03T05:00:00.0,1735.1,1851.2,1846.1999999999998,1668.6,1924.7,1736.8,1759.5,1689.7,1736.0,1858.6000000000001,1962.2999999999997,1707.9,1839.6,1920.9999999999998,1780.9999999999998,1933.3999999999999,1779.7000000000003,1904.5,1747.5,1740.1,1758.7,2012.7,1820.9999999999998,1709.5,1964.8
55,2030-01-03T06:00:00.0,1766.5000000000002,1887.0999999999997,1921.3999999999999,1711.2,2013.0999999999997,1839.6,1823.0999999999997,1767.4,1849.0999999999997,1932.1,2042.4,1739.6999999999998,1846.7,2008.6,1863.6,1994.9000000000003,1856.9999999999998,1918.1,1787.2,1847.9,1836.7,2114.7,1920.1999999999998,1715.3,2042.0
56,2030-01-03T07:00:00.0,1745.4,1846.1999999999998,1904.0,1709.0,1982.0,1861.8000000000002,1816.8,1750.7,1827.2,1920.1,2001.0000000000002,1688.4,1796.6000000000001,2018.8,1850.7,1955.2,1828.4,1896.1,1763.6,1842.8,1848.6000000000001,2087.8,1882.9000000000003,1694.6,2012.6
57,2030-01-03T08:00:00.0,1725.8,1798.8999999999999,1878.9999999999998,1713.4,1913.3,1799.3000000000002,1796.8999999999999,1704.8,1789.7999999999997,1874.1,1938.9000000000003,1679.1,1744.0,2006.1999999999998,1781.2,1898.5,1777.9,1825.3,1743.6,1797.7000000000003,1818.3,1968.7,1827.4,1693.6,1992.6
58,2030-01-03T09:00:00.0,1749.9,1804.8,1897.7000000000003,1756.1,1888.9999999999998,1796.1,1761.7999999999997,1708.6,1807.7000000000003,1871.3,1946.5,1713.5,1755.6,2021.2,1772.2,1897.7000000000003,1769.3000000000002,1823.7999999999997,1772.2,1815.9,1838.7,1906.0,1788.7,1747.4,2019.6
59,2030-01-03T10:00:00.0,1758.2,1814.3,1918.0,1782.5000000000002,1881.2,1759.4,1820.5000000000002,1695.8,1810.2,1858.9000000000003,1940.2999999999997,1746.5999999999997,1758.9999999999998,2046.9000000000003,1796.2,1886.1999999999998,1772.2,1808.9999999999998,1765.2,1810.9999999999998,1766.8,1881.2,1752.4000000000003,1768.5000000000002,2038.2000000000003
60,2030-01-03T11:00:00.0,1752.0,1808.2,1897.8000000000002,1792.8999999999999,1858.9999999999998,1749.6,1824.7,1682.6,1807.4,1848.7,1935.3999999999999,1747.1,1747.9,2028.7,1796.6000000000001,1870.1999999999998,1773.5,1773.1,1762.4000000000003,1813.2,1740.1,1844.9999999999998,1740.8999999999999,1770.2,2018.4
61,2030-01-03T12:00:00.0,1754.7,1791.5,1910.4,1807.6,1849.3,1741.9,1838.9999999999998,1692.3,1805.9,1810.8999999999999,1923.6,1721.7,1737.4,1998.4,1793.9,1858.0,1780.3,1748.5000000000002,1774.1,1794.4000000000003,1746.0,1822.4,1749.7999999999997,1767.5,2000.0
62,2030-01-03T13:00:00.0,1732.5,1761.4,1887.4,1804.0,1822.1,1701.5,1806.8999999999999,1689.2,1784.6000000000001,1599.1,1901.9,1650.7,1715.2,1953.0999999999997,1778.0,1824.1999999999998,1752.3,1713.9,1733.3,1763.5,1746.2,1800.3,1733.8,1774.5999999999997,1957.6
63,2030-01-03T14:00:00.0,1723.8,1742.4000000000003,1879.5,1788.2,1799.4,1683.7,1779.6,1694.9,1768.8,1801.9,1890.1999999999998,1742.8,1694.1,1927.3999999999999,1758.5000000000002,1803.1,1739.1,1710.6,1723.8,1751.9,1742.8,1795.3000000000002,1732.1,1769.2,1941.9
64,2030-01-03T15:00:00.0,1731.6,1758.8999999999999,1914.6000000000001,1817.5,1806.4000000000003,1703.5,1796.1,1772.5000000000002,1776.2,1809.7000000000003,1928.6000000000001,1781.6,1719.7,1938.5,1774.9999999999998,1821.3,1762.9999999999998,1738.7,1764.7,1800.6000000000001,1778.7,1827.9,1794.8,1819.6,1953.0000000000002
65,2030-01-03T16:00:00.0,1749.5,1847.3,1965.9,1938.6000000000001,1862.6000000000001,1827.9,1858.5000000000002,1918.0,1886.6000000000001,1909.7000000000003,2063.3,1905.6,1842.0,2075.3,1872.1,1927.5,1867.2,1860.6000000000001,1884.1,1917.5,1894.0,1965.5,1896.1,1912.1999999999998,2132.7
66,2030-01-03T17:00:00.0,1856.4,2051.4,2165.4,2053.9,2055.5,1960.5,2066.2,2052.2,2067.9,2103.8,2201.7,2097.2,2042.7,2255.8,2047.2,2130.7,2008.4,2036.9000000000003,2033.2,2076.6,2022.9000000000003,2139.8,2048.1,2049.7,2324.0
67,2030-01-03T18:00:00.0,1952.5,2062.0,2235.4,2040.5,2108.2,1959.5,2114.0,2048.3,2081.4,2130.1,2222.6,2111.9,2061.5,2273.4,2060.7,2156.5,2022.2999999999997,2009.0999999999997,2059.5,2073.9,2022.7,2158.2,2028.5,2024.8,2344.0
68,2030-01-03T19:00:00.0,1914.2999999999997,2042.8,2203.0,1994.0,2077.1,1922.1999999999998,2108.9,2021.3,2039.9,2099.8,2175.8,2082.0,2037.3999999999999,2239.8,2026.2999999999997,2139.4,1978.8,2035.8000000000002,2017.2,2041.1000000000001,1994.0,2139.0,2008.9000000000003,1988.7,2316.6
69,2030-01-03T20:00:00.0,1870.1,2004.7,2142.3,1957.2,2041.1000000000001,1866.4,2054.3,1982.4,1989.9,2055.9,2120.8,2046.9000000000003,1991.9,2213.3,1975.8000000000002,2106.7,1936.6000000000001,2015.9,1954.8,1990.7,1933.3,2108.4,1970.0,1925.3999999999999,2277.7
70,2030-01-03T21:00:00.0,1820.6000000000001,1959.8000000000002,2064.7,1883.8000000000002,1981.7,1816.5000000000002,2009.0000000000002,1927.6,1909.3999999999999,1986.1999999999998,2038.7,1998.6,1930.5,2139.0,1914.0,2058.9,1885.5,1979.6,1883.8000000000002,1911.9,1850.4,2048.2,1926.8,1867.7000000000003,2197.3
71,2030-01-03T22:00:00.0,1809.2,1951.6,2018.1,1862.4,1962.4,1803.7999999999997,1985.9,1919.3999999999999,1866.1,1967.3,2005.3,2010.7,1932.1999999999998,2083.4,1889.3,2052.4,1885.6,1971.5,1854.6000000000001,1881.4,1842.9999999999998,2031.3,1905.8000000000002,1860.4,2156.1
72,2030-01-03T23:00:00.0,1732.9,1876.6000000000001,1920.0,1768.0,1883.6,1728.8,1916.7,1870.0,1773.4,1884.9000000000003,1922.4,1954.1999999999998,1861.3,1981.9,1801.9,1990.1999999999998,1811.7999999999997,1906.2999999999997,1785.3000000000002,1794.4000000000003,1752.7,1953.8000000000002,1856.0,1778.3,2050.9
73,2030-01-04T00:00:00.0,1816.7,1593.2,1834.0,1832.0,1815.9,1618.4,2098.8,1750.2,1721.3,1819.6,1856.7,1895.0999999999997,1797.7000000000003,1914.9999999999998,1762.9999999999998,1930.7,1752.3,1858.8,1729.9,1743.6,1694.8,1918.7,1790.7,1748.8999999999999,1923.6
74,2030-01-04T01:00:00.0,1779.5,1556.5,1814.9999999999998,1792.7,1786.8999999999999,1582.9,2059.1,1720.4,1686.2,1797.3000000000002,1825.7999999999997,1861.3,1777.4,1889.8000000000002,1730.8,1906.2999999999997,1720.0,1825.7999999999997,1692.4,1698.1,1665.5,1881.0999999999997,1749.7999999999997,1726.6,1894.7
75,2030-01-04T02:00:00.0,1765.6,1538.5,1814.8,1784.6000000000001,1778.0,1566.6,2038.6,1701.6,1679.3,1787.5,1808.9999999999998,1854.0,1763.6,1883.3,1721.8,1888.3,1702.4,1809.4,1669.0,1687.6,1653.3,1866.8,1722.7,1720.2,1888.3
76,2030-01-04T03:00:00.0,1769.5,1534.5,1823.6,1772.4000000000003,1790.2,1539.5,2040.0,1706.3,1674.1,1803.4,1810.8,1852.9999999999998,1780.7,1895.0999999999997,1730.7,1897.0999999999997,1689.4,1798.8999999999999,1663.0,1695.2,1649.3,1866.6000000000001,1733.2,1727.4,1897.6
77,2030-01-04T04:00:00.0,1778.1,1561.7,1846.1999999999998,1794.2,1829.3,1549.3,2053.6,1736.4,1707.9,1842.5000000000002,1823.0999999999997,1873.9,1826.4,1933.3999999999999,1762.0,1921.8000000000002,1709.1,1820.1999999999998,1687.2,1723.2,1678.6,1898.3,1752.8999999999999,1765.6999999999998,1945.3999999999999
78,2030-01-04T05:00:00.0,1802.9999999999998,1630.0,1931.0999999999997,1845.2,1918.7,1589.5,2078.9,1804.7,1789.4,1922.4,1881.0999999999997,1901.3,1902.1999999999998,2008.2999999999997,1832.4,1980.1999999999998,1732.0,1840.6000000000001,1760.5000000000002,1776.9999999999998,1746.5000000000002,1991.8000000000002,1788.9999999999998,1839.7999999999997,2055.4
79,2030-01-04T06:00:00.0,1828.1999999999998,1715.8,2037.2,1867.4,2009.9,1615.5,2091.3,1889.7000000000003,1887.7000000000003,1996.7,1934.2999999999997,1920.2999999999997,1986.4,2090.0,1908.7,2033.9,1756.7,1868.7,1848.0,1878.6000000000001,1818.7,2079.7,1845.5,1891.4,2147.8
80,2030-01-04T07:00:00.0,1806.5000000000002,1693.7,2020.0,1859.3,1966.7,1616.1,2022.9000000000003,1849.7999999999997,1880.8,1970.4,1906.4,1882.5000000000002,1956.8,2059.2,1879.2,1997.7,1728.0,1835.7999999999997,1876.7,1868.4,1806.5000000000002,2053.9,1802.8,1867.6,2108.4
81,2030-01-04T08:00:00.0,1747.1,1651.7,1938.2999999999997,1837.9,1896.9999999999998,1612.8,1983.3,1771.4,1828.8,1909.3999999999999,1870.9999999999998,1842.1,1893.7000000000003,1979.2,1821.7999999999997,1935.8000000000002,1685.5,1757.4,1834.9999999999998,1815.2,1730.1,1968.4,1721.5,1826.8,2019.2
