membership_id,parent_object_id,parent_object_name,parent_class_name,child_class_name,category,object_id,name,property_name,property_unit,property_value,band,date_to,date_from,memo,scenario_category,scenario,action,data_file_tag,data_file,variable_tag,timeslice_tag,timeslice,variable_name,variable
73,1,System,System,Generator,NG CT,74,Clark 4,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
73,1,System,System,Generator,NG CT,74,Clark 4,Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
73,1,System,System,Generator,NG CT,74,Clark 4,Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
73,1,System,System,Generator,NG CT,74,Clark 4,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
73,1,System,System,Generator,NG CT,74,Clark 4,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CT Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
73,1,System,System,Generator,NG CT,74,Clark 4,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CT Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
73,1,System,System,Generator,NG CT,74,Clark 4,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
73,1,System,System,Generator,NG CT,74,Clark 4,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
74,1,System,System,Generator,NG CC,75,"Clark 5, 6, 10_A",Units,-,0.0,1,2045-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
74,1,System,System,Generator,NG CC,75,"Clark 5, 6, 10_A",Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
74,1,System,System,Generator,NG CC,75,"Clark 5, 6, 10_A",VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
74,1,System,System,Generator,NG CC,75,"Clark 5, 6, 10_A",Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
74,1,System,System,Generator,NG CC,75,"Clark 5, 6, 10_A",Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
74,1,System,System,Generator,NG CC,75,"Clark 5, 6, 10_A",Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
74,1,System,System,Generator,NG CC,75,"Clark 5, 6, 10_A",Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
74,1,System,System,Generator,NG CC,75,"Clark 5, 6, 10_A",Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
74,1,System,System,Generator,NG CC,75,"Clark 5, 6, 10_A",Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
74,1,System,System,Generator,NG CC,75,"Clark 5, 6, 10_A",Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
74,1,System,System,Generator,NG CC,75,"Clark 5, 6, 10_A",Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
74,1,System,System,Generator,NG CC,75,"Clark 5, 6, 10_A",Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
74,1,System,System,Generator,NG CC,75,"Clark 5, 6, 10_A",Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
75,1,System,System,Generator,NG CC,76,"Clark 5, 6, 10_B",Units,-,0.0,1,2045-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
75,1,System,System,Generator,NG CC,76,"Clark 5, 6, 10_B",Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
75,1,System,System,Generator,NG CC,76,"Clark 5, 6, 10_B",VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
75,1,System,System,Generator,NG CC,76,"Clark 5, 6, 10_B",Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
75,1,System,System,Generator,NG CC,76,"Clark 5, 6, 10_B",Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
75,1,System,System,Generator,NG CC,76,"Clark 5, 6, 10_B",Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
75,1,System,System,Generator,NG CC,76,"Clark 5, 6, 10_B",Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
75,1,System,System,Generator,NG CC,76,"Clark 5, 6, 10_B",Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
75,1,System,System,Generator,NG CC,76,"Clark 5, 6, 10_B",Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
75,1,System,System,Generator,NG CC,76,"Clark 5, 6, 10_B",Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
75,1,System,System,Generator,NG CC,76,"Clark 5, 6, 10_B",Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
75,1,System,System,Generator,NG CC,76,"Clark 5, 6, 10_B",Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
75,1,System,System,Generator,NG CC,76,"Clark 5, 6, 10_B",Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
76,1,System,System,Generator,NG CC,77,"Clark 7, 8, 9_A",Units,-,0.0,1,2044-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
76,1,System,System,Generator,NG CC,77,"Clark 7, 8, 9_A",Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
76,1,System,System,Generator,NG CC,77,"Clark 7, 8, 9_A",VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
76,1,System,System,Generator,NG CC,77,"Clark 7, 8, 9_A",Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
76,1,System,System,Generator,NG CC,77,"Clark 7, 8, 9_A",Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
76,1,System,System,Generator,NG CC,77,"Clark 7, 8, 9_A",Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
76,1,System,System,Generator,NG CC,77,"Clark 7, 8, 9_A",Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
76,1,System,System,Generator,NG CC,77,"Clark 7, 8, 9_A",Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
76,1,System,System,Generator,NG CC,77,"Clark 7, 8, 9_A",Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
76,1,System,System,Generator,NG CC,77,"Clark 7, 8, 9_A",Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
76,1,System,System,Generator,NG CC,77,"Clark 7, 8, 9_A",Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
76,1,System,System,Generator,NG CC,77,"Clark 7, 8, 9_A",Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
76,1,System,System,Generator,NG CC,77,"Clark 7, 8, 9_A",Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
77,1,System,System,Generator,NG CC,78,"Clark 7, 8, 9_B",Units,-,0.0,1,2044-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
77,1,System,System,Generator,NG CC,78,"Clark 7, 8, 9_B",Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
77,1,System,System,Generator,NG CC,78,"Clark 7, 8, 9_B",VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
77,1,System,System,Generator,NG CC,78,"Clark 7, 8, 9_B",Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
77,1,System,System,Generator,NG CC,78,"Clark 7, 8, 9_B",Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
77,1,System,System,Generator,NG CC,78,"Clark 7, 8, 9_B",Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
77,1,System,System,Generator,NG CC,78,"Clark 7, 8, 9_B",Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
77,1,System,System,Generator,NG CC,78,"Clark 7, 8, 9_B",Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
77,1,System,System,Generator,NG CC,78,"Clark 7, 8, 9_B",Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
77,1,System,System,Generator,NG CC,78,"Clark 7, 8, 9_B",Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
77,1,System,System,Generator,NG CC,78,"Clark 7, 8, 9_B",Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
77,1,System,System,Generator,NG CC,78,"Clark 7, 8, 9_B",Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
77,1,System,System,Generator,NG CC,78,"Clark 7, 8, 9_B",Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
78,1,System,System,Generator,NG CT,79,Clark Mt. 3,Units,-,0.0,1,2045-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
78,1,System,System,Generator,NG CT,79,Clark Mt. 3,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
78,1,System,System,Generator,NG CT,79,Clark Mt. 3,Heat Rate Base,MMBtu/h,258.88113,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
78,1,System,System,Generator,NG CT,79,Clark Mt. 3,Heat Rate Incr,Btu/kWh,7324.519,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
78,1,System,System,Generator,NG CT,79,Clark Mt. 3,Heat Rate Incr2,Btu/kWh²,0.018901393,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
78,1,System,System,Generator,NG CT,79,Clark Mt. 3,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
78,1,System,System,Generator,NG CT,79,Clark Mt. 3,Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
78,1,System,System,Generator,NG CT,79,Clark Mt. 3,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
78,1,System,System,Generator,NG CT,79,Clark Mt. 3,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
78,1,System,System,Generator,NG CT,79,Clark Mt. 3,Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
