DateTime,Clark 17,Clark Mt. 3,Clark 14,LV Gen 3_A,Clark 13,Sun Peak 3,Clark 18,"Clark 5, 6, 10_A",LV Gen 2_B,LV Gen 2_A,Goodsprings,"Clark 7, 8, 9_A","Tracy 8, 9, 10_B",Jersey Valley Geothermal,Pinto,Lone Mountain,"Tracy 8, 9, 10_A",Chuck Lenzi 2_B,"Clark 7, 8, 9_B",Silverhawk 4,Liberty (Cal Peco),Clark 19,North Valley Geothermal,Clark 21,USG San Emidio Geothermal,Valmy 2,Clark Mt. 4,"Clark 5, 6, 10_B",North Valley Eavor Loop,Silverhawk CC_A,Valmy CT 3,McGinness Hills Geothermal,Clark 12,Sun Peak 5,Galena 1,Clark 4,Ormat Western Geothermal,Burdette Geothermal Power Plant,Beowawe Geothermal Power Plant,Harry Allen 3,Sun Peak 4,Galena 3 Geothermal Power Plant,Ft. Churchill 1,Tuscarora Geothermal,Lockwood Renewable Energy Facility,LV Gen 1,Chuck Lenzi 1_A,Clark 11,Clark 22,Valmy CT 4,Valmy 1,Walt Higgings CC_B,Harry Allen 4,Gerlach,Silverhawk 3,Harry Allen CC_A,Clark 20,Chuck Lenzi 2_A,Ft. Churchill 2,Tracy 4&5 CC,Tracy 3,LV Gen 3_B,Desert Peak 2 Geothermal Power,Silverhawk CC_B,Walt Higgings CC_A,North Valley 2,Chuck Lenzi 1_B,Harry Allen CC_B,Clark 16,Apex Landfill Facility,Clark 15,ACE Searchlight Solar,Techren Solar 2,Techren Solar V,Dry Lake East Solar,Switch Station 1 (Playa Solar 1),Boulder Solar I,Dodge Flat Solar,Dry Lake Solar,Switch Station 2 (Playa Solar 2),Battle Mountain Solar,Techren Solar I,Fish Springs Ranch Solar,Mountain View Solar,Spring Valley Wind,Techren Solar IV,Idaho Wind,Eagle Shadow Mountain Solar Farm,Techren Solar III,_NVE IRP Expansion_SPPC_PV (Standalone),Turquoise Nevada,Nellis Solar Array II,Boulder Solar II,Sierra Solar,FRV Spectrum Solar,RV Apex Solar,Arrow Canyon Solar,Silver State Solar,Ft. Churchill Solar,Libra Solar,Boulder Solar III,Gemini Solar,Copper Mountain Solar 5,Hoover Dam (NV)
2030-01-01T00:00:00.0,0.0,3259.736491290584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1606.5074756110998,60.0,0.0,0.0,0.0,0.0,0.0,0.0,8625.492462263795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8701.980953542237,0.0,0.0,2201.3508784537726,0.0,0.0,0.0,0.0,0.0,0.0,4083.5533829362707,0.0,0.0,0.0,0.0,32.0,0.0,8667.745914813357,0.0,0.0,0.0,0.0,8765.879677443925,3461.8625380962903,0.0,0.0,7750.189610039327,0.0,8672.956025626334,0.0,0.0,0.0,0.0,0.0,0.0,8682.466006245835,0.0,8600.287890477886,7751.983108660328,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T01:00:00.0,0.0,3259.736491290584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1606.5074756110998,60.0,0.0,0.0,0.0,0.0,0.0,0.0,8625.492462263795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8701.980953542237,0.0,0.0,2201.3508784537726,0.0,0.0,0.0,0.0,0.0,0.0,3768.2034918197774,0.0,0.0,0.0,0.0,32.0,0.0,8667.745914813357,0.0,0.0,0.0,0.0,8765.879677443925,3461.8625380962903,0.0,0.0,7750.189610039327,0.0,8672.956025626334,0.0,0.0,0.0,0.0,0.0,0.0,8682.466006245835,0.0,8600.287890477886,7751.983108660328,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T02:00:00.0,0.0,3259.736491290584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1606.5074756110998,60.0,0.0,0.0,0.0,0.0,0.0,0.0,8625.492462263795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8701.980953542237,0.0,0.0,2201.3508784537726,0.0,0.0,0.0,0.0,0.0,0.0,4083.5533829362707,0.0,0.0,0.0,0.0,32.0,0.0,8667.745914813357,0.0,0.0,0.0,0.0,8765.879677443925,3461.8625380962903,0.0,0.0,7750.189610039327,0.0,8672.956025626334,0.0,0.0,0.0,0.0,0.0,0.0,8682.466006245835,0.0,8600.287890477886,7751.983108660328,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T03:00:00.0,0.0,3259.736491290584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1606.5074756110998,60.0,0.0,0.0,0.0,0.0,0.0,0.0,8625.492462263795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8701.980953542237,0.0,0.0,2201.3508784537726,0.0,0.0,0.0,0.0,0.0,0.0,3421.001901522299,0.0,0.0,0.0,0.0,32.0,0.0,8667.745914813357,0.0,0.0,0.0,0.0,8765.879677443925,3461.8625380962903,0.0,0.0,7750.189610039327,0.0,8672.956025626334,0.0,0.0,0.0,0.0,0.0,0.0,8682.466006245835,0.0,8600.287890477886,7751.983108660328,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T04:00:00.0,0.0,3259.736491290584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1606.5074756110998,60.0,0.0,0.0,0.0,0.0,0.0,0.0,8625.492462263795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8701.980953542237,0.0,0.0,2201.3508784537726,0.0,0.0,0.0,0.0,0.0,0.0,4083.5533829362707,0.0,0.0,0.0,0.0,32.0,0.0,8667.745914813357,0.0,0.0,0.0,0.0,8765.879677443925,3461.8625380962903,0.0,0.0,7750.189610039327,0.0,8672.956025626334,0.0,0.0,0.0,0.0,0.0,0.0,8682.466006245835,0.0,8600.287890477886,7751.983108660328,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T05:00:00.0,0.0,3259.736491290584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1606.5074756110998,60.0,0.0,0.0,0.0,0.0,0.0,0.0,8625.492462263795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8701.980953542237,0.0,0.0,2201.3508784537726,0.0,0.0,0.0,0.0,0.0,0.0,4083.5533829362707,0.0,0.0,0.0,0.0,32.0,0.0,8667.745914813357,0.0,0.0,0.0,0.0,8765.879677443925,3461.8625380962903,0.0,0.0,7750.189610039327,0.0,8672.956025626334,0.0,0.0,0.0,0.0,0.0,0.0,8682.466006245835,0.0,8600.287890477886,7751.983108660328,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T06:00:00.0,0.0,3259.736491290584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1606.5074756110998,60.0,0.0,0.0,0.0,0.0,0.0,0.0,8625.492462263795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8701.980953542237,0.0,0.0,2201.3508784537726,0.0,0.0,0.0,0.0,0.0,0.0,4083.5533829362707,0.0,0.0,0.0,0.0,32.0,0.0,8667.745914813357,0.0,0.0,0.0,0.0,8765.879677443925,3461.8625380962903,0.0,0.0,7750.189610039327,0.0,8672.956025626334,0.0,0.0,0.0,0.0,0.0,0.0,8682.466006245835,0.0,8600.287890477886,7751.983108660328,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T07:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1606.5074756110998,60.0,0.0,0.0,0.0,0.0,0.0,0.0,8625.492462263795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6551.831510725944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,8667.745914813357,0.0,0.0,0.0,0.0,7611.682493146692,0.0,0.0,0.0,7750.189610039327,0.0,8672.956025626334,0.0,0.0,0.0,0.0,0.0,0.0,8377.851162249064,0.0,8600.287890477886,7751.983108660328,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T08:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1294.3374711977751,60.0,0.0,0.0,0.0,0.0,0.0,0.0,5497.199467134908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600.612929325556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,5478.989552967055,0.0,0.0,0.0,0.0,4766.2360739000715,0.0,0.0,0.0,6123.761342500054,0.0,5493.742740457044,0.0,0.0,0.0,0.0,0.0,0.0,5821.255333482093,0.0,5473.260609543739,6137.114739123321,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T09:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1294.3374711977751,60.0,0.0,0.0,0.0,0.0,0.0,0.0,5497.199467134908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600.612929325556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,5478.989552967055,0.0,0.0,0.0,0.0,4766.2360739000715,0.0,0.0,0.0,6123.761342500054,0.0,5493.742740457044,0.0,0.0,0.0,0.0,0.0,0.0,5821.255333482093,0.0,5473.260609543739,6137.114739123321,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
