Parent Name,Collection,Property,Band,Datetime,Units,Nevada Power Non-Spin,Nevada Power Regulation,Nevada Power Spin,Sierra Non-Spin,Sierra Regulation,Sierra Spin
System,Reserve,Risk,1,10/20/30 12:00,MW,51.73,61.50,62,55.99,19.50,55.99
System,Reserve,Risk,1,10/20/30 13:00,MW,56.30,61.50,62,55.60,19.50,55.60
System,Reserve,Risk,1,10/20/30 14:00,MW,60.70,61.50,62,55.17,19.50,55.17
System,Reserve,Risk,1,10/20/30 15:00,MW,69.08,61.50,69.08,55.96,19.50,55.96
System,Reserve,Risk,1,10/20/30 16:00,MW,75.91,61.50,75.91,56.99,19.50,56.99
System,Reserve,Risk,1,10/20/30 17:00,MW,80.66,61.50,80.66,58.53,19.50,58.53
System,Reserve,Risk,1,10/20/30 18:00,MW,82.16,61.50,82.16,59.02,19.50,59.02
System,Reserve,Risk,1,10/20/30 19:00,MW,80.15,61.50,80.15,58.70,19.50,58.70
System,Reserve,Risk,1,10/20/30 20:00,MW,75.03,61.50,75.03,57.39,19.50,57.39
System,Reserve,Risk,1,10/20/30 21:00,MW,71.61,61.50,71.61,55.67,19.50,55.67
System,Reserve,Risk,1,10/20/30 22:00,MW,69.67,61.50,69.67,55.28,19.50,55.28
System,Reserve,Risk,1,10/20/30 23:00,MW,64.86,61.50,64.86,53.63,19.50,53.63
System,Reserve,Risk,1,10/21/30,MW,55.44,61.50,55.44,53.02,19.50,53.02
System,Reserve,Risk,1,10/21/30 1:00,MW,52.69,61.50,52.69,52.69,19.50,52.69
System,Reserve,Risk,1,10/21/30 2:00,MW,50.80,61.50,50.80,53.11,19.50,53.11
System,Reserve,Risk,1,10/21/30 3:00,MW,49.90,61.50,49.90,53.13,19.50,53.13
System,Reserve,Risk,1,10/21/30 4:00,MW,50.61,61.50,50.61,54.15,19.50,54.15
System,Reserve,Risk,1,10/21/30 5:00,MW,53.06,61.50,53.06,56.66,19.50,56.66
System,Reserve,Risk,1,10/21/30 6:00,MW,57.63,61.50,57.63,60.90,19.50,60.90
System,Reserve,Risk,1,10/21/30 7:00,MW,57.38,61.50,62,63.45,19.50,63.45
System,Reserve,Risk,1,10/21/30 8:00,MW,52.19,61.50,62,63.58,19.50,63.58
System,Reserve,Risk,1,10/21/30 9:00,MW,50.55,61.50,62,63.12,19.50,63.12
System,Reserve,Risk,1,10/21/30 10:00,MW,49.09,61.50,62,62.21,19.50,62.21
System,Reserve,Risk,1,10/21/30 11:00,MW,50.73,61.50,62,61.56,19.50,61.56
System,Reserve,Risk,1,10/21/30 12:00,MW,53.86,61.50,62,61.58,19.50,61.58
System,Reserve,Risk,1,10/21/30 13:00,MW,60.19,61.50,62,61.58,19.50,61.58
System,Reserve,Risk,1,10/21/30 14:00,MW,67.16,61.50,67.16,62.30,19.50,62.30
System,Reserve,Risk,1,10/21/30 15:00,MW,74.83,61.50,74.83,62.83,19.50,62.83
System,Reserve,Risk,1,10/21/30 16:00,MW,80.70,61.50,80.70,62.62,19.50,62.62
System,Reserve,Risk,1,10/21/30 17:00,MW,84.35,61.50,84.35,63.20,19.50,63.20
System,Reserve,Risk,1,10/21/30 18:00,MW,83.36,61.50,83.36,61.86,19.50,61.86
System,Reserve,Risk,1,10/21/30 19:00,MW,78.93,61.50,78.93,60.61,19.50,60.61
System,Reserve,Risk,1,10/21/30 20:00,MW,73.79,61.50,73.79,58.75,19.50,58.75
System,Reserve,Risk,1,10/21/30 21:00,MW,68.40,61.50,68.40,56.91,19.50,56.91
System,Reserve,Risk,1,10/21/30 22:00,MW,66.39,61.50,66.39,56.95,19.50,56.95
System,Reserve,Risk,1,10/21/30 23:00,MW,61.00,61.50,61.00,54.99,19.50,54.99
System,Reserve,Risk,1,10/22/30,MW,60.15,61.50,60.15,55.01,19.50,55.01
System,Reserve,Risk,1,10/22/30 1:00,MW,54.99,61.50,54.99,53.34,19.50,53.34
System,Reserve,Risk,1,10/22/30 2:00,MW,52.61,61.50,52.61,52.62,19.50,52.62
System,Reserve,Risk,1,10/22/30 3:00,MW,51.64,61.50,51.64,52.80,19.50,52.80
System,Reserve,Risk,1,10/22/30 4:00,MW,52.26,61.50,52.26,54.39,19.50,54.39
System,Reserve,Risk,1,10/22/30 5:00,MW,54.91,61.50,54.91,56.47,19.50,56.47
System,Reserve,Risk,1,10/22/30 6:00,MW,59.79,61.50,59.79,60.02,19.50,60.02
System,Reserve,Risk,1,10/22/30 7:00,MW,59.60,61.50,59.60,62.07,19.50,62.07
System,Reserve,Risk,1,10/22/30 8:00,MW,53.55,61.50,53.55,61.48,19.50,61.48
System,Reserve,Risk,1,10/22/30 9:00,MW,51.39,61.50,51.39,61.60,19.50,61.60
System,Reserve,Risk,1,10/22/30 10:00,MW,48.74,61.50,48.74,61.22,19.50,61.22
System,Reserve,Risk,1,10/22/30 11:00,MW,48.19,61.50,48.19,60.62,19.50,60.62
System,Reserve,Risk,1,10/22/30 12:00,MW,51.70,61.50,51.70,60.70,19.50,60.70
System,Reserve,Risk,1,10/22/30 13:00,MW,54.81,61.50,54.81,60.86,19.50,60.86
System,Reserve,Risk,1,10/22/30 14:00,MW,61.29,61.50,61.29,61.03,19.50,61.03
System,Reserve,Risk,1,10/22/30 15:00,MW,69.32,61.50,69.32,61.50,19.50,61.50
System,Reserve,Risk,1,10/22/30 16:00,MW,76.82,61.50,76.82,61.63,19.50,61.63
System,Reserve,Risk,1,10/22/30 17:00,MW,81.13,61.50,81.13,62.07,19.50,62.07
System,Reserve,Risk,1,10/22/30 18:00,MW,81.73,61.50,81.73,62.13,19.50,62.13
System,Reserve,Risk,1,10/22/30 19:00,MW,78.29,61.50,78.29,61.28,19.50,61.28
System,Reserve,Risk,1,10/22/30 20:00,MW,73.01,61.50,73.01,58.64,19.50,58.64
System,Reserve,Risk,1,10/22/30 21:00,MW,68.67,61.50,68.67,56.89,19.50,56.89
System,Reserve,Risk,1,10/22/30 22:00,MW,66.36,61.50,66.36,56.32,19.50,56.32
System,Reserve,Risk,1,10/22/30 23:00,MW,61.22,61.50,61.22,54.17,19.50,54.17
System,Reserve,Risk,1,10/23/30,MW,55.96,61.50,55.96,51.77,19.50,51.77
System,Reserve,Risk,1,10/23/30 1:00,MW,52.88,61.50,52.88,51.25,19.50,51.25
System,Reserve,Risk,1,10/23/30 2:00,MW,51.01,61.50,51.01,51.67,19.50,51.67
System,Reserve,Risk,1,10/23/30 3:00,MW,49.95,61.50,49.95,52.12,19.50,52.12
System,Reserve,Risk,1,10/23/30 4:00,MW,51.33,61.50,51.33,53.32,19.50,53.32
System,Reserve,Risk,1,10/23/30 5:00,MW,53.58,61.50,53.58,55.61,19.50,55.61
System,Reserve,Risk,1,10/23/30 6:00,MW,58.43,61.50,58.43,59.01,19.50,59.01
System,Reserve,Risk,1,10/23/30 7:00,MW,57.80,61.50,62,60.77,19.50,60.77
System,Reserve,Risk,1,10/23/30 8:00,MW,52.17,61.50,62,59.85,19.50,59.85
System,Reserve,Risk,1,10/23/30 9:00,MW,49.56,61.50,62,58.95,19.50,58.95
System,Reserve,Risk,1,10/23/30 10:00,MW,48.06,61.50,62,59.08,19.50,59.08
System,Reserve,Risk,1,10/23/30 11:00,MW,49.21,61.50,62,58.40,19.50,58.40
System,Reserve,Risk,1,10/23/30 12:00,MW,51.92,61.50,62,58.72,19.50,58.72
System,Reserve,Risk,1,10/23/30 13:00,MW,57.77,61.50,62,59.00,19.50,59.00
System,Reserve,Risk,1,10/23/30 14:00,MW,65.44,61.50,65.44,58.99,19.50,58.99
System,Reserve,Risk,1,10/23/30 15:00,MW,74.01,61.50,74.01,59.77,19.50,59.77
System,Reserve,Risk,1,10/23/30 16:00,MW,81.35,61.50,81.35,59.48,19.50,59.48
System,Reserve,Risk,1,10/23/30 17:00,MW,84.60,61.50,84.60,59.51,19.50,59.51
System,Reserve,Risk,1,10/23/30 18:00,MW,85.34,61.50,85.34,59.94,19.50,59.94
System,Reserve,Risk,1,10/23/30 19:00,MW,80.35,61.50,80.35,58.95,19.50,58.95
System,Reserve,Risk,1,10/23/30 20:00,MW,74.28,61.50,74.28,57.12,19.50,57.12
System,Reserve,Risk,1,10/23/30 21:00,MW,69.65,61.50,69.65,55.51,19.50,55.51
System,Reserve,Risk,1,10/23/30 22:00,MW,67.43,61.50,67.43,55.16,19.50,55.16
System,Reserve,Risk,1,10/23/30 23:00,MW,61.72,61.50,61.72,53.34,19.50,53.34
System,Reserve,Risk,1,10/24/30,MW,57.69,61.50,57.69,52.06,19.50,52.06
System,Reserve,Risk,1,10/24/30 1:00,MW,55.30,61.50,55.30,52.21,19.50,52.21
System,Reserve,Risk,1,10/24/30 2:00,MW,53.51,61.50,53.51,52.82,19.50,52.82
System,Reserve,Risk,1,10/24/30 3:00,MW,52.63,61.50,52.63,53.72,19.50,53.72
System,Reserve,Risk,1,10/24/30 4:00,MW,53.53,61.50,53.53,55.86,19.50,55.86
System,Reserve,Risk,1,10/24/30 5:00,MW,55.73,61.50,55.73,58.98,19.50,58.98
System,Reserve,Risk,1,10/24/30 6:00,MW,60.49,61.50,60.49,62.34,19.50,62.34
System,Reserve,Risk,1,10/24/30 7:00,MW,59.89,61.50,59.89,64.36,19.50,64.36
System,Reserve,Risk,1,10/24/30 8:00,MW,53.51,61.50,53.51,63.36,19.50,63.36
System,Reserve,Risk,1,10/24/30 9:00,MW,50.76,61.50,50.76,61.80,19.50,61.80
System,Reserve,Risk,1,10/24/30 10:00,MW,48.41,61.50,48.41,59.47,19.50,59.47
System,Reserve,Risk,1,10/24/30 11:00,MW,47.86,61.50,47.86,59.14,19.50,59.14
System,Reserve,Risk,1,10/24/30 12:00,MW,49.48,61.50,49.48,58.50,19.50,58.50
System,Reserve,Risk,1,10/24/30 13:00,MW,51.88,61.50,51.88,58.46,19.50,58.46
System,Reserve,Risk,1,10/24/30 14:00,MW,56.30,61.50,56.30,59.78,19.50,59.78
System,Reserve,Risk,1,10/24/30 15:00,MW,63.80,61.50,63.80,60.51,19.50,60.51
System,Reserve,Risk,1,10/24/30 16:00,MW,69.97,61.50,69.97,61.00,19.50,61.00
System,Reserve,Risk,1,10/24/30 17:00,MW,75.34,61.50,75.34,62.07,19.50,62.07
System,Reserve,Risk,1,10/24/30 18:00,MW,77.32,61.50,77.32,62.32,19.50,62.32
System,Reserve,Risk,1,10/24/30 19:00,MW,73.68,61.50,73.68,61.38,19.50,61.38
System,Reserve,Risk,1,10/24/30 20:00,MW,69.77,61.50,69.77,60.02,19.50,60.02
System,Reserve,Risk,1,10/24/30 21:00,MW,65.16,61.50,65.16,56.92,19.50,56.92
System,Reserve,Risk,1,10/24/30 22:00,MW,63.82,61.50,63.82,55.75,19.50,55.75
System,Reserve,Risk,1,10/24/30 23:00,MW,59.98,61.50,59.98,54.17,19.50,54.17
System,Reserve,Risk,1,10/25/30,MW,56.44,61.50,56.44,52.66,19.50,52.66
System,Reserve,Risk,1,10/25/30 1:00,MW,54.28,61.50,54.28,52.02,19.50,52.02
System,Reserve,Risk,1,10/25/30 2:00,MW,52.94,61.50,52.94,51.80,19.50,51.80
System,Reserve,Risk,1,10/25/30 3:00,MW,52.18,61.50,52.18,54.28,19.50,54.28
System,Reserve,Risk,1,10/25/30 4:00,MW,52.91,61.50,52.91,55.53,19.50,55.53
System,Reserve,Risk,1,10/25/30 5:00,MW,55.46,61.50,55.46,58.28,19.50,58.28
System,Reserve,Risk,1,10/25/30 6:00,MW,59.69,61.50,59.69,61.74,19.50,61.74
System,Reserve,Risk,1,10/25/30 7:00,MW,59.54,61.50,59.54,64.00,19.50,64.00
System,Reserve,Risk,1,10/25/30 8:00,MW,54.23,61.50,54.23,62.72,19.50,62.72
System,Reserve,Risk,1,10/25/30 9:00,MW,51.01,61.50,51.01,62.20,19.50,62.20
System,Reserve,Risk,1,10/25/30 10:00,MW,48.37,61.50,48.37,61.78,19.50,61.78
System,Reserve,Risk,1,10/25/30 11:00,MW,47.86,61.50,47.86,61.08,19.50,61.08
System,Reserve,Risk,1,10/25/30 12:00,MW,49.09,61.50,49.09,59.87,19.50,59.87
System,Reserve,Risk,1,10/25/30 13:00,MW,50.33,61.50,50.33,58.75,19.50,58.75
System,Reserve,Risk,1,10/25/30 14:00,MW,54.70,61.50,54.70,58.92,19.50,58.92
System,Reserve,Risk,1,10/25/30 15:00,MW,61.12,61.50,61.12,58.62,19.50,58.62
System,Reserve,Risk,1,10/25/30 16:00,MW,67.66,61.50,67.66,59.13,19.50,59.13
System,Reserve,Risk,1,10/25/30 17:00,MW,73.38,61.50,73.38,60.05,19.50,60.05
System,Reserve,Risk,1,10/25/30 18:00,MW,74.83,61.50,74.83,60.13,19.50,60.13
System,Reserve,Risk,1,10/25/30 19:00,MW,72.40,61.50,72.40,59.29,19.50,59.29
System,Reserve,Risk,1,10/25/30 20:00,MW,68.18,61.50,68.18,57.03,19.50,57.03
System,Reserve,Risk,1,10/25/30 21:00,MW,64.13,61.50,64.13,56.17,19.50,56.17
System,Reserve,Risk,1,10/25/30 22:00,MW,63.28,61.50,63.28,55.63,19.50,55.63
System,Reserve,Risk,1,10/25/30 23:00,MW,59.57,61.50,59.57,53.90,19.50,53.90
System,Reserve,Risk,1,10/26/30,MW,56.51,61.50,56.51,53.05,19.50,53.05
System,Reserve,Risk,1,10/26/30 1:00,MW,53.36,61.50,53.36,53.89,19.50,53.89
System,Reserve,Risk,1,10/26/30 2:00,MW,51.54,61.50,51.54,52.58,19.50,52.58
System,Reserve,Risk,1,10/26/30 3:00,MW,50.14,61.50,50.14,52.37,19.50,52.37
System,Reserve,Risk,1,10/26/30 4:00,MW,49.75,61.50,49.75,51.81,19.50,51.81
System,Reserve,Risk,1,10/26/30 5:00,MW,50.05,61.50,50.05,52.87,19.50,52.87
System,Reserve,Risk,1,10/26/30 6:00,MW,51.61,61.50,51.61,54.60,19.50,54.60
System,Reserve,Risk,1,10/26/30 7:00,MW,50.35,61.50,62,55.42,19.50,55.42
System,Reserve,Risk,1,10/26/30 8:00,MW,44.94,61.50,62,54.96,19.50,54.96
System,Reserve,Risk,1,10/26/30 9:00,MW,44.21,61.50,62,57.15,19.50,57.15
System,Reserve,Risk,1,10/26/30 10:00,MW,40.74,61.50,62,55.48,19.50,55.48
System,Reserve,Risk,1,10/26/30 11:00,MW,43.15,61.50,62,55.41,19.50,55.41
System,Reserve,Risk,1,10/26/30 12:00,MW,43.95,61.50,62,56.73,19.50,56.73
System,Reserve,Risk,1,10/26/30 13:00,MW,47.02,61.50,62,56.53,19.50,56.53
System,Reserve,Risk,1,10/26/30 14:00,MW,52.39,61.50,62,56.76,19.50,56.76
System,Reserve,Risk,1,10/26/30 15:00,MW,60.25,61.50,62,57.08,19.50,57.08
System,Reserve,Risk,1,10/26/30 16:00,MW,65.81,61.50,65.81,57.58,19.50,57.58
System,Reserve,Risk,1,10/26/30 17:00,MW,70.47,61.50,70.47,58.95,19.50,58.95
System,Reserve,Risk,1,10/26/30 18:00,MW,71.86,61.50,71.86,58.91,19.50,58.91
System,Reserve,Risk,1,10/26/30 19:00,MW,70.06,61.50,70.06,59.41,19.50,59.41
System,Reserve,Risk,1,10/26/30 20:00,MW,65.92,61.50,65.92,57.72,19.50,57.72
System,Reserve,Risk,1,10/26/30 21:00,MW,62.63,61.50,62.63,56.26,19.50,56.26
System,Reserve,Risk,1,10/26/30 22:00,MW,62.37,61.50,62.37,56.10,19.50,56.10
System,Reserve,Risk,1,10/26/30 23:00,MW,58.66,61.50,58.66,55.13,19.50,55.13
System,Reserve,Risk,1,10/27/30,MW,54.44,61.50,54.44,52.36,19.50,52.36
System,Reserve,Risk,1,10/27/30 1:00,MW,51.50,61.50,51.50,51.61,19.50,51.61
System,Reserve,Risk,1,10/27/30 2:00,MW,49.61,61.50,49.61,51.42,19.50,51.42
System,Reserve,Risk,1,10/27/30 3:00,MW,48.30,61.50,48.30,50.74,19.50,50.74
System,Reserve,Risk,1,10/27/30 4:00,MW,47.57,61.50,47.57,49.86,19.50,49.86
System,Reserve,Risk,1,10/27/30 5:00,MW,47.72,61.50,47.72,49.33,19.50,49.33
System,Reserve,Risk,1,10/27/30 6:00,MW,49.60,61.50,49.60,50.37,19.50,50.37
System,Reserve,Risk,1,10/27/30 7:00,MW,48.14,61.50,62.10,51.72,19.50,51.72
System,Reserve,Risk,1,10/27/30 8:00,MW,42.05,61.50,62.10,50.79,19.50,50.79
System,Reserve,Risk,1,10/27/30 9:00,MW,41.22,61.50,62.10,50.99,19.50,50.99
System,Reserve,Risk,1,10/27/30 10:00,MW,39.35,61.50,62.10,51.60,19.50,51.60
System,Reserve,Risk,1,10/27/30 11:00,MW,38.71,61.50,62.10,51.96,19.50,51.96
System,Reserve,Risk,1,10/27/30 12:00,MW,40.45,61.50,62.10,52.57,19.50,52.57
System,Reserve,Risk,1,10/27/30 13:00,MW,43.53,61.50,62.10,52.52,19.50,52.52
System,Reserve,Risk,1,10/27/30 14:00,MW,46.65,61.50,62.10,51.28,19.50,51.28
System,Reserve,Risk,1,10/27/30 15:00,MW,54.18,61.50,54.18,52.45,19.50,52.45
System,Reserve,Risk,1,10/27/30 16:00,MW,60.12,61.50,60.12,53.69,19.50,53.69
System,Reserve,Risk,1,10/27/30 17:00,MW,64.92,61.50,64.92,54.90,19.50,54.90
System,Reserve,Risk,1,10/27/30 18:00,MW,67.94,61.50,67.94,54.90,19.50,54.90
System,Reserve,Risk,1,10/27/30 19:00,MW,66.06,61.50,66.06,54.46,19.50,54.46
System,Reserve,Risk,1,10/27/30 20:00,MW,62.69,61.50,62.69,53.23,19.50,53.23
System,Reserve,Risk,1,10/27/30 21:00,MW,59.75,61.50,59.75,51.85,19.50,51.85
System,Reserve,Risk,1,10/27/30 22:00,MW,58.72,61.50,58.72,52.01,19.50,52.01
System,Reserve,Risk,1,10/27/30 23:00,MW,54.76,61.50,54.76,51.19,19.50,51.19
System,Reserve,Risk,1,10/28/30,MW,49.82,61.50,49.82,51.92,19.50,51.92
System,Reserve,Risk,1,10/28/30 1:00,MW,48.25,61.50,48.25,51.68,19.50,51.68
System,Reserve,Risk,1,10/28/30 2:00,MW,47.18,61.50,47.18,51.47,19.50,51.47
System,Reserve,Risk,1,10/28/30 3:00,MW,46.96,61.50,46.96,51.96,19.50,51.96
System,Reserve,Risk,1,10/28/30 4:00,MW,47.88,61.50,47.88,52.59,19.50,52.59
System,Reserve,Risk,1,10/28/30 5:00,MW,50.37,61.50,50.37,54.96,19.50,54.96
System,Reserve,Risk,1,10/28/30 6:00,MW,54.89,61.50,54.89,58.99,19.50,58.99
System,Reserve,Risk,1,10/28/30 7:00,MW,55.13,61.50,55.13,61.42,19.50,61.42
System,Reserve,Risk,1,10/28/30 8:00,MW,48.35,61.50,48.35,60.67,19.50,60.67
System,Reserve,Risk,1,10/28/30 9:00,MW,44.92,61.50,44.92,60.42,19.50,60.42
System,Reserve,Risk,1,10/28/30 10:00,MW,41.43,61.50,41.43,62.57,19.50,62.57
System,Reserve,Risk,1,10/28/30 11:00,MW,40.50,61.50,40.50,62.45,19.50,62.45
System,Reserve,Risk,1,10/28/30 12:00,MW,40.18,61.50,40.18,61.95,19.50,61.95
System,Reserve,Risk,1,10/28/30 13:00,MW,42.76,61.50,42.76,61.61,19.50,61.61
System,Reserve,Risk,1,10/28/30 14:00,MW,46.04,61.50,46.04,61.34,19.50,61.34
System,Reserve,Risk,1,10/28/30 15:00,MW,51.20,61.50,51.20,61.80,19.50,61.80
System,Reserve,Risk,1,10/28/30 16:00,MW,56.87,61.50,56.87,61.96,19.50,61.96
System,Reserve,Risk,1,10/28/30 17:00,MW,62.59,61.50,62.59,62.30,19.50,62.30
System,Reserve,Risk,1,10/28/30 18:00,MW,65.08,61.50,65.08,60.48,19.50,60.48
System,Reserve,Risk,1,10/28/30 19:00,MW,63.10,61.50,63.10,58.72,19.50,58.72
System,Reserve,Risk,1,10/28/30 20:00,MW,60.00,61.50,60.00,56.94,19.50,56.94
System,Reserve,Risk,1,10/28/30 21:00,MW,57.16,61.50,57.16,55.47,19.50,55.47
System,Reserve,Risk,1,10/28/30 22:00,MW,56.94,61.50,56.94,55.64,19.50,55.64
System,Reserve,Risk,1,10/28/30 23:00,MW,53.55,61.50,53.55,54.31,19.50,54.31
System,Reserve,Risk,1,10/29/30,MW,55.76,61.50,55.76,55.35,19.50,55.35
System,Reserve,Risk,1,10/29/30 1:00,MW,51.22,61.50,51.22,53.58,19.50,53.58
System,Reserve,Risk,1,10/29/30 2:00,MW,49.54,61.50,49.54,53.51,19.50,53.51
System,Reserve,Risk,1,10/29/30 3:00,MW,48.99,61.50,48.99,53.61,19.50,53.61
System,Reserve,Risk,1,10/29/30 4:00,MW,49.97,61.50,49.97,54.43,19.50,54.43
System,Reserve,Risk,1,10/29/30 5:00,MW,52.72,61.50,52.72,56.30,19.50,56.30
System,Reserve,Risk,1,10/29/30 6:00,MW,57.16,61.50,57.16,59.57,19.50,59.57
System,Reserve,Risk,1,10/29/30 7:00,MW,57.45,61.50,57.45,61.67,19.50,61.67
System,Reserve,Risk,1,10/29/30 8:00,MW,50.68,61.50,50.68,61.09,19.50,61.09
System,Reserve,Risk,1,10/29/30 9:00,MW,47.06,61.50,47.06,61.10,19.50,61.10
System,Reserve,Risk,1,10/29/30 10:00,MW,43.49,61.50,43.49,60.16,19.50,60.16
System,Reserve,Risk,1,10/29/30 11:00,MW,41.62,61.50,41.62,59.34,19.50,59.34
System,Reserve,Risk,1,10/29/30 12:00,MW,44.01,61.50,44.01,59.66,19.50,59.66
System,Reserve,Risk,1,10/29/30 13:00,MW,45.83,61.50,45.83,58.99,19.50,58.99
System,Reserve,Risk,1,10/29/30 14:00,MW,50.17,61.50,50.17,58.72,19.50,58.72
System,Reserve,Risk,1,10/29/30 15:00,MW,57.37,61.50,57.37,59.07,19.50,59.07
System,Reserve,Risk,1,10/29/30 16:00,MW,63.54,61.50,63.54,59.04,19.50,59.04
System,Reserve,Risk,1,10/29/30 17:00,MW,69.75,61.50,69.75,59.73,19.50,59.73
System,Reserve,Risk,1,10/29/30 18:00,MW,72.25,61.50,72.25,60.45,19.50,60.45
System,Reserve,Risk,1,10/29/30 19:00,MW,69.12,61.50,69.12,59.81,19.50,59.81
System,Reserve,Risk,1,10/29/30 20:00,MW,65.36,61.50,65.36,58.36,19.50,58.36
System,Reserve,Risk,1,10/29/30 21:00,MW,61.36,61.50,61.36,56.61,19.50,56.61
System,Reserve,Risk,1,10/29/30 22:00,MW,60.40,61.50,60.40,56.82,19.50,56.82
System,Reserve,Risk,1,10/29/30 23:00,MW,56.53,61.50,56.53,55.02,19.50,55.02
System,Reserve,Risk,1,10/30/30,MW,53.70,61.50,53.70,53.58,19.50,53.58
System,Reserve,Risk,1,10/30/30 1:00,MW,51.77,61.50,51.77,52.86,19.50,52.86
System,Reserve,Risk,1,10/30/30 2:00,MW,50.57,61.50,50.57,53.41,19.50,53.41
System,Reserve,Risk,1,10/30/30 3:00,MW,50.10,61.50,50.10,53.86,19.50,53.86
System,Reserve,Risk,1,10/30/30 4:00,MW,52.01,61.50,52.01,54.33,19.50,54.33
System,Reserve,Risk,1,10/30/30 5:00,MW,54.39,61.50,54.39,55.97,19.50,55.97
System,Reserve,Risk,1,10/30/30 6:00,MW,59.53,61.50,59.53,59.83,19.50,59.83
System,Reserve,Risk,1,10/30/30 7:00,MW,59.24,61.50,59.24,61.99,19.50,61.99
System,Reserve,Risk,1,10/30/30 8:00,MW,52.13,61.50,52.13,60.22,19.50,60.22
System,Reserve,Risk,1,10/30/30 9:00,MW,47.81,61.50,47.81,59.54,19.50,59.54
System,Reserve,Risk,1,10/30/30 10:00,MW,44.18,61.50,44.18,59.41,19.50,59.41
System,Reserve,Risk,1,10/30/30 11:00,MW,42.53,61.50,42.53,58.53,19.50,58.53
System,Reserve,Risk,1,10/30/30 12:00,MW,42.06,61.50,42.06,58.10,19.50,58.10
System,Reserve,Risk,1,10/30/30 13:00,MW,44.37,61.50,44.37,57.70,19.50,57.70
System,Reserve,Risk,1,10/30/30 14:00,MW,47.68,61.50,47.68,57.76,19.50,57.76
System,Reserve,Risk,1,10/30/30 15:00,MW,53.50,61.50,53.50,57.94,19.50,57.94
System,Reserve,Risk,1,10/30/30 16:00,MW,60.32,61.50,60.32,58.79,19.50,58.79
System,Reserve,Risk,1,10/30/30 17:00,MW,66.45,61.50,66.45,59.74,19.50,59.74
System,Reserve,Risk,1,10/30/30 18:00,MW,70.32,61.50,70.32,60.05,19.50,60.05
System,Reserve,Risk,1,10/30/30 19:00,MW,67.85,61.50,67.85,59.78,19.50,59.78
System,Reserve,Risk,1,10/30/30 20:00,MW,64.03,61.50,64.03,58.53,19.50,58.53
System,Reserve,Risk,1,10/30/30 21:00,MW,61.66,61.50,61.66,57.17,19.50,57.17
System,Reserve,Risk,1,10/30/30 22:00,MW,61.07,61.50,61.07,56.48,19.50,56.48
System,Reserve,Risk,1,10/30/30 23:00,MW,57.86,61.50,57.86,54.63,19.50,54.63
System,Reserve,Risk,1,10/31/30,MW,53.42,61.50,53.42,53.71,19.50,53.71
System,Reserve,Risk,1,10/31/30 1:00,MW,51.66,61.50,51.66,53.47,19.50,53.47
System,Reserve,Risk,1,10/31/30 2:00,MW,50.80,61.50,50.80,53.76,19.50,53.76
System,Reserve,Risk,1,10/31/30 3:00,MW,50.45,61.50,50.45,53.76,19.50,53.76
System,Reserve,Risk,1,10/31/30 4:00,MW,51.65,61.50,51.65,55.01,19.50,55.01
System,Reserve,Risk,1,10/31/30 5:00,MW,54.10,61.50,54.10,57.56,19.50,57.56
System,Reserve,Risk,1,10/31/30 6:00,MW,59.09,61.50,59.09,60.82,19.50,60.82
System,Reserve,Risk,1,10/31/30 7:00,MW,58.18,61.50,62,62.55,19.50,62.55
System,Reserve,Risk,1,10/31/30 8:00,MW,50.17,61.50,62,61.76,19.50,61.76
System,Reserve,Risk,1,10/31/30 9:00,MW,46.43,61.50,62,61.03,19.50,61.03
System,Reserve,Risk,1,10/31/30 10:00,MW,42.49,61.50,62,60.18,19.50,60.18
System,Reserve,Risk,1,10/31/30 11:00,MW,40.88,61.50,62,59.36,19.50,59.36
System,Reserve,Risk,1,10/31/30 12:00,MW,41.15,61.50,62,59.36,19.50,59.36
System,Reserve,Risk,1,10/31/30 13:00,MW,42.41,61.50,62,59.03,19.50,59.03
System,Reserve,Risk,1,10/31/30 14:00,MW,45.09,61.50,62,59.08,19.50,59.08
System,Reserve,Risk,1,10/31/30 15:00,MW,51.78,61.50,62,59.64,19.50,59.64
System,Reserve,Risk,1,10/31/30 16:00,MW,58.47,61.50,58.47,60.57,19.50,60.57
System,Reserve,Risk,1,10/31/30 17:00,MW,64.44,61.50,64.44,61.24,19.50,61.24
System,Reserve,Risk,1,10/31/30 18:00,MW,66.44,61.50,66.44,60.99,19.50,60.99
System,Reserve,Risk,1,10/31/30 19:00,MW,63.29,61.50,63.29,59.92,19.50,59.92
System,Reserve,Risk,1,10/31/30 20:00,MW,60.68,61.50,60.68,58.76,19.50,58.76
System,Reserve,Risk,1,10/31/30 21:00,MW,58.26,61.50,58.26,57.30,19.50,57.30
System,Reserve,Risk,1,10/31/30 22:00,MW,58.63,61.50,58.63,57.25,19.50,57.25
System,Reserve,Risk,1,10/31/30 23:00,MW,55.50,61.50,55.50,55.81,19.50,55.81
System,Reserve,Risk,1,11/1/30,MW,72.08,61.50,72.08,60.15,19.50,60.15
System,Reserve,Risk,1,11/1/30 1:00,MW,69.40,61.50,69.40,59.79,19.50,59.79
System,Reserve,Risk,1,11/1/30 2:00,MW,67.90,61.50,67.90,59.63,19.50,59.63
System,Reserve,Risk,1,11/1/30 3:00,MW,67.65,61.50,67.65,59.91,19.50,59.91
