Parent Name,Collection,Property,Band,Datetime,Units,Nevada Power Non-Spin,Nevada Power Regulation,Nevada Power Spin,Sierra Non-Spin,Sierra Regulation,Sierra Spin
System,Reserve,Risk,1,1/1/30,MW,75.15,61.50,75.15,54.99,19.50,54.99
System,Reserve,Risk,1,1/1/30 1:00,MW,71.38,61.50,71.38,53.20,19.50,53.20
System,Reserve,Risk,1,1/1/30 2:00,MW,69.58,61.50,69.58,52.02,19.50,52.02
System,Reserve,Risk,1,1/1/30 3:00,MW,68.65,61.50,68.65,51.72,19.50,51.72
System,Reserve,Risk,1,1/1/30 4:00,MW,68.87,61.50,68.87,51.94,19.50,51.94
System,Reserve,Risk,1,1/1/30 5:00,MW,70.31,61.50,70.31,52.67,19.50,52.67
System,Reserve,Risk,1,1/1/30 6:00,MW,71.80,61.50,71.80,54.63,19.50,54.63
System,Reserve,Risk,1,1/1/30 7:00,MW,70.87,61.50,70.87,56.41,19.50,56.41
System,Reserve,Risk,1,1/1/30 8:00,MW,62.23,61.50,62.23,56.01,19.50,56.01
System,Reserve,Risk,1,1/1/30 9:00,MW,59.06,61.50,59.06,55.64,19.50,55.64
System,Reserve,Risk,1,1/1/30 10:00,MW,55.70,61.50,55.70,55.81,19.50,55.81
System,Reserve,Risk,1,1/1/30 11:00,MW,53.80,61.50,53.80,55.32,19.50,55.32
System,Reserve,Risk,1,1/1/30 12:00,MW,55.39,61.50,55.39,55.55,19.50,55.55
System,Reserve,Risk,1,1/1/30 13:00,MW,56.15,61.50,56.15,54.59,19.50,54.59
System,Reserve,Risk,1,1/1/30 14:00,MW,59.64,61.50,59.64,54.84,19.50,54.84
System,Reserve,Risk,1,1/1/30 15:00,MW,64.62,61.50,64.62,55.43,19.50,55.43
System,Reserve,Risk,1,1/1/30 16:00,MW,73.35,61.50,73.35,57.07,19.50,57.07
System,Reserve,Risk,1,1/1/30 17:00,MW,79.87,61.50,79.87,59.51,19.50,59.51
System,Reserve,Risk,1,1/1/30 18:00,MW,80.23,61.50,80.23,58.79,19.50,58.79
System,Reserve,Risk,1,1/1/30 19:00,MW,78.46,61.50,78.46,57.43,19.50,57.43
System,Reserve,Risk,1,1/1/30 20:00,MW,76.29,61.50,76.29,55.90,19.50,55.90
System,Reserve,Risk,1,1/1/30 21:00,MW,74.40,61.50,74.40,53.61,19.50,53.61
System,Reserve,Risk,1,1/1/30 22:00,MW,75.07,61.50,75.07,53.39,19.50,53.39
System,Reserve,Risk,1,1/1/30 23:00,MW,72.05,61.50,72.05,51.52,19.50,51.52
System,Reserve,Risk,1,1/2/30,MW,68.27,61.50,68.27,49.75,19.50,49.75
System,Reserve,Risk,1,1/2/30 1:00,MW,66.84,61.50,66.84,49.37,19.50,49.37
System,Reserve,Risk,1,1/2/30 2:00,MW,65.64,61.50,65.64,48.93,19.50,48.93
System,Reserve,Risk,1,1/2/30 3:00,MW,65.67,61.50,65.67,49.04,19.50,49.04
System,Reserve,Risk,1,1/2/30 4:00,MW,68.04,61.50,68.04,50.01,19.50,50.01
System,Reserve,Risk,1,1/2/30 5:00,MW,70.55,61.50,70.55,51.71,19.50,51.71
System,Reserve,Risk,1,1/2/30 6:00,MW,74.99,61.50,74.99,54.86,19.50,54.86
System,Reserve,Risk,1,1/2/30 7:00,MW,74.57,61.50,74.57,57.25,19.50,57.25
System,Reserve,Risk,1,1/2/30 8:00,MW,68.24,61.50,68.24,56.68,19.50,56.68
System,Reserve,Risk,1,1/2/30 9:00,MW,62.79,61.50,62.79,56.25,19.50,56.25
System,Reserve,Risk,1,1/2/30 10:00,MW,58.43,61.50,58.43,56.38,19.50,56.38
System,Reserve,Risk,1,1/2/30 11:00,MW,57.21,61.50,57.21,55.57,19.50,55.57
System,Reserve,Risk,1,1/2/30 12:00,MW,56.25,61.50,56.25,55.04,19.50,55.04
System,Reserve,Risk,1,1/2/30 13:00,MW,57.56,61.50,57.56,54.88,19.50,54.88
System,Reserve,Risk,1,1/2/30 14:00,MW,60.52,61.50,60.52,54.58,19.50,54.58
System,Reserve,Risk,1,1/2/30 15:00,MW,66.12,61.50,66.12,55.26,19.50,55.26
System,Reserve,Risk,1,1/2/30 16:00,MW,74.59,61.50,74.59,56.93,19.50,56.93
System,Reserve,Risk,1,1/2/30 17:00,MW,79.93,61.50,79.93,58.59,19.50,58.59
System,Reserve,Risk,1,1/2/30 18:00,MW,81.25,61.50,81.25,58.06,19.50,58.06
System,Reserve,Risk,1,1/2/30 19:00,MW,79.62,61.50,79.62,56.70,19.50,56.70
System,Reserve,Risk,1,1/2/30 20:00,MW,77.08,61.50,77.08,55.21,19.50,55.21
System,Reserve,Risk,1,1/2/30 21:00,MW,74.15,61.50,74.15,53.36,19.50,53.36
System,Reserve,Risk,1,1/2/30 22:00,MW,74.54,61.50,74.54,52.89,19.50,52.89
System,Reserve,Risk,1,1/2/30 23:00,MW,71.16,61.50,71.16,51.16,19.50,51.16
System,Reserve,Risk,1,1/3/30,MW,69.59,61.50,69.59,51.21,19.50,51.21
System,Reserve,Risk,1,1/3/30 1:00,MW,67.94,61.50,67.94,50.83,19.50,50.83
System,Reserve,Risk,1,1/3/30 2:00,MW,67.02,61.50,67.02,50.10,19.50,50.10
System,Reserve,Risk,1,1/3/30 3:00,MW,66.96,61.50,66.96,50.50,19.50,50.50
System,Reserve,Risk,1,1/3/30 4:00,MW,68.72,61.50,68.72,51.37,19.50,51.37
System,Reserve,Risk,1,1/3/30 5:00,MW,71.50,61.50,71.50,53.47,19.50,53.47
System,Reserve,Risk,1,1/3/30 6:00,MW,76.69,61.50,76.69,57.06,19.50,57.06
System,Reserve,Risk,1,1/3/30 7:00,MW,75.70,61.50,75.70,58.97,19.50,58.97
System,Reserve,Risk,1,1/3/30 8:00,MW,67.93,61.50,67.93,58.11,19.50,58.11
System,Reserve,Risk,1,1/3/30 9:00,MW,62.93,61.50,62.93,57.86,19.50,57.86
System,Reserve,Risk,1,1/3/30 10:00,MW,58.65,61.50,58.65,57.05,19.50,57.05
System,Reserve,Risk,1,1/3/30 11:00,MW,55.60,61.50,55.60,56.89,19.50,56.89
System,Reserve,Risk,1,1/3/30 12:00,MW,55.27,61.50,55.27,56.74,19.50,56.74
System,Reserve,Risk,1,1/3/30 13:00,MW,56.26,61.50,56.26,56.43,19.50,56.43
System,Reserve,Risk,1,1/3/30 14:00,MW,59.71,61.50,59.71,55.83,19.50,55.83
System,Reserve,Risk,1,1/3/30 15:00,MW,65.85,61.50,65.85,56.35,19.50,56.35
System,Reserve,Risk,1,1/3/30 16:00,MW,74.55,61.50,74.55,58.24,19.50,58.24
System,Reserve,Risk,1,1/3/30 17:00,MW,80.71,61.50,80.71,61.00,19.50,61.00
System,Reserve,Risk,1,1/3/30 18:00,MW,80.63,61.50,80.63,60.64,19.50,60.64
System,Reserve,Risk,1,1/3/30 19:00,MW,78.83,61.50,78.83,58.99,19.50,58.99
System,Reserve,Risk,1,1/3/30 20:00,MW,77.02,61.50,77.02,57.35,19.50,57.35
System,Reserve,Risk,1,1/3/30 21:00,MW,73.81,61.50,73.81,55.39,19.50,55.39
System,Reserve,Risk,1,1/3/30 22:00,MW,73.42,61.50,73.42,54.89,19.50,54.89
System,Reserve,Risk,1,1/3/30 23:00,MW,71.12,61.50,71.12,53.00,19.50,53.00
System,Reserve,Risk,1,1/4/30,MW,67.09,61.50,67.09,52.93,19.50,52.93
System,Reserve,Risk,1,1/4/30 1:00,MW,65.88,61.50,65.88,52.18,19.50,52.18
System,Reserve,Risk,1,1/4/30 2:00,MW,65.23,61.50,65.23,51.36,19.50,51.36
System,Reserve,Risk,1,1/4/30 3:00,MW,65.24,61.50,65.24,51.46,19.50,51.46
System,Reserve,Risk,1,1/4/30 4:00,MW,66.54,61.50,66.54,52.07,19.50,52.07
System,Reserve,Risk,1,1/4/30 5:00,MW,70.00,61.50,70.00,53.93,19.50,53.93
System,Reserve,Risk,1,1/4/30 6:00,MW,74.94,61.50,74.94,57.32,19.50,57.32
System,Reserve,Risk,1,1/4/30 7:00,MW,74.68,61.50,74.68,60.20,19.50,60.20
System,Reserve,Risk,1,1/4/30 8:00,MW,66.71,61.50,66.71,59.83,19.50,59.83
System,Reserve,Risk,1,1/4/30 9:00,MW,60.66,61.50,60.66,59.03,19.50,59.03
System,Reserve,Risk,1,1/4/30 10:00,MW,57.22,61.50,57.22,58.20,19.50,58.20
System,Reserve,Risk,1,1/4/30 11:00,MW,55.06,61.50,55.06,57.71,19.50,57.71
System,Reserve,Risk,1,1/4/30 12:00,MW,54.23,61.50,54.23,57.99,19.50,57.99
System,Reserve,Risk,1,1/4/30 13:00,MW,54.33,61.50,54.33,57.32,19.50,57.32
System,Reserve,Risk,1,1/4/30 14:00,MW,58.29,61.50,58.29,57.20,19.50,57.20
System,Reserve,Risk,1,1/4/30 15:00,MW,63.68,61.50,63.68,58.95,19.50,58.95
System,Reserve,Risk,1,1/4/30 16:00,MW,71.53,61.50,71.53,60.89,19.50,60.89
System,Reserve,Risk,1,1/4/30 17:00,MW,78.12,61.50,78.12,63.55,19.50,63.55
System,Reserve,Risk,1,1/4/30 18:00,MW,78.20,61.50,78.20,62.76,19.50,62.76
System,Reserve,Risk,1,1/4/30 19:00,MW,76.38,61.50,76.38,60.94,19.50,60.94
System,Reserve,Risk,1,1/4/30 20:00,MW,74.97,61.50,74.97,58.44,19.50,58.44
System,Reserve,Risk,1,1/4/30 21:00,MW,71.73,61.50,71.73,56.80,19.50,56.80
System,Reserve,Risk,1,1/4/30 22:00,MW,72.07,61.50,72.07,56.39,19.50,56.39
System,Reserve,Risk,1,1/4/30 23:00,MW,68.85,61.50,68.85,54.11,19.50,54.11
System,Reserve,Risk,1,1/5/30,MW,67.99,61.50,67.99,51.02,19.50,51.02
System,Reserve,Risk,1,1/5/30 1:00,MW,65.51,61.50,65.51,50.07,19.50,50.07
System,Reserve,Risk,1,1/5/30 2:00,MW,64.09,61.50,64.09,49.48,19.50,49.48
System,Reserve,Risk,1,1/5/30 3:00,MW,63.95,61.50,63.95,49.52,19.50,49.52
System,Reserve,Risk,1,1/5/30 4:00,MW,64.46,61.50,64.46,49.74,19.50,49.74
System,Reserve,Risk,1,1/5/30 5:00,MW,66.44,61.50,66.44,50.19,19.50,50.19
System,Reserve,Risk,1,1/5/30 6:00,MW,68.50,61.50,68.50,51.73,19.50,51.73
System,Reserve,Risk,1,1/5/30 7:00,MW,67.52,61.50,67.52,52.98,19.50,52.98
System,Reserve,Risk,1,1/5/30 8:00,MW,60.07,61.50,60.07,52.20,19.50,52.20
System,Reserve,Risk,1,1/5/30 9:00,MW,57.81,61.50,57.81,53.23,19.50,53.23
System,Reserve,Risk,1,1/5/30 10:00,MW,53.20,61.50,53.20,51.94,19.50,51.94
System,Reserve,Risk,1,1/5/30 11:00,MW,52.70,61.50,52.70,52.55,19.50,52.55
System,Reserve,Risk,1,1/5/30 12:00,MW,51.73,61.50,51.73,51.44,19.50,51.44
System,Reserve,Risk,1,1/5/30 13:00,MW,52.83,61.50,52.83,50.76,19.50,50.76
System,Reserve,Risk,1,1/5/30 14:00,MW,56.62,61.50,56.62,50.31,19.50,50.31
System,Reserve,Risk,1,1/5/30 15:00,MW,62.76,61.50,62.76,50.96,19.50,50.96
System,Reserve,Risk,1,1/5/30 16:00,MW,70.89,61.50,70.89,52.57,19.50,52.57
System,Reserve,Risk,1,1/5/30 17:00,MW,77.47,61.50,77.47,55.28,19.50,55.28
System,Reserve,Risk,1,1/5/30 18:00,MW,77.08,61.50,77.08,54.82,19.50,54.82
System,Reserve,Risk,1,1/5/30 19:00,MW,76.59,61.50,76.59,54.33,19.50,54.33
System,Reserve,Risk,1,1/5/30 20:00,MW,73.96,61.50,73.96,52.99,19.50,52.99
System,Reserve,Risk,1,1/5/30 21:00,MW,71.66,61.50,71.66,52.16,19.50,52.16
System,Reserve,Risk,1,1/5/30 22:00,MW,71.33,61.50,71.33,51.97,19.50,51.97
System,Reserve,Risk,1,1/5/30 23:00,MW,68.27,61.50,68.27,50.60,19.50,50.60
System,Reserve,Risk,1,1/6/30,MW,68.18,61.50,68.18,49.14,19.50,49.14
System,Reserve,Risk,1,1/6/30 1:00,MW,65.90,61.50,65.90,48.33,19.50,48.33
System,Reserve,Risk,1,1/6/30 2:00,MW,64.18,61.50,64.18,47.58,19.50,47.58
System,Reserve,Risk,1,1/6/30 3:00,MW,63.93,61.50,63.93,47.61,19.50,47.61
System,Reserve,Risk,1,1/6/30 4:00,MW,64.00,61.50,64.00,47.64,19.50,47.64
System,Reserve,Risk,1,1/6/30 5:00,MW,66.35,61.50,66.35,48.11,19.50,48.11
System,Reserve,Risk,1,1/6/30 6:00,MW,68.28,61.50,68.28,49.78,19.50,49.78
System,Reserve,Risk,1,1/6/30 7:00,MW,67.11,61.50,67.11,51.37,19.50,51.37
System,Reserve,Risk,1,1/6/30 8:00,MW,58.86,61.50,58.86,50.41,19.50,50.41
System,Reserve,Risk,1,1/6/30 9:00,MW,56.21,61.50,56.21,50.78,19.50,50.78
System,Reserve,Risk,1,1/6/30 10:00,MW,54.44,61.50,54.44,50.79,19.50,50.79
System,Reserve,Risk,1,1/6/30 11:00,MW,52.56,61.50,52.56,50.69,19.50,50.69
System,Reserve,Risk,1,1/6/30 12:00,MW,52.37,61.50,52.37,50.67,19.50,50.67
System,Reserve,Risk,1,1/6/30 13:00,MW,53.90,61.50,53.90,50.67,19.50,50.67
System,Reserve,Risk,1,1/6/30 14:00,MW,56.36,61.50,56.36,49.59,19.50,49.59
System,Reserve,Risk,1,1/6/30 15:00,MW,63.64,61.50,63.64,50.84,19.50,50.84
System,Reserve,Risk,1,1/6/30 16:00,MW,72.09,61.50,72.09,52.91,19.50,52.91
System,Reserve,Risk,1,1/6/30 17:00,MW,78.30,61.50,78.30,55.31,19.50,55.31
System,Reserve,Risk,1,1/6/30 18:00,MW,79.50,61.50,79.50,55.35,19.50,55.35
System,Reserve,Risk,1,1/6/30 19:00,MW,78.07,61.50,78.07,54.43,19.50,54.43
System,Reserve,Risk,1,1/6/30 20:00,MW,74.95,61.50,74.95,53.38,19.50,53.38
System,Reserve,Risk,1,1/6/30 21:00,MW,72.43,61.50,72.43,51.66,19.50,51.66
System,Reserve,Risk,1,1/6/30 22:00,MW,71.38,61.50,71.38,51.45,19.50,51.45
System,Reserve,Risk,1,1/6/30 23:00,MW,68.25,61.50,68.25,49.93,19.50,49.93
System,Reserve,Risk,1,1/7/30,MW,67.71,61.50,67.71,51.98,19.50,51.98
System,Reserve,Risk,1,1/7/30 1:00,MW,66.27,61.50,66.27,51.71,19.50,51.71
System,Reserve,Risk,1,1/7/30 2:00,MW,65.47,61.50,65.47,51.30,19.50,51.30
System,Reserve,Risk,1,1/7/30 3:00,MW,65.90,61.50,65.90,51.33,19.50,51.33
System,Reserve,Risk,1,1/7/30 4:00,MW,67.27,61.50,67.27,52.67,19.50,52.67
System,Reserve,Risk,1,1/7/30 5:00,MW,71.42,61.50,71.42,55.08,19.50,55.08
System,Reserve,Risk,1,1/7/30 6:00,MW,77.43,61.50,77.43,59.27,19.50,59.27
System,Reserve,Risk,1,1/7/30 7:00,MW,77.76,61.50,77.76,61.47,19.50,61.47
System,Reserve,Risk,1,1/7/30 8:00,MW,70.07,61.50,70.07,60.55,19.50,60.55
System,Reserve,Risk,1,1/7/30 9:00,MW,65.89,61.50,65.89,60.72,19.50,60.72
System,Reserve,Risk,1,1/7/30 10:00,MW,61.67,61.50,61.67,60.46,19.50,60.46
System,Reserve,Risk,1,1/7/30 11:00,MW,59.79,61.50,59.79,60.00,19.50,60.00
System,Reserve,Risk,1,1/7/30 12:00,MW,58.45,61.50,58.45,59.44,19.50,59.44
System,Reserve,Risk,1,1/7/30 13:00,MW,60.39,61.50,60.39,59.36,19.50,59.36
System,Reserve,Risk,1,1/7/30 14:00,MW,63.85,61.50,63.85,58.70,19.50,58.70
System,Reserve,Risk,1,1/7/30 15:00,MW,70.43,61.50,70.43,59.17,19.50,59.17
System,Reserve,Risk,1,1/7/30 16:00,MW,78.12,61.50,78.12,60.52,19.50,60.52
System,Reserve,Risk,1,1/7/30 17:00,MW,83.15,61.50,83.15,62.78,19.50,62.78
System,Reserve,Risk,1,1/7/30 18:00,MW,82.96,61.50,82.96,62.33,19.50,62.33
System,Reserve,Risk,1,1/7/30 19:00,MW,81.04,61.50,81.04,60.72,19.50,60.72
System,Reserve,Risk,1,1/7/30 20:00,MW,77.89,61.50,77.89,59.00,19.50,59.00
System,Reserve,Risk,1,1/7/30 21:00,MW,74.32,61.50,74.32,57.06,19.50,57.06
System,Reserve,Risk,1,1/7/30 22:00,MW,73.85,61.50,73.85,56.88,19.50,56.88
System,Reserve,Risk,1,1/7/30 23:00,MW,70.02,61.50,70.02,55.13,19.50,55.13
System,Reserve,Risk,1,1/8/30,MW,76.59,61.50,76.59,55.11,19.50,55.11
System,Reserve,Risk,1,1/8/30 1:00,MW,72.60,61.50,72.60,53.17,19.50,53.17
System,Reserve,Risk,1,1/8/30 2:00,MW,70.82,61.50,70.82,52.32,19.50,52.32
System,Reserve,Risk,1,1/8/30 3:00,MW,71.23,61.50,71.23,52.45,19.50,52.45
System,Reserve,Risk,1,1/8/30 4:00,MW,73.37,61.50,73.37,53.38,19.50,53.38
System,Reserve,Risk,1,1/8/30 5:00,MW,78.70,61.50,78.70,55.62,19.50,55.62
System,Reserve,Risk,1,1/8/30 6:00,MW,85.56,61.50,85.56,59.43,19.50,59.43
System,Reserve,Risk,1,1/8/30 7:00,MW,86.41,61.50,86.41,62.53,19.50,62.53
System,Reserve,Risk,1,1/8/30 8:00,MW,77.49,61.50,77.49,61.66,19.50,61.66
System,Reserve,Risk,1,1/8/30 9:00,MW,72.30,61.50,72.30,62.25,19.50,62.25
System,Reserve,Risk,1,1/8/30 10:00,MW,68.20,61.50,68.20,61.83,19.50,61.83
System,Reserve,Risk,1,1/8/30 11:00,MW,65.48,61.50,65.48,60.98,19.50,60.98
System,Reserve,Risk,1,1/8/30 12:00,MW,65.73,61.50,65.73,60.72,19.50,60.72
System,Reserve,Risk,1,1/8/30 13:00,MW,66.54,61.50,66.54,61.33,19.50,61.33
System,Reserve,Risk,1,1/8/30 14:00,MW,70.65,61.50,70.65,61.68,19.50,61.68
System,Reserve,Risk,1,1/8/30 15:00,MW,75.62,61.50,75.62,61.56,19.50,61.56
System,Reserve,Risk,1,1/8/30 16:00,MW,85.25,61.50,85.25,63.10,19.50,63.10
System,Reserve,Risk,1,1/8/30 17:00,MW,91.69,61.50,91.69,64.68,19.50,64.68
System,Reserve,Risk,1,1/8/30 18:00,MW,91.15,61.50,91.15,62.59,19.50,62.59
System,Reserve,Risk,1,1/8/30 19:00,MW,88.72,61.50,88.72,60.55,19.50,60.55
System,Reserve,Risk,1,1/8/30 20:00,MW,86.06,61.50,86.06,58.74,19.50,58.74
System,Reserve,Risk,1,1/8/30 21:00,MW,82.11,61.50,82.11,56.80,19.50,56.80
System,Reserve,Risk,1,1/8/30 22:00,MW,80.67,61.50,80.67,55.97,19.50,55.97
System,Reserve,Risk,1,1/8/30 23:00,MW,76.47,61.50,76.47,53.87,19.50,53.87
System,Reserve,Risk,1,1/9/30,MW,71.34,61.50,71.34,53.18,19.50,53.18
System,Reserve,Risk,1,1/9/30 1:00,MW,68.96,61.50,68.96,52.49,19.50,52.49
System,Reserve,Risk,1,1/9/30 2:00,MW,67.86,61.50,67.86,51.90,19.50,51.90
System,Reserve,Risk,1,1/9/30 3:00,MW,68.18,61.50,68.18,51.89,19.50,51.89
System,Reserve,Risk,1,1/9/30 4:00,MW,70.32,61.50,70.32,53.01,19.50,53.01
System,Reserve,Risk,1,1/9/30 5:00,MW,75.39,61.50,75.39,55.03,19.50,55.03
System,Reserve,Risk,1,1/9/30 6:00,MW,81.47,61.50,81.47,58.71,19.50,58.71
System,Reserve,Risk,1,1/9/30 7:00,MW,83.05,61.50,83.05,61.84,19.50,61.84
System,Reserve,Risk,1,1/9/30 8:00,MW,75.06,61.50,75.06,61.33,19.50,61.33
System,Reserve,Risk,1,1/9/30 9:00,MW,69.96,61.50,69.96,60.77,19.50,60.77
System,Reserve,Risk,1,1/9/30 10:00,MW,65.75,61.50,65.75,60.76,19.50,60.76
System,Reserve,Risk,1,1/9/30 11:00,MW,63.95,61.50,63.95,60.18,19.50,60.18
System,Reserve,Risk,1,1/9/30 12:00,MW,63.86,61.50,63.86,59.81,19.50,59.81
System,Reserve,Risk,1,1/9/30 13:00,MW,65.96,61.50,65.96,59.36,19.50,59.36
System,Reserve,Risk,1,1/9/30 14:00,MW,70.24,61.50,70.24,59.04,19.50,59.04
System,Reserve,Risk,1,1/9/30 15:00,MW,76.57,61.50,76.57,59.89,19.50,59.89
System,Reserve,Risk,1,1/9/30 16:00,MW,83.83,61.50,83.83,61.48,19.50,61.48
System,Reserve,Risk,1,1/9/30 17:00,MW,89.54,61.50,89.54,62.89,19.50,62.89
System,Reserve,Risk,1,1/9/30 18:00,MW,90.62,61.50,90.62,63.08,19.50,63.08
System,Reserve,Risk,1,1/9/30 19:00,MW,88.46,61.50,88.46,60.94,19.50,60.94
System,Reserve,Risk,1,1/9/30 20:00,MW,85.70,61.50,85.70,59.11,19.50,59.11
System,Reserve,Risk,1,1/9/30 21:00,MW,81.24,61.50,81.24,57.12,19.50,57.12
System,Reserve,Risk,1,1/9/30 22:00,MW,80.75,61.50,80.75,56.08,19.50,56.08
System,Reserve,Risk,1,1/9/30 23:00,MW,75.82,61.50,75.82,53.68,19.50,53.68
System,Reserve,Risk,1,1/10/30,MW,70.86,61.50,70.86,51.90,19.50,51.90
System,Reserve,Risk,1,1/10/30 1:00,MW,69.43,61.50,69.43,51.27,19.50,51.27
System,Reserve,Risk,1,1/10/30 2:00,MW,68.94,61.50,68.94,50.92,19.50,50.92
System,Reserve,Risk,1,1/10/30 3:00,MW,68.96,61.50,68.96,51.16,19.50,51.16
System,Reserve,Risk,1,1/10/30 4:00,MW,71.44,61.50,71.44,52.35,19.50,52.35
System,Reserve,Risk,1,1/10/30 5:00,MW,76.12,61.50,76.12,54.40,19.50,54.40
System,Reserve,Risk,1,1/10/30 6:00,MW,84.27,61.50,84.27,58.56,19.50,58.56
System,Reserve,Risk,1,1/10/30 7:00,MW,82.08,61.50,82.08,60.96,19.50,60.96
System,Reserve,Risk,1,1/10/30 8:00,MW,72.27,61.50,72.27,59.72,19.50,59.72
System,Reserve,Risk,1,1/10/30 9:00,MW,67.50,61.50,67.50,59.99,19.50,59.99
System,Reserve,Risk,1,1/10/30 10:00,MW,63.17,61.50,63.17,58.86,19.50,58.86
System,Reserve,Risk,1,1/10/30 11:00,MW,61.35,61.50,61.35,58.46,19.50,58.46
System,Reserve,Risk,1,1/10/30 12:00,MW,60.66,61.50,60.66,57.83,19.50,57.83
System,Reserve,Risk,1,1/10/30 13:00,MW,61.60,61.50,61.60,57.65,19.50,57.65
System,Reserve,Risk,1,1/10/30 14:00,MW,65.26,61.50,65.26,57.44,19.50,57.44
System,Reserve,Risk,1,1/10/30 15:00,MW,71.91,61.50,71.91,57.89,19.50,57.89
System,Reserve,Risk,1,1/10/30 16:00,MW,80.87,61.50,80.87,59.09,19.50,59.09
System,Reserve,Risk,1,1/10/30 17:00,MW,87.98,61.50,87.98,61.54,19.50,61.54
System,Reserve,Risk,1,1/10/30 18:00,MW,87.83,61.50,87.83,61.53,19.50,61.53
System,Reserve,Risk,1,1/10/30 19:00,MW,85.85,61.50,85.85,59.71,19.50,59.71
System,Reserve,Risk,1,1/10/30 20:00,MW,84.02,61.50,84.02,58.41,19.50,58.41
System,Reserve,Risk,1,1/10/30 21:00,MW,79.18,61.50,79.18,56.64,19.50,56.64
System,Reserve,Risk,1,1/10/30 22:00,MW,79.03,61.50,79.03,56.14,19.50,56.14
System,Reserve,Risk,1,1/10/30 23:00,MW,74.70,61.50,74.70,53.90,19.50,53.90
System,Reserve,Risk,1,1/11/30,MW,67.25,61.50,67.25,52.29,19.50,52.29
System,Reserve,Risk,1,1/11/30 1:00,MW,66.25,61.50,66.25,51.72,19.50,51.72
System,Reserve,Risk,1,1/11/30 2:00,MW,65.90,61.50,65.90,51.25,19.50,51.25
System,Reserve,Risk,1,1/11/30 3:00,MW,66.37,61.50,66.37,51.22,19.50,51.22
System,Reserve,Risk,1,1/11/30 4:00,MW,68.24,61.50,68.24,52.49,19.50,52.49
System,Reserve,Risk,1,1/11/30 5:00,MW,72.83,61.50,72.83,54.54,19.50,54.54
System,Reserve,Risk,1,1/11/30 6:00,MW,79.02,61.50,79.02,58.58,19.50,58.58
System,Reserve,Risk,1,1/11/30 7:00,MW,78.72,61.50,78.72,61.10,19.50,61.10
System,Reserve,Risk,1,1/11/30 8:00,MW,69.78,61.50,69.78,60.49,19.50,60.49
System,Reserve,Risk,1,1/11/30 9:00,MW,63.81,61.50,63.81,60.00,19.50,60.00
System,Reserve,Risk,1,1/11/30 10:00,MW,60.18,61.50,60.18,59.41,19.50,59.41
System,Reserve,Risk,1,1/11/30 11:00,MW,57.79,61.50,57.79,58.53,19.50,58.53
System,Reserve,Risk,1,1/11/30 12:00,MW,57.30,61.50,57.30,58.28,19.50,58.28
System,Reserve,Risk,1,1/11/30 13:00,MW,57.44,61.50,57.44,57.28,19.50,57.28
System,Reserve,Risk,1,1/11/30 14:00,MW,62.19,61.50,62.19,57,19.50,57
System,Reserve,Risk,1,1/11/30 15:00,MW,67.05,61.50,67.05,56.63,19.50,56.63
System,Reserve,Risk,1,1/11/30 16:00,MW,75.10,61.50,75.10,58.51,19.50,58.51
System,Reserve,Risk,1,1/11/30 17:00,MW,80.86,61.50,80.86,61.08,19.50,61.08
System,Reserve,Risk,1,1/11/30 18:00,MW,80.65,61.50,80.65,60.98,19.50,60.98
System,Reserve,Risk,1,1/11/30 19:00,MW,78.72,61.50,78.72,60.00,19.50,60.00
System,Reserve,Risk,1,1/11/30 20:00,MW,76.51,61.50,76.51,58.26,19.50,58.26
System,Reserve,Risk,1,1/11/30 21:00,MW,73.73,61.50,73.73,56.89,19.50,56.89
System,Reserve,Risk,1,1/11/30 22:00,MW,73.87,61.50,73.87,56.13,19.50,56.13
System,Reserve,Risk,1,1/11/30 23:00,MW,70.52,61.50,70.52,53.97,19.50,53.97
System,Reserve,Risk,1,1/12/30,MW,67.33,61.50,67.33,52.26,19.50,52.26
System,Reserve,Risk,1,1/12/30 1:00,MW,65.82,61.50,65.82,51.36,19.50,51.36
System,Reserve,Risk,1,1/12/30 2:00,MW,65.25,61.50,65.25,50.96,19.50,50.96
System,Reserve,Risk,1,1/12/30 3:00,MW,65.13,61.50,65.13,50.91,19.50,50.91
System,Reserve,Risk,1,1/12/30 4:00,MW,65.95,61.50,65.95,51.31,19.50,51.31
System,Reserve,Risk,1,1/12/30 5:00,MW,68.20,61.50,68.20,52.19,19.50,52.19
System,Reserve,Risk,1,1/12/30 6:00,MW,70.85,61.50,70.85,53.74,19.50,53.74
System,Reserve,Risk,1,1/12/30 7:00,MW,69.18,61.50,69.18,54.93,19.50,54.93
System,Reserve,Risk,1,1/12/30 8:00,MW,61.22,61.50,61.22,54.12,19.50,54.12
System,Reserve,Risk,1,1/12/30 9:00,MW,58.47,61.50,58.47,55.16,19.50,55.16
System,Reserve,Risk,1,1/12/30 10:00,MW,52.72,61.50,52.72,54.27,19.50,54.27
System,Reserve,Risk,1,1/12/30 11:00,MW,52.44,61.50,52.44,55.02,19.50,55.02
System,Reserve,Risk,1,1/12/30 12:00,MW,51.37,61.50,51.37,53.88,19.50,53.88
System,Reserve,Risk,1,1/12/30 13:00,MW,53.17,61.50,53.17,53.55,19.50,53.55
System,Reserve,Risk,1,1/12/30 14:00,MW,55.89,61.50,55.89,53.24,19.50,53.24
